uniquePairID,uniqueID,sentenceID,homophoneID,phoneticID,sentenceType,isOrig,homophone,word,hom1relatedness,hom2relatedness,normal
1061,213,213,43-b,43,nonpun,0,grater,slices,0.646909343,-0.0989754,0
0,214,214,44-b, 44,nonpun,0,i,i ,1,-1,0
1070,214,214,44-b,44,nonpun,0,i,know,0.147645951,-0.529571089,0
0,215,215,45-b, 45,nonpun,0,sell,sell ,1,-1,0
1085,215,215,45-b,45,nonpun,0,sell,good,0.367727749,-0.659243592,0
1089,215,215,45-b,45,nonpun,0,sell,price,1.641732003,-0.311436775,0
0,216,216,46-b, 46,nonpun,0,cent,cent ,1,-1,0
1095,216,216,46-b,46,nonpun,0,cent,even,-0.395060466,-0.6249038,0
1097,216,216,46-b,46,nonpun,0,cent,let,-0.714122825,-0.873396753,0
1098,216,216,46-b,46,nonpun,0,cent,not,-0.679842989,-0.781460533,0
1101,216,216,46-b,46,nonpun,0,cent,stingy,0.546384374,-0.448248014,0
0,217,217,47-b, 47,nonpun,0,coarse,coarse ,1,-1,0
1122,217,217,47-b,47,nonpun,0,coarse,very,-0.019471902,-0.577954079,0
0,218,218,48-b, 48,nonpun,0,dear,dear ,1,-1,0
0,219,219,49-b, 49,nonpun,0,be,be ,1,-1,0
1150,219,219,49-b,49,nonpun,0,be,worry,-0.564835602,-0.698656591,0
0,220,220,50-b, 50,nonpun,0,break,break ,1,-1,0
1175,220,220,50-b,50,nonpun,0,break,performance,0.132261404,0.669919049,0
0,221,221,51-b, 51,nonpun,0,flower,flower ,1,-1,0
1201,221,221,51-b,51,nonpun,0,flower,growing,1.522493993,-0.36378025,0
1204,221,221,51-b,51,nonpun,0,flower,picked,1.016651518,-0.630724541,0
1205,221,221,51-b,51,nonpun,0,flower,pretty,1.338286727,-0.455797233,0
1208,221,221,51-b,51,nonpun,0,flower,weeds,1.318642479,-0.725417027,0
0,222,222,52-b, 52,nonpun,0,fair,fair ,1,-1,0
1212,222,222,52-b,52,nonpun,0,fair,not,0.275923826,-0.777055256,0
1214,222,222,52-b,52,nonpun,0,fair,rules,0.888002604,-0.234574065,0
0,223,223,53-b, 53,nonpun,0,heal,heal ,1,-1,0
1229,223,223,53-b,53,nonpun,0,heal,takes,-0.520729992,-0.49698937,0
1230,223,223,53-b,53,nonpun,0,heal,time,0.55593966,-0.916925526,0
1232,223,223,53-b,53,nonpun,0,heal,wounds,1.7097202,-0.108540447,0
0,224,224,54-b, 54,nonpun,0,him,him ,1,-1,0
1243,224,224,54-b,54,nonpun,0,him,john,0.292140711,-0.080644958,0
1244,224,224,54-b,54,nonpun,0,him,like,-0.30463761,-0.530389328,0
1245,224,224,54-b,54,nonpun,0,him,likes,-0.533676365,-0.486112886,0
1249,224,224,54-b,54,nonpun,0,him,sarah,-0.798072639,-0.518073919,0
0,225,225,55-b, 55,nonpun,0,knows,knows ,1,-1,0
1266,225,225,55-b,55,nonpun,0,knows,dictionary,0.656967,-0.740929655,0
1269,225,225,55-b,55,nonpun,0,knows,word,0.100501487,0.034196064,0
0,226,226,56-b, 56,nonpun,0,in,in ,1,-1,0
1278,226,226,56-b,56,nonpun,0,in,come,0.485694349,-0.436298857,0
1279,226,226,56-b,56,nonpun,0,in,door,1.037311785,0.200615259,0
1282,226,226,56-b,56,nonpun,0,in,room,0.063650469,1.636828851,0
0,227,227,57-b, 57,nonpun,0,idle,idle ,1,-1,0
1298,227,227,57-b,57,nonpun,0,idle,just,0.004347172,-0.671030844,0
1302,227,227,57-b,57,nonpun,0,idle,sitting,1.194082122,-0.122448486,0
0,228,228,58-b, 58,nonpun,0,made,made ,1,-1,0
0,229,229,59-b, 59,nonpun,0,none,none ,1,-1,0
1336,229,229,59-b,59,nonpun,0,none,sense,-0.061491739,-0.528392422,0
0,230,230,60-b, 60,nonpun,0,morning,morning ,1,-1,0
1351,230,230,60-b,60,nonpun,0,morning,sun,1.698846284,-0.497003111,0
1352,230,230,60-b,60,nonpun,0,morning,up,0.98398147,-0.130271793,0
1353,230,230,60-b,60,nonpun,0,morning,woke,1.54108883,-0.343863179,0
0,231,231,61-b, 61,nonpun,0,meet,meet ,1,-1,0
1372,231,231,61-b,61,nonpun,0,meet,finally,0.142099156,-0.682571345,0
1375,231,231,61-b,61,nonpun,0,meet,pals,0.552091521,-0.82652512,0
1376,231,231,61-b,61,nonpun,0,meet,pen,-0.654525921,-0.694785813,0
0,232,232,62-b, 62,nonpun,0,real,real ,1,-1,0
1382,232,232,62-b,62,nonpun,0,real,diamond,0.728779693,-0.775422228,0
1385,232,232,62-b,62,nonpun,0,real,good,-0.159518835,-0.56642981,0
1386,232,232,62-b,62,nonpun,0,real,just,0.295080021,-0.737646499,0
1388,232,232,62-b,62,nonpun,0,real,not,-0.260656712,-0.524606471,0
1390,232,232,62-b,62,nonpun,0,real,very,0.162943031,-0.77051102,0
0,233,233,63-b, 63,nonpun,0,pair,pair ,1,-1,0
1411,233,233,63-b,63,nonpun,0,pair,socks,1.542811322,-0.628094303,0
0,234,234,64-b, 64,nonpun,0,prey,prey ,1,-1,0
1434,234,234,64-b,64,nonpun,0,prey,easily,0.06409278,-0.510718826,0
1435,234,234,64-b,64,nonpun,0,prey,mouse,1.243436964,-0.349015178,0
0,235,235,65-b, 65,nonpun,0,route,route ,1,-1,0
1453,235,235,65-b,65,nonpun,0,route,home,0.363142717,-0.032831021,0
1455,235,235,65-b,65,nonpun,0,route,take,0.425023793,-0.599633919,0
1460,235,235,65-b,65,nonpun,0,route,way,1.57234326,-0.54305294,0
0,236,1,1-b, 1,pun,1,profit,profit ,1,-1,0
12,236,1,1-b,1,pun,1,profit,non,0.76452703,-0.650018431,0
13,236,1,1-b,1,pun,1,profit,organization,1.344302809,0.123608176,0
0,237,2,2-b, 2,pun,1,pie,pie ,1,-1,0
46,237,2,2-b,2,pun,1,pie,get,-0.213873793,-0.532050103,0
47,237,2,2-b,2,pun,1,pie,large,0.203214357,-0.196874277,0
0,238,3,3-b, 3,pun,1,need,need ,1,-1,0
72,238,3,3-b,3,pun,1,need,basis,0.363879125,-0.724020559,0
73,238,3,3-b,3,pun,1,need,bread,-0.10745158,1.618475041,0
79,238,3,3-b,3,pun,1,need,know,-0.08894483,-0.664626706,0
84,238,3,3-b,3,pun,1,need,recipes,-0.181518542,1.004924966,0
86,238,3,3-b,3,pun,1,need,trade,0.499910519,-0.58008783,0
0,239,4,4-b, 4,pun,1,or,or ,1,-1,0
105,239,4,4-b,4,pun,1,or,either,1.802274457,-0.745201312,0
107,239,4,4-b,4,pun,1,or,indecisive,0.924511546,-0.736316505,0
108,239,4,4-b,4,pun,1,or,not,0.061294261,-0.73898887,0
111,239,4,4-b,4,pun,1,or,rower,-0.722767904,1.833928909,0
0,240,5,5-b, 5,pun,1,tears,tears ,1,-1,0
116,240,5,5-b,5,pun,1,tears,emotional,1.613409237,-0.093719285,0
117,240,5,5-b,5,pun,1,tears,even,-0.643260403,-0.21256834,0
125,240,5,5-b,5,pun,1,tears,wedding,1.167013135,0.363679868,0
0,241,6,6-b, 6,pun,1,pole,pole ,1,-1,0
142,241,6,6-b,6,pun,1,pole,country,-0.441639232,-0.020817463,0
143,241,6,6-b,6,pun,1,pole,decided,-0.438823318,0.888379398,0
144,241,6,6-b,6,pun,1,pole,flag,1.600043247,0.519522756,0
146,241,6,6-b,6,pun,1,pole,new,-0.573021617,-0.30941208,0
0,242,7,7-b, 7,pun,1,board,board ,1,-1,0
169,242,7,7-b,7,pun,1,board,executive,1.514850716,-0.232066116,0
173,242,7,7-b,7,pun,1,board,meetings,0.957355228,0.256531919,0
0,243,8,8-b, 8,pun,1,grease,grease ,1,-1,0
193,243,8,8-b,8,pun,1,grease,know,-0.669045928,-0.577456692,0
194,243,8,8-b,8,pun,1,grease,made,-0.586369571,-0.564552226,0
0,244,9,9-b, 9,pun,1,sign,sign ,1,-1,0
213,244,9,9-b,9,pun,1,sign,hoping,-0.145123348,-0.763760078,0
215,244,9,9-b,9,pun,1,sign,prayed,0.347605059,-0.781460533,0
218,244,9,9-b,9,pun,1,sign,tests,-0.19480109,-0.122511114,0
219,244,9,9-b,9,pun,1,sign,trigonometry,0.636264574,1.282836716,0
0,245,10,10-b, 10,pun,1,principle,principle ,1,-1,0
249,245,10,10-b,10,pun,1,principle,john,-0.438655141,-0.059251367,0
250,245,10,10-b,10,pun,1,principle,just,1.030609819,0.366797927,0
253,245,10,10-b,10,pun,1,principle,not,-0.574541502,-0.750032,0
255,245,10,10-b,10,pun,1,principle,school,1.0686167,1.99747003,0
0,246,11,11-b, 11,pun,1,seedy,seedy ,1,-1,0
278,246,11,11-b,11,pun,1,seedy,part,-0.118107336,-0.422293117,0
280,246,11,11-b,11,pun,1,seedy,stores,-0.392169307,0.803521617,0
281,246,11,11-b,11,pun,1,seedy,town,-0.143891918,-0.67697029,0
0,247,12,12-b, 12,pun,1,hair,hair ,1,-1,0
287,247,12,12-b,12,pun,1,hair,mad,-0.399004337,-0.399919617,0
288,247,12,12-b,12,pun,1,hair,magician,-0.520019328,1.267423786,0
289,247,12,12-b,12,pun,1,hair,out,-0.341957696,-0.832510067,0
292,247,12,12-b,12,pun,1,hair,pulled,0.793711827,-0.746881884,0
0,248,13,13-b, 13,pun,1,naughty,naughty ,1,-1,0
318,248,13,13-b,13,pun,1,naughty,apparently,-0.483787797,-0.750032,0
322,248,13,13-b,13,pun,1,naughty,father,-0.415566217,-0.795986539,0
324,248,13,13-b,13,pun,1,naughty,pine,-0.793461446,-0.160851791,0
325,248,13,13-b,13,pun,1,naughty,sapling,-0.624846796,0.091068985,0
326,248,13,13-b,13,pun,1,naughty,young,0.14893242,-0.639578699,0
0,249,14,14-b, 14,pun,1,taught,taught ,1,-1,0
334,249,14,14-b,14,pun,1,taught,rope,-0.121058026,0.868287367,0
337,249,14,14-b,14,pun,1,taught,tricks,0.383502192,-0.474706301,0
0,250,15,15-b, 15,pun,1,marks,marks ,1,-1,0
350,250,15,15-b,15,pun,1,marks,communism,-0.606476564,1.31724495,0
351,250,15,15-b,15,pun,1,marks,dropped,-0.166436781,-0.781460533,0
356,250,15,15-b,15,pun,1,marks,lousy,-0.02914144,-0.700099018,0
358,250,15,15-b,15,pun,1,marks,out,-0.468658789,-0.706776015,0
0,251,16,16-b, 16,pun,1,high,high ,1,-1,0
387,251,16,16-b,16,pun,1,high,instinctively,-0.38716255,-0.349854622,0
388,251,16,16-b,16,pun,1,high,natural,-0.157847829,-0.689691795,0
389,251,16,16-b,16,pun,1,high,people,-0.059803808,0.071003092,0
396,251,16,16-b,16,pun,1,high,waves,0.804602748,-0.20390641,0
0,252,17,17-b, 17,pun,1,days,days ,1,-1,0
399,252,17,17-b,17,pun,1,days,having,-0.402625515,-0.930877055,0
401,252,17,17-b,17,pun,1,days,longs,-0.17518217,-0.340935657,0
403,252,17,17-b,17,pun,1,days,school,0.829777152,-0.178407141,0
405,252,17,17-b,17,pun,1,days,teacher,-0.010627663,-0.653580937,0
406,252,17,17-b,17,pun,1,days,time,1.575538749,-0.436061797,0
407,252,17,17-b,17,pun,1,days,tough,0.093878323,-0.333186385,0
0,253,18,18-b, 18,pun,1,pros,pros ,1,-1,0
423,253,18,18-b,18,pun,1,pros,cons,1.562762916,-0.587049833,0
425,253,18,18-b,18,pun,1,pros,jail,-0.674232177,-0.696797307,0
0,254,19,19-b, 19,pun,1,plain,plain ,1,-1,0
445,254,19,19-b,19,pun,1,plain,expect,-0.672960552,-0.382682084,0
446,254,19,19-b,19,pun,1,plain,fancy,0.324450008,-0.202904824,0
448,254,19,19-b,19,pun,1,plain,flying,-0.512024581,1.816222237,0
449,254,19,19-b,19,pun,1,plain,food,0.23343159,0.151330212,0
451,254,19,19-b,19,pun,1,plain,not,-0.288942001,-0.749886832,0
0,255,20,20-b, 20,pun,1,damn,damn ,1,-1,0
480,255,20,20-b,20,pun,1,damn,best,-0.310985493,-0.739470846,0
482,255,20,20-b,20,pun,1,damn,ever,-0.570525947,-0.714138324,0
486,255,20,20-b,20,pun,1,damn,movie,-0.585364406,-0.735985557,0
486,255,20,20-b,20,pun,1,damn,movie,-0.585364406,-0.735985557,0
487,255,20,20-b,20,pun,1,damn,night,-0.514829836,-0.520710889,0
489,255,20,20-b,20,pun,1,damn,saw,-0.763361954,-0.307453941,0
491,255,20,20-b,20,pun,1,damn,seen,-0.680358393,-0.690693545,0
0,256,21,21-b, 21,pun,1,hurts,hurts ,1,-1,0
508,256,21,21-b,21,pun,1,hurts,slow,-0.470437756,-0.302989984,0
0,257,22,22-b, 22,pun,1,roll,roll ,1,-1,0
527,257,22,22-b,22,pun,1,roll,great,-0.515024286,-0.283150414,0
530,257,22,22-b,22,pun,1,roll,movie,0.594719169,1.532476003,0
0,258,23,23-b, 23,pun,1,caller,caller ,1,-1,0
538,258,23,23-b,23,pun,1,caller,man,0.085463008,0.233988351,0
539,258,23,23-b,23,pun,1,caller,name,0.722813874,-0.106902364,0
540,258,23,23-b,23,pun,1,caller,neck,-0.492296779,1.638391002,0
543,258,23,23-b,23,pun,1,caller,put,-0.719297165,-0.622695174,0
545,258,23,23-b,23,pun,1,caller,shirt,-0.621766767,1.569426463,0
0,259,24,24-b, 24,pun,1,steel,steel ,1,-1,0
580,259,24,24-b,24,pun,1,steel,thieves,-0.301460132,2.083308461,0
0,260,25,25-b, 25,pun,1,die,die ,1,-1,0
585,260,25,25-b,25,pun,1,die,gray,0.011905704,0.733598121,0
586,260,25,25-b,25,pun,1,die,hair,-0.704851099,1.523473926,0
591,260,25,25-b,25,pun,1,die,saw,-0.302942596,-0.701321696,0
593,260,25,25-b,25,pun,1,die,strands,-0.437879686,0.594733015,0
594,260,25,25-b,25,pun,1,die,thought,-0.598395341,-0.82578583,0
0,261,26,26-b, 26,pun,1,waste,waste ,1,-1,0
621,261,26,26-b,26,pun,1,waste,cardboard,0.720292439,-0.76867622,0
625,261,26,26-b,26,pun,1,waste,paper,0.715106249,-0.586922992,0
0,262,27,27-b, 27,pun,1,feat,feat ,1,-1,0
630,262,27,27-b,27,pun,1,feat,being,-0.32027531,-0.606391309,0
632,262,27,27-b,27,pun,1,feat,fit,-0.561509507,-0.037323991,0
633,262,27,27-b,27,pun,1,feat,fourteen,-0.690051472,0.377560615,0
638,262,27,27-b,27,pun,1,feat,quite,-0.190079146,-0.593675754,0
640,262,27,27-b,27,pun,1,feat,shoes,-0.582987908,1.661397429,0
641,262,27,27-b,27,pun,1,feat,size,-0.45251572,0.721870727,0
0,263,28,28-b, 28,pun,1,allowed,allowed ,1,-1,0
664,263,28,28-b,28,pun,1,allowed,not,-0.329427842,-0.538579436,0
667,263,28,28-b,28,pun,1,allowed,say,-0.033663658,1.335776396,0
671,263,28,28-b,28,pun,1,allowed,wanted,0.328884943,-0.635801964,0
0,264,29,29-b, 29,pun,1,pale,pale ,1,-1,0
700,264,29,29-b,29,pun,1,pale,carry,-0.217803528,0.829926254,0
702,264,29,29-b,29,pun,1,pale,feeling,-0.256058431,-0.685825422,0
707,264,29,29-b,29,pun,1,pale,start,-0.750168933,-0.712694931,0
708,264,29,29-b,29,pun,1,pale,those,-0.83061309,-0.716689837,0
0,265,30,30-b, 30,pun,1,manner,manner ,1,-1,0
715,265,30,30-b,30,pun,1,manner,home,-0.345664258,1.322936486,0
718,265,30,30-b,30,pun,1,manner,man's,-0.295230845,-0.272675645,0
722,265,30,30-b,30,pun,1,manner,speaking,0.646434966,-0.458717251,0
0,266,31,31-b, 31,pun,1,cash,cash ,1,-1,0
759,266,31,31-b,31,pun,1,cash,computer,-0.123120412,1.505761556,0
762,266,31,31-b,31,pun,1,cash,ended,-0.454443007,-0.603802302,0
763,266,31,31-b,31,pun,1,cash,online,-0.181050587,1.029892406,0
765,266,31,31-b,31,pun,1,cash,poker,1.316488685,-0.2132602,0
768,266,31,31-b,31,pun,1,cash,suddenly,-0.56330868,-0.675640845,0
770,266,31,31-b,31,pun,1,cash,tournament,0.755545695,-0.729033819,0
0,267,32,32-b, 32,pun,1,rain,rain ,1,-1,0
780,267,32,32-b,32,pun,1,rain,long,-0.350116242,0.642961873,0
782,267,32,32-b,32,pun,1,rain,place,-0.136697917,-0.024887767,0
783,267,32,32-b,32,pun,1,rain,queen,-0.702310804,1.752883517,0
785,267,32,32-b,32,pun,1,rain,wet,2.093230813,-0.759895853,0
0,268,33,33-b, 33,pun,1,time,time ,1,-1,0
818,268,33,33-b,33,pun,1,time,gardeners,-0.444254531,1.344828955,0
819,268,33,33-b,33,pun,1,time,get,-0.3333092,-0.459086859,0
820,268,33,33-b,33,pun,1,time,herb,-0.532604413,1.966137607,0
826,268,33,33-b,33,pun,1,time,work,0.870582592,-0.633998157,0
0,269,34,34-b, 34,pun,1,poor,poor ,1,-1,0
831,269,34,34-b,34,pun,1,poor,excuse,0.546949903,-0.797260382,0
835,269,34,34-b,34,pun,1,poor,say,-0.598910423,-0.721007352,0
835,269,34,34-b,34,pun,1,poor,say,-0.598910423,-0.721007352,0
836,269,34,34-b,34,pun,1,poor,skin,-0.24986229,1.711512432,0
0,270,35,35-b, 35,pun,1,guilt,guilt ,1,-1,0
873,270,35,35-b,35,pun,1,guilt,gold,-0.391441182,0.294488666,0
876,270,35,35-b,35,pun,1,guilt,like,-0.621661154,-0.379747841,0
877,270,35,35-b,35,pun,1,guilt,paint,-0.781460533,-0.023620318,0
878,270,35,35-b,35,pun,1,guilt,people,0.305665447,-0.302710537,0
0,271,36,36-b, 36,pun,1,err,err ,1,-1,0
0,272,37,37-b, 37,pun,1,sun,sun ,1,-1,0
914,272,37,37-b,37,pun,1,sun,got,-0.646079413,-0.750504706,0
916,272,37,37-b,37,pun,1,sun,only,-0.665076312,0.055293382,0
918,272,37,37-b,37,pun,1,sun,rest,-0.515133451,-0.494602382,0
0,273,38,38-b, 38,pun,1,seas,seas ,1,-1,0
940,273,38,38-b,38,pun,1,seas,high,1.15987515,-0.577071422,0
941,273,38,38-b,38,pun,1,seas,hit,-0.617809813,-0.752815211,0
942,273,38,38-b,38,pun,1,seas,make,-0.650018431,-0.583384169,0
944,273,38,38-b,38,pun,1,seas,novice,-0.59044442,-0.620696349,0
945,273,38,38-b,38,pun,1,seas,pirates,1.633184002,-0.750032,0
948,273,38,38-b,38,pun,1,seas,singers,-0.721792247,-0.351746838,0
950,273,38,38-b,38,pun,1,seas,terrible,0.208366564,-0.480278263,0
0,274,39,39-b, 39,pun,1,what,what ,1,-1,0
969,274,39,39-b,39,pun,1,what,electrician,-0.565610687,1.599986887,0
970,274,39,39-b,39,pun,1,what,knows,0.249689963,-0.750032,0
975,274,39,39-b,39,pun,1,what,spark,-0.667509975,0.669217971,0
980,274,39,39-b,39,pun,1,what,what's,1.727922581,-0.750032,0
0,275,40,40-b, 40,pun,1,raiser,raiser ,1,-1,0
985,275,40,40-b,40,pun,1,raiser,fund,0.810271506,-0.729274222,0
988,275,40,40-b,40,pun,1,raiser,mayor,-0.482292327,-0.795271193,0
991,275,40,40-b,40,pun,1,raiser,slash,-0.899042296,1.301105911,0
992,275,40,40-b,40,pun,1,raiser,turned,-0.628219204,-0.706402674,0
994,275,40,40-b,40,pun,1,raiser,wanted,-0.503213354,-0.461981485,0
0,276,41,41-b, 41,pun,1,not,not ,1,-1,0
1019,276,41,41-b,41,pun,1,not,know,-0.418404378,-0.671753276,0
1021,276,41,41-b,41,pun,1,not,ropes,-0.748587042,1.821020782,0
1022,276,41,41-b,41,pun,1,not,tie,-0.658961115,1.837738897,0
0,277,42,42-b, 42,pun,1,would,would ,1,-1,0
1031,277,42,42-b,42,pun,1,would,ask,0.281509494,-0.74058236,0
1038,277,42,42-b,42,pun,1,would,trees,-0.589968992,2.166448306,0
0,278,43,43-b, 43,pun,1,grater,grater ,1,-1,0
1052,278,43,43-b,43,pun,1,grater,cheddar,1.420513106,-0.1587744,0
1053,278,43,43-b,43,pun,1,grater,cheese,1.660631265,0.057620908,0
1054,278,43,43-b,43,pun,1,grater,colby,0.304746483,-0.446397203,0
1056,278,43,43-b,43,pun,1,grater,jack,-0.583510489,-0.518138013,0
1057,278,43,43-b,43,pun,1,grater,jr,-0.812516837,-0.465027397,0
1058,278,43,43-b,43,pun,1,grater,person,-0.75143754,0.508207023,0
1059,278,43,43-b,43,pun,1,grater,school,-0.887355743,1.38403971,0
0,279,44,44-b, 44,pun,1,i,i ,1,-1,0
1072,279,44,44-b,44,pun,1,i,see,-0.407484277,1.716412583,0
0,280,45,45-b, 45,pun,1,sell,sell ,1,-1,0
1086,280,45,45-b,45,pun,1,sell,keep,0.284274609,-0.167399992,0
1087,280,45,45-b,45,pun,1,sell,know,-0.406087292,-0.600469468,0
1090,280,45,45-b,45,pun,1,sell,program,0.163641109,-0.188208976,0
1091,280,45,45-b,45,pun,1,sell,whether,-0.557729007,-0.70958237,0
0,281,46,46-b, 46,pun,1,cent,cent ,1,-1,0
1096,281,46,46-b,46,pun,1,cent,get,-0.590832723,-0.77925162,0
1099,281,46,46-b,46,pun,1,cent,rid,-0.686738689,-0.244247527,0
1100,281,46,46-b,46,pun,1,cent,smell,-0.846756795,2.062695781,0
0,282,47,47-b, 47,pun,1,coarse,coarse ,1,-1,0
1115,282,47,47-b,47,pun,1,coarse,just,-0.606275298,-0.51112576,0
1116,282,47,47-b,47,pun,1,coarse,liking,-0.687722396,-0.480204271,0
1117,282,47,47-b,47,pun,1,coarse,rough,1.849272922,0.101915678,0
1119,282,47,47-b,47,pun,1,coarse,stick,-0.381049564,-0.582361944,0
1121,282,47,47-b,47,pun,1,coarse,tried,-0.722080095,-0.151422091,0
0,283,48,48-b, 48,pun,1,dear,dear ,1,-1,0
1136,283,48,48-b,48,pun,1,dear,very,-0.202505068,-0.82008547,0
0,284,49,49-b, 49,pun,1,be,be ,1,-1,0
1144,284,49,49-b,49,pun,1,be,long,-0.371411379,-0.676077564,0
1149,284,49,49-b,49,pun,1,be,want,-0.212850968,-0.543120328,0
0,285,50,50-b, 50,pun,1,break,break ,1,-1,0
1172,285,50,50-b,50,pun,1,break,fast,0.481797687,0.659288052,0
1174,285,50,50-b,50,pun,1,break,not,-0.585134454,-0.701227256,0
1176,285,50,50-b,50,pun,1,break,really,-0.433639757,-0.653005421,0
1177,285,50,50-b,50,pun,1,break,run,0.360466076,-0.036327434,0
0,286,51,51-b, 51,pun,1,flower,flower ,1,-1,0
1197,286,51,51-b,51,pun,1,flower,chef,-0.748757797,1.383582874,0
1198,286,51,51-b,51,pun,1,flower,day,0.027390137,-0.652054579,0
1200,286,51,51-b,51,pun,1,flower,girlfriend,0.549974398,-0.785812624,0
1203,286,51,51-b,51,pun,1,flower,pastry,-0.338104018,1.813321928,0
1207,286,51,51-b,51,pun,1,flower,valentine's,1.36529413,-0.564782772,0
0,287,52,52-b, 52,pun,1,fair,fair ,1,-1,0
1211,287,52,52-b,52,pun,1,fair,insisted,-0.061648,-0.667750995,0
1215,287,52,52-b,52,pun,1,fair,toll,0.367733434,1.556833585,0
1216,287,52,52-b,52,pun,1,fair,wasn't,-0.035485422,-0.640278029,0
0,288,53,53-b, 53,pun,1,heal,heal ,1,-1,0
1227,288,53,53-b,53,pun,1,heal,injured,1.472511115,0.057277285,0
1228,288,53,53-b,53,pun,1,heal,just,-0.688196532,-0.824635495,0
0,289,54,54-b, 54,pun,1,him,him ,1,-1,0
1247,289,54,54-b,54,pun,1,him,priest,0.835605283,1.136078096,0
1250,289,54,54-b,54,pun,1,him,song,-0.550481657,1.83254005,0
1251,289,54,54-b,54,pun,1,him,wrote,-0.268573499,0.463668465,0
0,290,55,55-b, 55,pun,1,knows,knows ,1,-1,0
1267,290,55,55-b,55,pun,1,knows,mother,0.096348478,0.002822517,0
0,291,56,56-b, 56,pun,1,in,in ,1,-1,0
1281,291,56,56-b,56,pun,1,in,made,-0.071033816,-0.564564491,0
1283,291,56,56-b,56,pun,1,in,sleep,-0.208159509,1.426429404,0
1284,291,56,56-b,56,pun,1,in,stayed,0.302022196,0.708630598,0
1285,291,56,56-b,56,pun,1,in,sure,-0.314133727,-0.796065211,0
0,292,57,57-b, 57,pun,1,idle,idle ,1,-1,0
1299,292,57,57-b,57,pun,1,idle,looking,-0.067710448,-0.237904966,0
1301,292,57,57-b,57,pun,1,idle,realized,-0.71578071,-0.382846755,0
1303,292,57,57-b,57,pun,1,idle,spent,-0.533821451,-0.810311842,0
1305,292,57,57-b,57,pun,1,idle,time,0.693466411,-0.582583342,0
1306,292,57,57-b,57,pun,1,idle,want,-0.65285615,0.125242085,0
0,293,58,58-b, 58,pun,1,made,made ,1,-1,0
1322,293,58,58-b,58,pun,1,made,up,0.028415389,-0.636687235,0
1323,293,58,58-b,58,pun,1,made,want,-0.390418074,-0.346160818,0
0,294,59,59-b, 59,pun,1,none,none ,1,-1,0
1330,294,59,59-b,59,pun,1,none,church,-0.661351908,1.511023217,0
1333,294,59,59-b,59,pun,1,none,new,-0.636518895,-0.512519397,0
1334,294,59,59-b,59,pun,1,none,opened,-0.694379985,-0.725367293,0
0,295,60,60-b, 60,pun,1,morning,morning ,1,-1,0
1352,295,60,60-b,60,pun,1,morning,up,0.98398147,-0.130271793,0
1353,295,60,60-b,60,pun,1,morning,woke,1.54108883,-0.343863179,0
0,296,61,61-b, 61,pun,1,meet,meet ,1,-1,0
1373,296,61,61-b,61,pun,1,meet,glad,0.214778506,-0.624577141,0
1378,296,61,61-b,61,pun,1,meet,very,-0.635296521,-0.750802155,0
0,297,62,62-b, 62,pun,1,real,real ,1,-1,0
1380,297,62,62-b,62,pun,1,real,caught,-0.65036339,0.309116965,0
1384,297,62,62-b,62,pun,1,real,fisherman,-0.26450889,1.367889734,0
1389,297,62,62-b,62,pun,1,real,think,-0.281010289,-0.575037021,0
0,298,63,63-b, 63,pun,1,pair,pair ,1,-1,0
1406,298,63,63-b,63,pun,1,pair,enough,-0.415330884,-0.742273829,0
1407,298,63,63-b,63,pun,1,pair,farmer,-0.57056734,0.818799098,0
1408,298,63,63-b,63,pun,1,pair,fruit,-0.064065931,1.888157498,0
1409,298,63,63-b,63,pun,1,pair,grow,-0.085698222,0.684217304,0
0,299,64,64-b, 64,pun,1,prey,prey ,1,-1,0
1430,299,64,64-b,64,pun,1,prey,birds,0.980555011,-0.31666961,0
1436,299,64,64-b,64,pun,1,prey,parish,-0.329569116,1.555833381,0
0,300,65,65-b, 65,pun,1,route,route ,1,-1,0
1450,300,65,65-b,65,pun,1,route,different,0.072262058,-0.628259539,0
1451,300,65,65-b,65,pun,1,route,farm,-0.324646459,0.785424192,0
1454,300,65,65-b,65,pun,1,route,make,-0.136643945,-0.640564017,0
1455,300,65,65-b,65,pun,1,route,take,0.425023793,-0.599633919,0
1456,300,65,65-b,65,pun,1,route,tree,-0.493103037,1.261934181,0
1459,300,65,65-b,65,pun,1,route,want,-0.533964192,-0.821371667,0
1460,300,65,65-b,65,pun,1,route,way,1.57234326,-0.54305294,0
0,301,66,1-b, 1,depunned,1,profit,profit ,1,-1,0
12,301,66,1-b,1,depunned,1,profit,non,0.76452703,-0.650018431,0
13,301,66,1-b,1,depunned,1,profit,organization,1.344302809,0.123608176,0
0,302,67,2-b, 2,depunned,1,pie,pie ,1,-1,0
47,302,67,2-b,2,depunned,1,pie,large,0.203214357,-0.196874277,0
54,302,67,2-b,2,depunned,1,pie,waistline,0.520186144,-0.7108886,0
0,303,68,3-b, 3,depunned,1,need,need ,1,-1,0
74,303,68,3-b,3,depunned,1,need,cake,-0.555317628,0.12823403,0
79,303,68,3-b,3,depunned,1,need,know,-0.08894483,-0.664626706,0
82,303,68,3-b,3,depunned,1,need,mothers,0.424642178,-0.548335746,0
84,303,68,3-b,3,depunned,1,need,recipes,-0.181518542,1.004924966,0
86,303,68,3-b,3,depunned,1,need,trade,0.499910519,-0.58008783,0
