uniquePairID,uniqueID,sentenceID,homophoneID,phoneticID,sentenceType,isOrig,homophone,word,hom1relatedness,hom2relatedness,normal,dummy
833,204,204,34-b,34,nonpun,0,poor,food,-0.127033648,-0.602746226,0,1
868,205,205,35-b,35,nonpun,0,guilt,accused,1.251821833,-0.205660218,0,1
871,205,205,35-b,35,nonpun,0,guilt,decides,-0.117941764,-0.748498052,0,1
874,205,205,35-b,35,nonpun,0,guilt,innocence,0.683609262,-0.227023413,0,1
875,205,205,35-b,35,nonpun,0,guilt,jury,1.256818579,-0.560675645,0,1
879,205,205,35-b,35,nonpun,0,guilt,person,0.46715014,-0.520269088,0,1
881,206,206,36-b,36,nonpun,0,err,being,-0.600162024,-0.496509971,0,1
882,206,206,36-b,36,nonpun,0,err,better,-0.588063778,-0.486176467,0,1
887,206,206,36-b,36,nonpun,0,err,safe,-0.174398323,-0.368815251,0,1
888,206,206,36-b,36,nonpun,0,err,side,-0.375675418,-0.506233458,0,1
913,207,207,37-b,37,nonpun,0,sun,evening,0.857747221,-0.570579325,0,1
915,207,207,37-b,37,nonpun,0,sun,morning,1.438934245,-0.678068098,0,1
919,207,207,37-b,37,nonpun,0,sun,rises,1.575861286,-0.614927634,0,1
920,207,207,37-b,37,nonpun,0,sun,sets,1.090345779,-0.735985557,0,1
940,208,208,38-b,38,nonpun,0,seas,high,1.15987515,-0.577071422,0,1
943,208,208,38-b,38,nonpun,0,seas,mid-atlantic,1.1959212,-0.677186934,0,1
946,208,208,38-b,38,nonpun,0,seas,ship,1.612179029,-0.644056695,0,1
976,209,209,39-b,39,nonpun,0,what,students,-0.499064815,-0.63958554,0,1
977,209,209,39-b,39,nonpun,0,what,teacher,-0.459484636,-0.654493271,0,1
978,209,209,39-b,39,nonpun,0,what,told,-0.184861844,-0.69704956,0,1
984,210,210,40-b,40,nonpun,0,raiser,church,-0.207024675,-0.727307596,0,1
985,210,210,40-b,40,nonpun,0,raiser,fund,0.810271506,-0.729274222,0,1
986,210,210,40-b,40,nonpun,0,raiser,girl,-0.820700699,-0.009458297,0,1
987,210,210,40-b,40,nonpun,0,raiser,local,-0.369067514,-0.730890722,0,1
989,210,210,40-b,40,nonpun,0,raiser,organized,-0.335369813,-0.552618566,0,1
1020,211,211,41-b,41,nonpun,0,not,let's,-0.326499837,-0.622480047,0,1
1032,212,212,42-b,42,nonpun,0,would,father,-0.621234826,-0.655994366,0,1
1034,212,212,42-b,42,nonpun,0,would,go,-0.397667605,-0.750032,0,1
1035,212,212,42-b,42,nonpun,0,would,let,0.262509042,-0.788660111,0,1
1036,212,212,42-b,42,nonpun,0,would,not,0.238664661,-0.688280885,0,1
1037,212,212,42-b,42,nonpun,0,would,party,-0.398684175,-0.782956386,0,1
1053,213,213,43-b,43,nonpun,0,grater,cheese,1.660631265,0.057620908,0,1
1053,213,213,43-b,43,nonpun,0,grater,cheese,1.660631265,0.057620908,0,1
1061,213,213,43-b,43,nonpun,0,grater,slices,0.646909343,-0.0989754,0,1
1068,214,214,44-b,44,nonpun,0,i,answer,-0.358631117,-0.640114938,0,1
1070,214,214,44-b,44,nonpun,0,i,know,0.147645951,-0.529571089,0,1
1084,215,215,45-b,45,nonpun,0,sell,car,0.842116061,-0.23232917,0,1
1085,215,215,45-b,45,nonpun,0,sell,good,0.367727749,-0.659243592,0,1
1089,215,215,45-b,45,nonpun,0,sell,price,1.641732003,-0.311436775,0,1
1093,216,216,46-b,46,nonpun,0,cent,borrow,0.745670533,-0.781460533,0,1
1095,216,216,46-b,46,nonpun,0,cent,even,-0.395060466,-0.6249038,0,1
1097,216,216,46-b,46,nonpun,0,cent,let,-0.714122825,-0.873396753,0,1
1098,216,216,46-b,46,nonpun,0,cent,not,-0.679842989,-0.781460533,0,1
1101,216,216,46-b,46,nonpun,0,cent,stingy,0.546384374,-0.448248014,0,1
1114,217,217,47-b,47,nonpun,0,coarse,hair,0.742759056,-0.014136551,0,1
1122,217,217,47-b,47,nonpun,0,coarse,very,-0.019471902,-0.577954079,0,1
1134,218,218,48-b,48,nonpun,0,dear,friend,1.12621052,-0.70352613,0,1
1145,219,219,49-b,49,nonpun,0,be,okay,-0.493988311,-0.831107629,0,1
1150,219,219,49-b,49,nonpun,0,be,worry,-0.564835602,-0.698656591,0,1
1173,220,220,50-b,50,nonpun,0,break,leg,1.168073764,-0.131012643,0,1
1175,220,220,50-b,50,nonpun,0,break,performance,0.132261404,0.669919049,0,1
1194,221,221,51-b,51,nonpun,0,flower,among,-0.720665464,-0.765176251,0,1
1201,221,221,51-b,51,nonpun,0,flower,growing,1.522493993,-0.36378025,0,1
1204,221,221,51-b,51,nonpun,0,flower,picked,1.016651518,-0.630724541,0,1
1205,221,221,51-b,51,nonpun,0,flower,pretty,1.338286727,-0.455797233,0,1
1208,221,221,51-b,51,nonpun,0,flower,weeds,1.318642479,-0.725417027,0,1
1210,222,222,52-b,52,nonpun,0,fair,game,1.041816066,-0.456911341,0,1
1212,222,222,52-b,52,nonpun,0,fair,not,0.275923826,-0.777055256,0,1
1214,222,222,52-b,52,nonpun,0,fair,rules,0.888002604,-0.234574065,0,1
1228,223,223,53-b,53,nonpun,0,heal,just,-0.688196532,-0.824635495,0,1
1229,223,223,53-b,53,nonpun,0,heal,takes,-0.520729992,-0.49698937,0,1
1230,223,223,53-b,53,nonpun,0,heal,time,0.55593966,-0.916925526,0,1
1232,223,223,53-b,53,nonpun,0,heal,wounds,1.7097202,-0.108540447,0,1
1241,224,224,54-b,54,nonpun,0,him,back,-0.518706364,-0.834836548,0,1
1243,224,224,54-b,54,nonpun,0,him,john,0.292140711,-0.080644958,0,1
1244,224,224,54-b,54,nonpun,0,him,like,-0.30463761,-0.530389328,0,1
1245,224,224,54-b,54,nonpun,0,him,likes,-0.533676365,-0.486112886,0,1
1249,224,224,54-b,54,nonpun,0,him,sarah,-0.798072639,-0.518073919,0,1
1263,225,225,55-b,55,nonpun,0,knows,almost,-0.154943152,-0.561740608,0,1
1266,225,225,55-b,55,nonpun,0,knows,dictionary,0.656967,-0.740929655,0,1
1269,225,225,55-b,55,nonpun,0,knows,word,0.100501487,0.034196064,0,1
1277,226,226,56-b,56,nonpun,0,in,close,0.495009183,-0.454483084,0,1
1278,226,226,56-b,56,nonpun,0,in,come,0.485694349,-0.436298857,0,1
1279,226,226,56-b,56,nonpun,0,in,door,1.037311785,0.200615259,0,1
1282,226,226,56-b,56,nonpun,0,in,room,0.063650469,1.636828851,0,1
1296,227,227,57-b,57,nonpun,0,idle,doing,0.018690301,-0.599341465,0,1
1298,227,227,57-b,57,nonpun,0,idle,just,0.004347172,-0.671030844,0,1
1302,227,227,57-b,57,nonpun,0,idle,sitting,1.194082122,-0.122448486,0,1
1319,228,228,58-b,58,nonpun,0,made,cake,0.827388061,-0.525779941,0,1
1332,229,229,59-b,59,nonpun,0,none,made,-0.497056052,-0.784191115,0,1
1336,229,229,59-b,59,nonpun,0,none,sense,-0.061491739,-0.528392422,0,1
1350,230,230,60-b,60,nonpun,0,morning,shining,0.859793109,-0.413828594,0,1
1351,230,230,60-b,60,nonpun,0,morning,sun,1.698846284,-0.497003111,0,1
1352,230,230,60-b,60,nonpun,0,morning,up,0.98398147,-0.130271793,0,1
1353,230,230,60-b,60,nonpun,0,morning,woke,1.54108883,-0.343863179,0,1
1370,231,231,61-b,61,nonpun,0,meet,able,0.238797127,-0.621082221,0,1
1372,231,231,61-b,61,nonpun,0,meet,finally,0.142099156,-0.682571345,0,1
1375,231,231,61-b,61,nonpun,0,meet,pals,0.552091521,-0.82652512,0,1
1376,231,231,61-b,61,nonpun,0,meet,pen,-0.654525921,-0.694785813,0,1
1381,232,232,62-b,62,nonpun,0,real,counterfeit,0.957410112,-0.541107635,0,1
1382,232,232,62-b,62,nonpun,0,real,diamond,0.728779693,-0.775422228,0,1
1385,232,232,62-b,62,nonpun,0,real,good,-0.159518835,-0.56642981,0,1
1386,232,232,62-b,62,nonpun,0,real,just,0.295080021,-0.737646499,0,1
1388,232,232,62-b,62,nonpun,0,real,not,-0.260656712,-0.524606471,0,1
1390,232,232,62-b,62,nonpun,0,real,very,0.162943031,-0.77051102,0,1
1410,233,233,63-b,63,nonpun,0,pair,matching,1.931825623,-0.632767131,0,1
1411,233,233,63-b,63,nonpun,0,pair,socks,1.542811322,-0.628094303,0,1
1433,234,234,64-b,64,nonpun,0,prey,eagle's,1.069484634,0.000212148,0,1
1434,234,234,64-b,64,nonpun,0,prey,easily,0.06409278,-0.510718826,0,1
1435,234,234,64-b,64,nonpun,0,prey,mouse,1.243436964,-0.349015178,0,1
1452,235,235,65-b,65,nonpun,0,route,faster,0.5684251,-0.626807084,0,1
1453,235,235,65-b,65,nonpun,0,route,home,0.363142717,-0.032831021,0,1
1455,235,235,65-b,65,nonpun,0,route,take,0.425023793,-0.599633919,0,1
1460,235,235,65-b,65,nonpun,0,route,way,1.57234326,-0.54305294,0,1
1,236,1,1-b,1,pun,1,profit,atheism,-0.293007439,0.043975327,0,1
12,236,1,1-b,1,pun,1,profit,non,0.76452703,-0.650018431,0,1
13,236,1,1-b,1,pun,1,profit,organization,1.344302809,0.123608176,0,1
43,237,2,2-b,2,pun,1,pie,circumference,1.192320265,1.110707202,0,1
46,237,2,2-b,2,pun,1,pie,get,-0.213873793,-0.532050103,0,1
47,237,2,2-b,2,pun,1,pie,large,0.203214357,-0.196874277,0,1
71,238,3,3-b,3,pun,1,need,bakers,-0.430311199,1.643374608,0,1
72,238,3,3-b,3,pun,1,need,basis,0.363879125,-0.724020559,0,1
73,238,3,3-b,3,pun,1,need,bread,-0.10745158,1.618475041,0,1
79,238,3,3-b,3,pun,1,need,know,-0.08894483,-0.664626706,0,1
84,238,3,3-b,3,pun,1,need,recipes,-0.181518542,1.004924966,0,1
86,238,3,3-b,3,pun,1,need,trade,0.499910519,-0.58008783,0,1
102,239,4,4-b,4,pun,1,or,choose,1.166963655,-0.51196844,0,1
105,239,4,4-b,4,pun,1,or,either,1.802274457,-0.745201312,0,1
107,239,4,4-b,4,pun,1,or,indecisive,0.924511546,-0.736316505,0,1
108,239,4,4-b,4,pun,1,or,not,0.061294261,-0.73898887,0,1
111,239,4,4-b,4,pun,1,or,rower,-0.722767904,1.833928909,0,1
114,240,5,5-b,5,pun,1,tears,cake,-0.733195769,0.847840122,0,1
116,240,5,5-b,5,pun,1,tears,emotional,1.613409237,-0.093719285,0,1
117,240,5,5-b,5,pun,1,tears,even,-0.643260403,-0.21256834,0,1
125,240,5,5-b,5,pun,1,tears,wedding,1.167013135,0.363679868,0,1
140,241,6,6-b,6,pun,1,pole,conduct,-0.131050615,0.79637133,0,1
142,241,6,6-b,6,pun,1,pole,country,-0.441639232,-0.020817463,0,1
143,241,6,6-b,6,pun,1,pole,decided,-0.438823318,0.888379398,0,1
144,241,6,6-b,6,pun,1,pole,flag,1.600043247,0.519522756,0,1
146,241,6,6-b,6,pun,1,pole,new,-0.573021617,-0.30941208,0,1
166,242,7,7-b,7,pun,1,board,chairman,1.891566794,-0.257766851,0,1
169,242,7,7-b,7,pun,1,board,executive,1.514850716,-0.232066116,0,1
173,242,7,7-b,7,pun,1,board,meetings,0.957355228,0.256531919,0,1
191,243,8,8-b,8,pun,1,grease,donuts,0.661854871,-0.497489011,0,1
193,243,8,8-b,8,pun,1,grease,know,-0.669045928,-0.577456692,0,1
194,243,8,8-b,8,pun,1,grease,made,-0.586369571,-0.564552226,0,1
207,244,9,9-b,9,pun,1,sign,above,-0.011263401,-0.539975973,0,1
213,244,9,9-b,9,pun,1,sign,hoping,-0.145123348,-0.763760078,0,1
215,244,9,9-b,9,pun,1,sign,prayed,0.347605059,-0.781460533,0,1
218,244,9,9-b,9,pun,1,sign,tests,-0.19480109,-0.122511114,0,1
219,244,9,9-b,9,pun,1,sign,trigonometry,0.636264574,1.282836716,0,1
247,245,10,10-b,10,pun,1,principle,disliked,0.099790292,-0.136515567,0,1
249,245,10,10-b,10,pun,1,principle,john,-0.438655141,-0.059251367,0,1
250,245,10,10-b,10,pun,1,principle,just,1.030609819,0.366797927,0,1
253,245,10,10-b,10,pun,1,principle,not,-0.574541502,-0.750032,0,1
255,245,10,10-b,10,pun,1,principle,school,1.0686167,1.99747003,0,1
276,246,11,11-b,11,pun,1,seedy,music,-0.31297692,1.794118677,0,1
278,246,11,11-b,11,pun,1,seedy,part,-0.118107336,-0.422293117,0,1
280,246,11,11-b,11,pun,1,seedy,stores,-0.392169307,0.803521617,0,1
281,246,11,11-b,11,pun,1,seedy,town,-0.143891918,-0.67697029,0,1
284,247,12,12-b,12,pun,1,hair,got,-0.523207923,-0.805884849,0,1
287,247,12,12-b,12,pun,1,hair,mad,-0.399004337,-0.399919617,0,1
288,247,12,12-b,12,pun,1,hair,magician,-0.520019328,1.267423786,0,1
289,247,12,12-b,12,pun,1,hair,out,-0.341957696,-0.832510067,0,1
292,247,12,12-b,12,pun,1,hair,pulled,0.793711827,-0.746881884,0,1
317,248,13,13-b,13,pun,1,naughty,admonished,0.304300529,-0.648839231,0,1
318,248,13,13-b,13,pun,1,naughty,apparently,-0.483787797,-0.750032,0,1
322,248,13,13-b,13,pun,1,naughty,father,-0.415566217,-0.795986539,0,1
324,248,13,13-b,13,pun,1,naughty,pine,-0.793461446,-0.160851791,0,1
325,248,13,13-b,13,pun,1,naughty,sapling,-0.624846796,0.091068985,0,1
326,248,13,13-b,13,pun,1,naughty,young,0.14893242,-0.639578699,0,1
331,249,14,14-b,14,pun,1,taught,learn,1.71226036,-0.576975932,0,1
334,249,14,14-b,14,pun,1,taught,rope,-0.121058026,0.868287367,0,1
337,249,14,14-b,14,pun,1,taught,tricks,0.383502192,-0.474706301,0,1
349,250,15,15-b,15,pun,1,marks,class,0.545062066,0.578105668,0,1
350,250,15,15-b,15,pun,1,marks,communism,-0.606476564,1.31724495,0,1
351,250,15,15-b,15,pun,1,marks,dropped,-0.166436781,-0.781460533,0,1
356,250,15,15-b,15,pun,1,marks,lousy,-0.02914144,-0.700099018,0,1
358,250,15,15-b,15,pun,1,marks,out,-0.468658789,-0.706776015,0,1
385,251,16,16-b,16,pun,1,high,boy,-0.437116177,-0.417689106,0,1
387,251,16,16-b,16,pun,1,high,instinctively,-0.38716255,-0.349854622,0,1
388,251,16,16-b,16,pun,1,high,natural,-0.157847829,-0.689691795,0,1
389,251,16,16-b,16,pun,1,high,people,-0.059803808,0.071003092,0,1
396,251,16,16-b,16,pun,1,high,waves,0.804602748,-0.20390641,0,1
398,252,17,17-b,17,pun,1,days,end,-0.001792814,-0.781159905,0,1
399,252,17,17-b,17,pun,1,days,having,-0.402625515,-0.930877055,0,1
401,252,17,17-b,17,pun,1,days,longs,-0.17518217,-0.340935657,0,1
403,252,17,17-b,17,pun,1,days,school,0.829777152,-0.178407141,0,1
405,252,17,17-b,17,pun,1,days,teacher,-0.010627663,-0.653580937,0,1
406,252,17,17-b,17,pun,1,days,time,1.575538749,-0.436061797,0,1
407,252,17,17-b,17,pun,1,days,tough,0.093878323,-0.333186385,0,1
421,253,18,18-b,18,pun,1,pros,authors,0.040325601,0.915941599,0,1
423,253,18,18-b,18,pun,1,pros,cons,1.562762916,-0.587049833,0,1
425,253,18,18-b,18,pun,1,pros,jail,-0.674232177,-0.696797307,0,1
444,254,19,19-b,19,pun,1,plain,eat,-0.226245133,-0.144761088,0,1
445,254,19,19-b,19,pun,1,plain,expect,-0.672960552,-0.382682084,0,1
446,254,19,19-b,19,pun,1,plain,fancy,0.324450008,-0.202904824,0,1
448,254,19,19-b,19,pun,1,plain,flying,-0.512024581,1.816222237,0,1
449,254,19,19-b,19,pun,1,plain,food,0.23343159,0.151330212,0,1
451,254,19,19-b,19,pun,1,plain,not,-0.288942001,-0.749886832,0,1
479,255,20,20-b,20,pun,1,damn,beaver,0.156040259,1.758858353,0,1
480,255,20,20-b,20,pun,1,damn,best,-0.310985493,-0.739470846,0,1
482,255,20,20-b,20,pun,1,damn,ever,-0.570525947,-0.714138324,0,1
486,255,20,20-b,20,pun,1,damn,movie,-0.585364406,-0.735985557,0,1
486,255,20,20-b,20,pun,1,damn,movie,-0.585364406,-0.735985557,0,1
487,255,20,20-b,20,pun,1,damn,night,-0.514829836,-0.520710889,0,1
489,255,20,20-b,20,pun,1,damn,saw,-0.763361954,-0.307453941,0,1
491,255,20,20-b,20,pun,1,damn,seen,-0.680358393,-0.690693545,0,1
502,256,21,21-b,21,pun,1,hurts,computer,-0.50140918,1.118191817,0,1
508,256,21,21-b,21,pun,1,hurts,slow,-0.470437756,-0.302989984,0,1
523,257,22,22-b,22,pun,1,roll,actors,-0.305783932,1.601986906,0,1
527,257,22,22-b,22,pun,1,roll,great,-0.515024286,-0.283150414,0,1
530,257,22,22-b,22,pun,1,roll,movie,0.594719169,1.532476003,0,1
537,258,23,23-b,23,pun,1,caller,id,1.368685278,0.40944158,0,1
538,258,23,23-b,23,pun,1,caller,man,0.085463008,0.233988351,0,1
539,258,23,23-b,23,pun,1,caller,name,0.722813874,-0.106902364,0,1
540,258,23,23-b,23,pun,1,caller,neck,-0.492296779,1.638391002,0,1
543,258,23,23-b,23,pun,1,caller,put,-0.719297165,-0.622695174,0,1
545,258,23,23-b,23,pun,1,caller,shirt,-0.621766767,1.569426463,0,1
577,259,24,24-b,24,pun,1,steel,muscles,-0.143208756,-0.453849102,0,1
580,259,24,24-b,24,pun,1,steel,thieves,-0.301460132,2.083308461,0,1
583,260,25,25-b,25,pun,1,die,actress,-0.37253657,-0.191653442,0,1
585,260,25,25-b,25,pun,1,die,gray,0.011905704,0.733598121,0,1
586,260,25,25-b,25,pun,1,die,hair,-0.704851099,1.523473926,0,1
591,260,25,25-b,25,pun,1,die,saw,-0.302942596,-0.701321696,0,1
593,260,25,25-b,25,pun,1,die,strands,-0.437879686,0.594733015,0,1
594,260,25,25-b,25,pun,1,die,thought,-0.598395341,-0.82578583,0,1
620,261,26,26-b,26,pun,1,waste,belt,-0.347338501,1.597962543,0,1
621,261,26,26-b,26,pun,1,waste,cardboard,0.720292439,-0.76867622,0,1
625,261,26,26-b,26,pun,1,waste,paper,0.715106249,-0.586922992,0,1
629,262,27,27-b,27,pun,1,feat,able,0.192267427,-0.318576775,0,1
630,262,27,27-b,27,pun,1,feat,being,-0.32027531,-0.606391309,0,1
632,262,27,27-b,27,pun,1,feat,fit,-0.561509507,-0.037323991,0,1
633,262,27,27-b,27,pun,1,feat,fourteen,-0.690051472,0.377560615,0,1
638,262,27,27-b,27,pun,1,feat,quite,-0.190079146,-0.593675754,0,1
640,262,27,27-b,27,pun,1,feat,shoes,-0.582987908,1.661397429,0,1
641,262,27,27-b,27,pun,1,feat,size,-0.45251572,0.721870727,0,1
663,263,28,28-b,28,pun,1,allowed,mime,-0.701130918,-0.332451663,0,1
664,263,28,28-b,28,pun,1,allowed,not,-0.329427842,-0.538579436,0,1
667,263,28,28-b,28,pun,1,allowed,say,-0.033663658,1.335776396,0,1
671,263,28,28-b,28,pun,1,allowed,wanted,0.328884943,-0.635801964,0,1
698,264,29,29-b,29,pun,1,pale,buckets,-0.029501143,1.416678201,0,1
700,264,29,29-b,29,pun,1,pale,carry,-0.217803528,0.829926254,0,1
702,264,29,29-b,29,pun,1,pale,feeling,-0.256058431,-0.685825422,0,1
707,264,29,29-b,29,pun,1,pale,start,-0.750168933,-0.712694931,0,1
708,264,29,29-b,29,pun,1,pale,those,-0.83061309,-0.716689837,0,1
712,265,30,30-b,30,pun,1,manner,castle,0.10552875,1.698588817,0,1
715,265,30,30-b,30,pun,1,manner,home,-0.345664258,1.322936486,0,1
718,265,30,30-b,30,pun,1,manner,man's,-0.295230845,-0.272675645,0,1
722,265,30,30-b,30,pun,1,manner,speaking,0.646434966,-0.458717251,0,1
757,266,31,31-b,31,pun,1,cash,chips,0.7956559,-0.819637414,0,1
759,266,31,31-b,31,pun,1,cash,computer,-0.123120412,1.505761556,0,1
762,266,31,31-b,31,pun,1,cash,ended,-0.454443007,-0.603802302,0,1
763,266,31,31-b,31,pun,1,cash,online,-0.181050587,1.029892406,0,1
765,266,31,31-b,31,pun,1,cash,poker,1.316488685,-0.2132602,0,1
768,266,31,31-b,31,pun,1,cash,suddenly,-0.56330868,-0.675640845,0,1
770,266,31,31-b,31,pun,1,cash,tournament,0.755545695,-0.729033819,0,1
774,267,32,32-b,32,pun,1,rain,britain,0.061046913,1.042022668,0,1
780,267,32,32-b,32,pun,1,rain,long,-0.350116242,0.642961873,0,1
782,267,32,32-b,32,pun,1,rain,place,-0.136697917,-0.024887767,0,1
783,267,32,32-b,32,pun,1,rain,queen,-0.702310804,1.752883517,0,1
785,267,32,32-b,32,pun,1,rain,wet,2.093230813,-0.759895853,0,1
815,268,33,33-b,33,pun,1,time,extra,0.421663016,-0.718040206,0,1
818,268,33,33-b,33,pun,1,time,gardeners,-0.444254531,1.344828955,0,1
819,268,33,33-b,33,pun,1,time,get,-0.3333092,-0.459086859,0,1
820,268,33,33-b,33,pun,1,time,herb,-0.532604413,1.966137607,0,1
826,268,33,33-b,33,pun,1,time,work,0.870582592,-0.633998157,0,1
828,269,34,34-b,34,pun,1,poor,bad,0.507396557,-0.52912533,0,1
831,269,34,34-b,34,pun,1,poor,excuse,0.546949903,-0.797260382,0,1
835,269,34,34-b,34,pun,1,poor,say,-0.598910423,-0.721007352,0,1
835,269,34,34-b,34,pun,1,poor,say,-0.598910423,-0.721007352,0,1
836,269,34,34-b,34,pun,1,poor,skin,-0.24986229,1.711512432,0,1
869,270,35,35-b,35,pun,1,guilt,complex,0.662758497,-0.330724331,0,1
873,270,35,35-b,35,pun,1,guilt,gold,-0.391441182,0.294488666,0,1
876,270,35,35-b,35,pun,1,guilt,like,-0.621661154,-0.379747841,0,1
877,270,35,35-b,35,pun,1,guilt,paint,-0.781460533,-0.023620318,0,1
878,270,35,35-b,35,pun,1,guilt,people,0.305665447,-0.302710537,0,1
885,271,36,36-b,36,pun,1,err,human,0.408764856,0.509669411,0,1
911,272,37,37-b,37,pun,1,sun,boy,-0.761227994,1.493254391,0,1
914,272,37,37-b,37,pun,1,sun,got,-0.646079413,-0.750504706,0,1
916,272,37,37-b,37,pun,1,sun,only,-0.665076312,0.055293382,0,1
918,272,37,37-b,37,pun,1,sun,rest,-0.515133451,-0.494602382,0,1
936,273,38,38-b,38,pun,1,seas,cannot,-0.834120549,-0.561368366,0,1
940,273,38,38-b,38,pun,1,seas,high,1.15987515,-0.577071422,0,1
941,273,38,38-b,38,pun,1,seas,hit,-0.617809813,-0.752815211,0,1
942,273,38,38-b,38,pun,1,seas,make,-0.650018431,-0.583384169,0,1
944,273,38,38-b,38,pun,1,seas,novice,-0.59044442,-0.620696349,0,1
945,273,38,38-b,38,pun,1,seas,pirates,1.633184002,-0.750032,0,1
948,273,38,38-b,38,pun,1,seas,singers,-0.721792247,-0.351746838,0,1
950,273,38,38-b,38,pun,1,seas,terrible,0.208366564,-0.480278263,0,1
966,274,39,39-b,39,pun,1,what,bright,-0.808464664,1.27752717,0,1
969,274,39,39-b,39,pun,1,what,electrician,-0.565610687,1.599986887,0,1
970,274,39,39-b,39,pun,1,what,knows,0.249689963,-0.750032,0,1
975,274,39,39-b,39,pun,1,what,spark,-0.667509975,0.669217971,0,1
980,274,39,39-b,39,pun,1,what,what's,1.727922581,-0.750032,0,1
983,275,40,40-b,40,pun,1,raiser,budget,-0.304511824,-0.576139639,0,1
985,275,40,40-b,40,pun,1,raiser,fund,0.810271506,-0.729274222,0,1
988,275,40,40-b,40,pun,1,raiser,mayor,-0.482292327,-0.795271193,0,1
991,275,40,40-b,40,pun,1,raiser,slash,-0.899042296,1.301105911,0,1
992,275,40,40-b,40,pun,1,raiser,turned,-0.628219204,-0.706402674,0,1
994,275,40,40-b,40,pun,1,raiser,wanted,-0.503213354,-0.461981485,0,1
1016,276,41,41-b,41,pun,1,not,boyscouts,-0.764521658,1.270743321,0,1
1019,276,41,41-b,41,pun,1,not,know,-0.418404378,-0.671753276,0,1
1021,276,41,41-b,41,pun,1,not,ropes,-0.748587042,1.821020782,0,1
1022,276,41,41-b,41,pun,1,not,tie,-0.658961115,1.837738897,0,1
1031,277,42,42-b,42,pun,1,would,ask,0.281509494,-0.74058236,0,1
1031,277,42,42-b,42,pun,1,would,ask,0.281509494,-0.74058236,0,1
1038,277,42,42-b,42,pun,1,would,trees,-0.589968992,2.166448306,0,1
1051,278,43,43-b,43,pun,1,grater,afraid,-0.660464671,-0.628551925,0,1
1052,278,43,43-b,43,pun,1,grater,cheddar,1.420513106,-0.1587744,0,1
1053,278,43,43-b,43,pun,1,grater,cheese,1.660631265,0.057620908,0,1
1054,278,43,43-b,43,pun,1,grater,colby,0.304746483,-0.446397203,0,1
1056,278,43,43-b,43,pun,1,grater,jack,-0.583510489,-0.518138013,0,1
1057,278,43,43-b,43,pun,1,grater,jr,-0.812516837,-0.465027397,0,1
1058,278,43,43-b,43,pun,1,grater,person,-0.75143754,0.508207023,0,1
1059,278,43,43-b,43,pun,1,grater,school,-0.887355743,1.38403971,0,1
1069,279,44,44-b,44,pun,1,i,blind,-0.682200263,1.633367495,0,1
1072,279,44,44-b,44,pun,1,i,see,-0.407484277,1.716412583,0,1
1083,280,45,45-b,45,pun,1,sell,biology,-0.668966778,1.899746806,0,1
1086,280,45,45-b,45,pun,1,sell,keep,0.284274609,-0.167399992,0,1
1087,280,45,45-b,45,pun,1,sell,know,-0.406087292,-0.600469468,0,1
1090,280,45,45-b,45,pun,1,sell,program,0.163641109,-0.188208976,0,1
1091,280,45,45-b,45,pun,1,sell,whether,-0.557729007,-0.70958237,0,1
1094,281,46,46-b,46,pun,1,cent,cost,1.670044311,-0.718257531,0,1
1096,281,46,46-b,46,pun,1,cent,get,-0.590832723,-0.77925162,0,1
1099,281,46,46-b,46,pun,1,cent,rid,-0.686738689,-0.244247527,0,1
1100,281,46,46-b,46,pun,1,cent,smell,-0.846756795,2.062695781,0,1
1113,282,47,47-b,47,pun,1,coarse,class,-0.333612223,1.427448953,0,1
1115,282,47,47-b,47,pun,1,coarse,just,-0.606275298,-0.51112576,0,1
1116,282,47,47-b,47,pun,1,coarse,liking,-0.687722396,-0.480204271,0,1
1117,282,47,47-b,47,pun,1,coarse,rough,1.849272922,0.101915678,0,1
1119,282,47,47-b,47,pun,1,coarse,stick,-0.381049564,-0.582361944,0,1
1121,282,47,47-b,47,pun,1,coarse,tried,-0.722080095,-0.151422091,0,1
1135,283,48,48-b,48,pun,1,dear,pet,0.1898141,0.228277311,0,1
1136,283,48,48-b,48,pun,1,dear,very,-0.202505068,-0.82008547,0,1
1142,284,49,49-b,49,pun,1,be,hive,-0.67396499,1.99161332,0,1
1144,284,49,49-b,49,pun,1,be,long,-0.371411379,-0.676077564,0,1
1149,284,49,49-b,49,pun,1,be,want,-0.212850968,-0.543120328,0,1
1170,285,50,50-b,50,pun,1,break,careful,0.065577869,0.678402617,0,1
1172,285,50,50-b,50,pun,1,break,fast,0.481797687,0.659288052,0,1
1174,285,50,50-b,50,pun,1,break,not,-0.585134454,-0.701227256,0,1
1176,285,50,50-b,50,pun,1,break,really,-0.433639757,-0.653005421,0,1
1177,285,50,50-b,50,pun,1,break,run,0.360466076,-0.036327434,0,1
1196,286,51,51-b,51,pun,1,flower,brought,0.069641627,-0.558813333,0,1
1197,286,51,51-b,51,pun,1,flower,chef,-0.748757797,1.383582874,0,1
1198,286,51,51-b,51,pun,1,flower,day,0.027390137,-0.652054579,0,1
1200,286,51,51-b,51,pun,1,flower,girlfriend,0.549974398,-0.785812624,0,1
1203,286,51,51-b,51,pun,1,flower,pastry,-0.338104018,1.813321928,0,1
1207,286,51,51-b,51,pun,1,flower,valentine's,1.36529413,-0.564782772,0,1
