uniqueID,sentenceID,homophoneID,phoneticID,homophone,sentenceType,isOrig,sentence,dummy
352,117,12-b,12,hair,nonpun,1,The #hair ran rapidly through the fields.,1
353,118,13-b,13,naughty,nonpun,1,That cabin is made of #naughty pine.,1
354,119,14-b,14,taught,nonpun,1,The clothesline hangs #taught between two poles.,1
355,120,15-b,15,marks,nonpun,1,Karl #marks was a german philosopher.,1
356,121,16-b,16,high,nonpun,1,He waved at me to say #high.,1
357,122,17-b,17,days,nonpun,1,She was in a #days after learning the bad news.,1
358,123,18-b,18,pros,nonpun,1,Novels and essays are written in #pros.,1
359,124,19-b,19,plain,nonpun,1,Our #plain landed at the airport.,1
360,125,20-b,20,damn,nonpun,1,That beaver is building a #damn with logs and sticks.,1
361,126,21-b,21,hurts,nonpun,1,This computer has a processing speed of thirty-three mega #hurts.,1
362,127,22-b,22,roll,nonpun,1,She plays the leading #roll in a television show.,1
363,128,23-b,23,caller,nonpun,1,He puts a #caller on his dog before walking it.,1
364,129,24-b,24,steel,nonpun,1,The little boy wanted to #steel his friend's candy but decided not to.,1
365,130,25-b,25,die,nonpun,1,Some people do not like to #die their hair.,1
366,131,26-b,26,waste,nonpun,1,She must have a small #waste; look how tiny her belt is!,1
367,132,27-b,27,feat,nonpun,1,These new shoes are hurting my #feat.,1
368,133,28-b,28,allowed,nonpun,1,The student read her poem #allowed in class.,1
369,134,29-b,29,pale,nonpun,1,A worker filled a #pale with water to clean the floor.,1
370,135,30-b,30,manner,nonpun,1,Those wealthy people live in a huge #manner.,1
371,136,31-b,31,cash,nonpun,1,#Cashed copies of the web pages are stored in the database.,1
372,137,32-b,32,rain,nonpun,1,The king's #rain ended and his heir took over.,1
373,138,33-b,33,time,nonpun,1,One of my favorite meals is chicken in a creamy sauce flavored with #time.,1
374,139,34-b,34,poor,nonpun,1,A #poor is a very small opening on the surface of your skin.,1
375,140,35-b,35,guilt,nonpun,1,She covered the frame with #guilt.,1
376,141,36-b,36,err,nonpun,1,Prince William is #err to the british throne.,1
377,142,37-b,37,sun,nonpun,1,They have a #sun and a daughter.,1
378,143,38-b,38,seas,nonpun,1,It is hard even for a soprano to sing the high #seas.,1
379,144,39-b,39,what,nonpun,1,My desk lamp uses a sixty #what light bulb.,1
380,145,40-b,40,raiser,nonpun,1,He used a #raiser to shave his beard.,1
381,146,41-b,41,not,nonpun,1,It's easy to tie a double #not.,1
382,147,42-b,42,would,nonpun,1,We get our #would from trees.,1
383,148,43-b,43,grater,nonpun,1,A #grater was hired to score all of the tests.,1
384,149,44-b,44,i,nonpun,1,I was poked in the #I.,1
385,150,45-b,45,sell,nonpun,1,We learned about how a #sell works in biology.,1
386,151,46-b,46,cent,nonpun,1,That #cent is unpleasant.,1
387,152,47-b,47,coarse,nonpun,1,I took a #coarse in school.,1
388,153,48-b,48,dear,nonpun,1,There are #dear in the forest.,1
389,154,49-b,49,be,nonpun,1,He tried to steal honey but was stung by an angry #be.,1
390,155,50-b,50,break,nonpun,1,Cars should #break slowly.,1
391,156,51-b,51,flower,nonpun,1,We use different kinds of #flowers in baking.,1
392,157,52-b,52,fair,nonpun,1,The #fair had to be paid.,1
393,158,53-b,53,heal,nonpun,1,His #heal was bruised from walking too much.,1
394,159,54-b,54,him,nonpun,1,We sang a #him in church.,1
395,160,55-b,55,knows,nonpun,1,I answered with a string of #no's.,1
396,161,56-b,56,in,nonpun,1,We stayed at an #in.,1
397,162,57-b,57,idle,nonpun,1,That famous movie star is my #idle.,1
398,163,58-b,58,made,nonpun,1,I hired a #made to clean.,1
399,164,59-b,59,none,nonpun,1,The #none was very pious and kind.,1
400,165,60-b,60,morning,nonpun,1,We were in #morning after our loved one died.,1
401,166,61-b,61,meet,nonpun,1,Vegetarians don't like #meet.,1
402,167,62-b,62,real,nonpun,1,You need to #real in the fish.,1
403,168,63-b,63,pair,nonpun,1,She ate a #pair and two apples.,1
404,169,64-b,64,prey,nonpun,1,It is customary for Christians to #prey before bed.,1
405,170,65-b,65,route,nonpun,1,He tripped over a tree's #route.,1
406,171,1-a,1,prophet,nonpun,1,That business made one million dollars in #prophet last year.,1
407,172,2-a,2,pi,nonpun,1,Would you like some apple #pi for dessert?,1
408,173,3-a,3,knead,nonpun,1,The company has a #knead for computer programmers.,1
409,174,4-a,4,oar,nonpun,1,Take care of your car #oar else you will have problems.,1
410,175,5-a,5,tiers,nonpun,1,#Tiers ran down her cheeks as she watched a sad movie.,1
411,176,6-a,6,poll,nonpun,1,She raised a flag up the #poll. ,1
412,177,7-a,7,bored,nonpun,1,He has a meeting with the company's #bored of directors.,1
413,178,8-a,8,greece,nonpun,1,There was too much #Greece on the plate.,1
414,179,9-a,9,sine,nonpun,1,The #sine on our store says the clothes boutique.,1
415,180,10-a,10,principal,nonpun,1,I believe in the #principal of physics.,1
416,181,11-a,11,cd,nonpun,1,The #CD bar was full of drunken and unwashed people.,1
417,182,12-a,12,hare,nonpun,1,Most people have lots of #hare on their heads.,1
418,183,13-a,13,knotty,nonpun,1,That boy is a #knotty child.,1
419,184,14-a,14,taut,nonpun,1,She #taut mathematics to college students.,1
420,185,15-a,15,marx,nonpun,1,She got high #Marx in high school.,1
421,186,16-a,16,hi,nonpun,1,The statue is ten feet #hi.,1
422,187,17-a,17,daze,nonpun,1,There are seven #daze in a week.,1
423,188,18-a,18,prose,nonpun,1,What are the #prose and cons of social networking sites?,1
424,189,19-a,19,plane,nonpun,1,She felt #plane next to her beautiful sister.,1
425,190,20-a,20,dam,nonpun,1,I do not give a #dam what you say.,1
426,191,21-a,21,hertz,nonpun,1,I fell and now my leg #hertz.,1
427,192,22-a,22,role,nonpun,1,She bought a #role of silk to make a dress.,1
428,193,23-a,23,collar,nonpun,1,The #collar on the phone is from your bank.,1
429,194,24-a,24,steal,nonpun,1,That ship is made of wood and #steal.,1
430,195,25-a,25,dye,nonpun,1,He is very scared that he will #dye of a heart attack. ,1
431,196,26-a,26,waist,nonpun,1,Dealing with him is a #waist of time.,1
432,197,27-a,27,feet,nonpun,1,Passing that exam without studying was a real #feet!,1
433,198,28-a,28,aloud,nonpun,1,We #aloud our son to use the family car.,1
434,199,29-a,29,pail,nonpun,1,She looks #pail and sick.,1
435,200,30-a,30,manor,nonpun,1,There was all #manor of food at the party.,1
436,201,31-a,31,cache,nonpun,1,She bought stocks for ten years and then #cached in her chips.,1
437,202,32-a,32,reign,nonpun,1,#Reign fell on the city last night.,1
438,203,33-a,33,thyme,nonpun,1,We have #thyme to have lunch before the meeting.,1
439,204,34-a,34,pore,nonpun,1,That family is so #pore they cannot afford to buy food.,1
440,205,35-a,35,gilt,nonpun,1,A jury decides the #gilt or innocence of an accused person.,1
441,206,36-a,36,heir,nonpun,1,It is better to #heir on the side of being too safe.,1
442,207,37-a,37,son,nonpun,1,The #son rises every morning and sets every evening.,1
443,208,38-a,38,c's,nonpun,1,The ship is in the mid-atlantic on the high #c's.,1
444,209,39-a,39,watt,nonpun,1,The teacher told the students #watt to do.,1
445,210,40-a,40,razor,nonpun,1,That girl organized a fund #razor at her local church.,1
446,211,41-a,41,knot,nonpun,1,Let's do this at but #knot that.,1
447,212,42-a,42,wood,nonpun,1,Her father #wood not let her go to the party.,1
448,213,43-a,43,grader,nonpun,1,The cheese #grader slices the cheese.,1
449,214,44-a,44,eye,nonpun,1,#Eye don't know the answer.,1
450,215,45-a,45,cell,nonpun,1,I must #cell my car for a good price.,1
451,216,46-a,46,scent,nonpun,1,He is so stingy that he would not even let me borrow a #scent.,1
452,217,47-a,47,course,nonpun,1,You have very #course hair.,1
453,218,48-a,48,deer,nonpun,1,You're such a #deer friend.,1
454,219,49-a,49,bee,nonpun,1,I will #bee okay; don't worry.,1
455,220,50-a,50,brake,nonpun,1,#Brake a leg on your performance.,1
456,221,51-a,51,flour,nonpun,1,I picked some pretty #flours that were growing among weeds.,1
457,222,52-a,52,fare,nonpun,1,The rules of this game are not #fare.,1
458,223,53-a,53,heel,nonpun,1,It just takes time for wounds to #heel.,1
459,224,54-a,54,hymn,nonpun,1,John likes Sarah but she doesn't like #hymn back.,1
460,225,55-a,55,no's,nonpun,1,He #no's almost every word in the dictionary.,1
461,226,56-a,56,inn,nonpun,1,Come #inn the room and close the door.,1
462,227,57-a,57,idol,nonpun,1,You're just sitting there doing nothing; don't be #idol.,1
463,228,58-a,58,maid,nonpun,1,You #maid that cake all by yourself?,1
464,229,59-a,59,nun,nonpun,1,#Nun of it made any sense.,1
465,230,60-a,60,mourning,nonpun,1,I woke up in the #mourning and the sun was shining.,1
466,231,61-a,61,meat,nonpun,1,The two pen pals were finally able to #meat.,1
467,232,62-a,62,reel,nonpun,1,That diamond is not #reel; it is just a very good counterfeit. ,1
468,233,63-a,63,pear,nonpun,1,I have a #pear of matching socks.,1
469,234,64-a,64,pray,nonpun,1,That mouse could easily be the eagle's #pray.,1
470,235,65-a,65,root,nonpun,1,Take the faster #root on your way home.,1
