uniqueID,sentenceID,homophoneID,phoneticID,homophone,sentenceType,isOrig,sentence,funniness,correctness,dummy,normal
257,22,22-b,22,roll,pun,1,The actors had one great movie after another. They were on a #roll.,-0.148144919,1.112220406,1,0
258,23,23-b,23,caller,pun,1,The man put his name on the neck of his shirt so he would have #caller ID.,1.733747489,-0.324998818,1,0
259,24,24-b,24,steel,pun,1,Thieves have muscles of #steel.,0.504715897,-0.025656088,1,0
260,25,25-b,25,die,pun,1,When an actress saw her first strands of gray hair she thought she would #die.,0.130370019,0.395911749,1,0
261,26,26-b,26,waste,pun,1,A cardboard belt would be a #waste of paper.,0.116043143,0.829938313,1,0
262,27,27-b,27,feat,pun,1,Being able to fit size fourteen shoes is quite a #feat.,0.781654137,0.318599826,1,0
263,28,28-b,28,allowed,pun,1,The mime wanted to say something but he was not #allowed.,0.554961057,0.671927971,1,0
264,29,29-b,29,pale,pun,1,Those who carry too many buckets start feeling #pale.,0.445735029,-0.201344465,1,0
265,30,30-b,30,manner,pun,1,A man's home is his castle in a #manner of speaking.,0.030049124,0.429501473,1,0
266,31,31-b,31,cash,pun,1,An online poker tournament ended suddenly when the computer #cashed in its chips.,1.407807353,0.402899282,1,0
267,32,32-b,32,rain,pun,1,Britain is a wet place since the queen has had a long #rain.,0.900265561,-0.693629368,1,0
268,33,33-b,33,time,pun,1,Herb gardeners who work extra get #time and a half.,-0.544807842,0.632246669,1,0
269,34,34-b,34,poor,pun,1,If you say you have bad skin I would say that was a #poor excuse.,-0.459218688,0.187396046,1,0
270,35,35-b,35,guilt,pun,1,People who like gold paint have a #guilt complex.,0.251000225,0.189931581,1,0
271,36,36-b,36,err,pun,1,To #err is human.,-0.460014232,0.595107459,1,0
272,37,37-b,37,sun,pun,1,When their boy was little they only got rest after #sun down.,-0.087676019,0.529863288,1,0
273,38,38-b,38,seas,pun,1,Novice pirates make terrible singers because they cannot hit the high #seas.,1.905518856,-0.388026117,1,0
274,39,39-b,39,what,pun,1,An electrician is a bright spark who knows what's #what.,1.282485408,0.661560681,1,0
275,40,40-b,40,raiser,pun,1,When the mayor wanted to slash the budget he turned to a fund #raiser.,-0.559100108,0.705365936,1,0
276,41,41-b,41,not,pun,1,Boyscouts know which ropes to tie and what #not.  ,0.005662487,-0.003213469,1,0
277,42,42-b,42,would,pun,1,If you could ask someone anything about trees what #would you ask?,-0.386556635,1.044038102,1,0
278,43,43-b,43,grater,pun,1,The person that Colby Jack and Cheddar Jr. were most afraid of in school was the cheese #grater.,1.247069532,0.091720442,1,0
279,44,44-b,44,i,pun,1,I'm blind so #I can't see.,-0.387451045,1.07000198,1,0
280,45,45-b,45,sell,pun,1,We didn't know whether to keep our biology program or #sell it.,-0.549920934,0.353082444,1,0
281,46,46-b,46,cent,pun,1,It will cost you more than a #cent to get rid of that smell.,0.526972976,0.273796269,1,0
282,47,47-b,47,coarse,pun,1,I tried to stick with the rough class but it was just too #coarse for my liking.,0.971607962,-0.369050057,1,0
283,48,48-b,48,dear,pun,1,Our pet is very #dear to us.,-0.537912493,1.130009354,1,0
284,49,49-b,49,be,pun,1,You don't want to #be around a hive for too long.,-0.383402901,0.331000166,1,0
285,50,50-b,50,break,pun,1,You should run really fast but be careful not to #break anything.,-0.445887788,0.988529066,1,0
286,51,51-b,51,flower,pun,1,The pastry chef brought his girlfriend #flowers on Valentine's Day.,-0.395495392,1.043686858,1,0
287,52,52-b,52,fair,pun,1,The driver at the toll insisted it wasn't #fair.,-0.118137623,0.425355026,1,0
288,53,53-b,53,heal,pun,1,He injured his foot and now it just won't #heal.,0.070561647,0.774965241,1,0
289,54,54-b,54,him,pun,1,I wrote a song about my priest so that I could perform it for #him.,-0.295022127,0.729758222,1,0
290,55,55-b,55,knows,pun,1,Mother #knows best.,-0.451925781,1.093274525,1,0
291,56,56-b,56,in,pun,1,When I stayed at the hotel I made sure I didn't sleep #in.,-0.351502864,0.791893387,1,0
292,57,57-b,57,idle,pun,1,We spent some time looking for the celebrity before she realized she didn't want to #idle.,-0.301119294,-0.379005147,1,0
293,58,58-b,58,made,pun,1,She didn't want to clean up but I #made her.,-0.278195734,1.045651503,1,0
294,59,59-b,59,none,pun,1,When the new church opened #none of us cared.,-0.260539531,0.768140695,1,0
295,60,60-b,60,morning,pun,1,He cried when he woke up. It was #morning.,-0.169912412,0.822375075,1,0
296,61,61-b,61,meet,pun,1,The butcher was very glad we could #meet.,0.590530829,0.721612361,1,0
297,62,62-b,62,real,pun,1,The fisherman couldn't believe what he caught; he didn't think it was #real.,-0.169395186,0.781482022,1,0
298,63,63-b,63,pair,pun,1,If I were brave enough to be a fruit farmer I would grow a #pair.,1.166723267,-0.060058328,1,0
299,64,64-b,64,prey,pun,1,All the birds in the parish were birds of #prey.,0.226473038,0.658358699,1,0
300,65,65-b,65,route,pun,1,If you want to make it all the way to a tree farm you had better take a different #route.,-0.143559701,0.467456314,1,0
301,66,1-b,1,profit,depunned,1,Nationalism is a non #profit organization.,-0.289407811,0.018620961,1,0
302,67,2-b,2,pie,depunned,1,I get my large waistline from too much #pie.,0.338158232,0.799045491,1,0
303,68,3-b,3,need,depunned,1,Mothers trade cake recipes on a #need to know basis.,-0.207600325,0.249514766,1,0
304,69,4-b,4,or,depunned,1,The indecisive customer could not choose either #or.,0.081163523,-0.138205143,1,0
305,70,5-b,5,tears,depunned,1,It was an emotional wedding. Even the mother-in-law was in #tears.,-0.151473635,0.792659845,1,0
306,71,6-b,6,pole,depunned,1,A new country decided to conduct a gallup #pole.,-0.366226322,-0.271077582,1,0
307,72,7-b,7,board,depunned,1,At some executive galas there is a chairman of the #board.,-0.58237329,0.694104613,1,0
308,73,8-b,8,grease,depunned,1,Did you know that dolmas were first made in #grease?,-0.46814949,-0.368544332,1,0
309,74,9-b,9,sign,depunned,1,I always prayed before my biology tests. I was hoping for a #sign from above.,-0.26530343,0.748865613,1,0
310,75,10-b,10,principle,depunned,1,It was not church john disliked. It was just the #principle of it.,-0.203795805,0.430740873,1,0
311,76,11-b,11,seedy,depunned,1,Some grocery stores are in a #seedy part of town.,-0.433156463,0.504840301,1,0
312,77,12-b,12,hair,depunned,1,The professor got so mad he pulled his #hair out.,0.008652802,0.69820222,1,0
313,78,13-b,13,naughty,depunned,1,The young boy was admonished by his father. Apparently he had been #naughty.,-0.336390991,0.42774289,1,0
314,79,14-b,14,taught,depunned,1,To learn skateboard tricks you have to be #taught.,-0.601307501,0.824775211,1,0
315,80,15-b,15,marks,depunned,1,I dropped out of math class because of lousy #marks.,-0.245901036,0.150847684,1,0
316,81,16-b,16,high,depunned,1,A boy who instinctively takes risks has a natural #high.,-0.374928649,0.698672358,1,0
317,82,17-b,17,days,depunned,1,A teacher having a tough time longs for the end of the school #days.,-0.158416533,0.359352367,1,0
318,83,18-b,18,pros,depunned,1,Bankers in jail have their #pros and cons.,0.113556931,0.021418888,1,0
319,84,19-b,19,plain,depunned,1,Do not expect to eat something fancy when you are driving because it is #plain food.,-0.281839373,0.033777403,1,0
320,85,20-b,20,damn,depunned,1,I saw a horror movie last night. It was the best #damn movie I have ever seen.,0.432673963,0.962424011,1,0
321,86,21-b,21,hurts,depunned,1,My horse is so slow it #hurts.,0.337802338,0.194454856,1,0
322,87,22-b,22,roll,depunned,1,The directors had one great movie after another. They were on a #roll.,0.149888271,0.819414561,1,0
323,88,23-b,23,caller,depunned,1,The man put his name on the pocket of his shirt so he would have #caller ID.,0.528894919,-0.137339883,1,0
324,89,24-b,24,steel,depunned,1,Bodybuilders have muscles of #steel.,-0.196305643,0.872739749,1,0
325,90,25-b,25,die,depunned,1,When an actress saw her first wrinkle she thought she would #die.,0.9714629,0.390619348,1,0
326,91,26-b,26,waste,depunned,1,A cardboard fort would be a #waste of paper.,-0.16473654,0.75796764,1,0
327,92,27-b,27,feat,depunned,1,Being able to fit size fourteen pants is quite a #feat.,-0.196959658,0.352421017,1,0
328,93,28-b,28,allowed,depunned,1,The intern wanted to say something but he was not #allowed.,-0.537912493,0.989169024,1,0
329,94,29-b,29,pale,depunned,1,Those who carry too many burdens start feeling #pale.,-0.030029811,0.095072649,1,0
330,95,30-b,30,manner,depunned,1,A man's family is his anchor in a manor of speaking.,-0.424788258,-0.534894179,1,0
331,96,31-b,31,cash,depunned,1,An online poker tournament ended suddenly when the competitor #cashed in his chips.,-0.115469451,0.559984176,1,0
332,97,32-b,32,rain,depunned,1,Britain is a wet place since the autumn has had a long #rain.,-0.686663976,-0.017318563,1,0
333,98,33-b,33,time,depunned,1,Tomato gardeners who work extra get #time and a half.,-0.440726864,0.288982271,1,0
334,99,34-b,34,poor,depunned,1,If you say you have bad teeth I would say that was a #poor excuse.,-0.460014232,0.314640707,1,0
335,100,35-b,35,guilt,depunned,1,People who like purple paint have a #guilt complex.,-0.362993655,0.044963714,1,0
336,101,36-b,36,err,depunned,1,To #err is careless.,-0.246306789,0.800581704,1,0
337,102,37-b,37,sun,depunned,1,When their parrot was little they only got rest after #sun down.,-0.239206577,0.077962617,1,0
338,103,38-b,38,seas,depunned,1,Novice choristers make terrible singers because they cannot hit the high #sea's.,0.094717528,-0.741116347,1,0
339,104,39-b,39,what,depunned,1,An optometrist is a bright spark who knows what's #what.,-0.357389732,-0.340563812,1,0
340,105,40-b,40,raiser,depunned,1,When the mayor wanted to balance the budget he turned to a fund #raiser.,0.344150532,0.480919132,1,0
341,106,1-b,1,profit,nonpun,1,Daniel is a biblical #profit known for interpreting dreams.,-0.566763693,0.063074741,1,1
342,107,2-b,2,pie,nonpun,1,He can recite the number #pie up to ten decimal places.,-0.323149119,-0.21630683,1,1
343,108,3-b,3,need,nonpun,1,Bakers #need flour and milk together to make bread dough.,-0.409393166,0.465439572,1,1
344,109,4-b,4,or,nonpun,1,The fisherman dipped the #or in the river.,-0.492927781,-1.018524169,1,1
345,110,5-b,5,tears,nonpun,1,Boxes are stacked in #tears in the warehouse.,-0.316403946,-0.855380728,1,1
346,111,6-b,6,pole,nonpun,1,Pollsters conducted a #pole on the popularity of the political candidates.,-0.362752976,-0.396289766,1,1
347,112,7-b,7,board,nonpun,1,The old man is alone all the time and is #board to tears.,-0.350740333,-0.682708386,1,1
348,113,8-b,8,grease,nonpun,1,#Grease is a country in the the southern portion of Europe.,-0.148390378,-1.122912835,1,1
349,114,9-b,9,sign,nonpun,1,In mathematics the #sign function is a function of an angle.,-0.438666046,-0.211168447,1,1
350,115,10-b,10,principle,nonpun,1,Ms. Wu is the #principle of our local high school.,-0.601307501,0.248070537,1,1
351,116,11-b,11,seedy,nonpun,1,I bought a new #seedy today in classical music.,-0.174093518,-1.129049294,1,1
352,117,12-b,12,hair,nonpun,1,The #hair ran rapidly through the fields.,0.734094563,-0.93426297,1,1
353,118,13-b,13,naughty,nonpun,1,That cabin is made of #naughty pine.,0.164009475,-0.592987644,1,1
354,119,14-b,14,taught,nonpun,1,The clothesline hangs #taught between two poles.,-0.548913063,-0.158673472,1,1
355,120,15-b,15,marks,nonpun,1,Karl #marks was a german philosopher.,-0.405231862,-0.256965245,1,1
356,121,16-b,16,high,nonpun,1,He waved at me to say #high.,-0.448309592,-0.986044767,1,1
357,122,17-b,17,days,nonpun,1,She was in a #days after learning the bad news.,-0.360392016,-0.97593516,1,1
358,123,18-b,18,pros,nonpun,1,Novels and essays are written in #pros.,0.172465182,-0.693358781,1,1
359,124,19-b,19,plain,nonpun,1,Our #plain landed at the airport.,-0.375470216,-1.120204831,1,1
360,125,20-b,20,damn,nonpun,1,That beaver is building a #damn with logs and sticks.,0.016503343,-0.10824473,1,1
361,126,21-b,21,hurts,nonpun,1,This computer has a processing speed of thirty-three mega #hurts.,0.008371367,-0.686656395,1,1
362,127,22-b,22,roll,nonpun,1,She plays the leading #roll in a television show.,-0.676959982,-0.429438299,1,1
363,128,23-b,23,caller,nonpun,1,He puts a #caller on his dog before walking it.,-0.076608423,-0.660059685,1,1
364,129,24-b,24,steel,nonpun,1,The little boy wanted to #steel his friend's candy but decided not to.,-0.478259045,-0.203138314,1,1
365,130,25-b,25,die,nonpun,1,Some people do not like to #die their hair.,-0.242230093,-0.877195508,1,1
366,131,26-b,26,waste,nonpun,1,She must have a small #waste; look how tiny her belt is!,-0.329271159,-0.413372755,1,1
367,132,27-b,27,feat,nonpun,1,These new shoes are hurting my #feat.,-0.301092301,-0.419641693,1,1
368,133,28-b,28,allowed,nonpun,1,The student read her poem #allowed in class.,-0.461670996,-0.835695131,1,1
369,134,29-b,29,pale,nonpun,1,A worker filled a #pale with water to clean the floor.,-0.549920934,-0.264273372,1,1
370,135,30-b,30,manner,nonpun,1,Those wealthy people live in a huge #manner.,0.135831968,-0.514480862,1,1
371,136,31-b,31,cash,nonpun,1,#Cashed copies of the web pages are stored in the database.,-0.507207181,-0.320465837,1,1
372,137,32-b,32,rain,nonpun,1,The king's #rain ended and his heir took over.,-0.249068731,-0.51471751,1,1
373,138,33-b,33,time,nonpun,1,One of my favorite meals is chicken in a creamy sauce flavored with #time.,-0.051180507,-0.629943654,1,1
374,139,34-b,34,poor,nonpun,1,A #poor is a very small opening on the surface of your skin.,-0.601307501,-0.720024286,1,1
375,140,35-b,35,guilt,nonpun,1,She covered the frame with #guilt.,0.288189545,-0.544712646,1,1
376,141,36-b,36,err,nonpun,1,Prince William is #err to the british throne.,-0.048107295,-0.903232829,1,1
377,142,37-b,37,sun,nonpun,1,They have a #sun and a daughter.,-0.035981755,-0.954506597,1,1
378,143,38-b,38,seas,nonpun,1,It is hard even for a soprano to sing the high #seas.,0.456756948,-0.336037938,1,1
379,144,39-b,39,what,nonpun,1,My desk lamp uses a sixty #what light bulb.,-0.286941694,-0.873777386,1,1
380,145,40-b,40,raiser,nonpun,1,He used a #raiser to shave his beard.,-0.537912493,-1.076669557,1,1
381,146,41-b,41,not,nonpun,1,It's easy to tie a double #not.,-0.251723706,-0.392515358,1,1
382,147,42-b,42,would,nonpun,1,We get our #would from trees.,0.110428376,-1.101305816,1,1
383,148,43-b,43,grater,nonpun,1,A #grater was hired to score all of the tests.,0.044913567,-0.994602725,1,1
384,149,44-b,44,i,nonpun,1,I was poked in the #I.,-0.01093299,-1.215233612,1,1
385,150,45-b,45,sell,nonpun,1,We learned about how a #sell works in biology.,-0.340125124,-1.10152042,1,1
386,151,46-b,46,cent,nonpun,1,That #cent is unpleasant.,0.020488872,-0.520960323,1,1
387,152,47-b,47,coarse,nonpun,1,I took a #coarse in school.,-0.30864906,-1.202110585,1,1
388,153,48-b,48,dear,nonpun,1,There are #dear in the forest.,-0.541900965,-0.596275358,1,1
389,154,49-b,49,be,nonpun,1,He tried to steal honey but was stung by an angry #be.,-0.249367918,-0.843536852,1,1
390,155,50-b,50,break,nonpun,1,Cars should #break slowly.,0.097538568,0.374816609,1,1
391,156,51-b,51,flower,nonpun,1,We use different kinds of #flowers in baking.,0.123592725,-0.748042364,1,1
392,157,52-b,52,fair,nonpun,1,The #fair had to be paid.,-0.601307501,-0.53458064,1,1
393,158,53-b,53,heal,nonpun,1,His #heal was bruised from walking too much.,-0.448618317,0.054309532,1,1
394,159,54-b,54,him,nonpun,1,We sang a #him in church.,-0.068026665,-1.018524169,1,1
395,160,55-b,55,knows,nonpun,1,I answered with a string of #no's.,-0.440726864,0.501276091,1,1
396,161,56-b,56,in,nonpun,1,We stayed at an #in.,-0.610594204,-1.202064815,1,1
397,162,57-b,57,idle,nonpun,1,That famous movie star is my #idle.,-0.163715249,-0.754001664,1,1
398,163,58-b,58,made,nonpun,1,I hired a #made to clean.,-0.537912493,-1.010681026,1,1
399,164,59-b,59,none,nonpun,1,The #none was very pious and kind.,-0.313380106,-0.944558402,1,1
400,165,60-b,60,morning,nonpun,1,We were in #morning after our loved one died.,-0.601307501,-0.928247957,1,1
401,166,61-b,61,meet,nonpun,1,Vegetarians don't like #meet.,0.022184467,-1.113732013,1,1
402,167,62-b,62,real,nonpun,1,You need to #real in the fish.,-0.456168354,-1.069669139,1,1
403,168,63-b,63,pair,nonpun,1,She ate a #pair and two apples.,0.168218654,-1.053663732,1,1
404,169,64-b,64,prey,nonpun,1,It is customary for Christians to #prey before bed.,0.566703237,-0.969046743,1,1
405,170,65-b,65,route,nonpun,1,He tripped over a tree's #route.,0.155979097,-0.862416414,1,1
406,171,1-a,1,prophet,nonpun,1,That business made one million dollars in #prophet last year.,-0.537912493,-1.072800833,1,1
407,172,2-a,2,pi,nonpun,1,Would you like some apple #pi for dessert?,-0.255520805,-0.688713641,1,1
408,173,3-a,3,knead,nonpun,1,The company has a #knead for computer programmers.,-0.516892715,-1.07024609,1,1
409,174,4-a,4,oar,nonpun,1,Take care of your car #oar else you will have problems.,-0.346491549,-1.047877577,1,1
410,175,5-a,5,tiers,nonpun,1,#Tiers ran down her cheeks as she watched a sad movie.,-0.458840864,-1.05666774,1,1
411,176,6-a,6,poll,nonpun,1,She raised a flag up the #poll. ,-0.487759475,0.052675626,1,1
412,177,7-a,7,bored,nonpun,1,He has a meeting with the company's #bored of directors.,-0.074850409,-0.842902402,1,1
413,178,8-a,8,greece,nonpun,1,There was too much #Greece on the plate.,0.172865558,-0.69447497,1,1
414,179,9-a,9,sine,nonpun,1,The #sine on our store says the clothes boutique.,-0.478259045,-0.838410011,1,1
415,180,10-a,10,principal,nonpun,1,I believe in the #principal of physics.,-0.095625556,0.229440083,1,1
416,181,11-a,11,cd,nonpun,1,The #CD bar was full of drunken and unwashed people.,-0.021170562,-0.42473168,1,1
417,182,12-a,12,hare,nonpun,1,Most people have lots of #hare on their heads.,0.126359789,-1.184637669,1,1
418,183,13-a,13,knotty,nonpun,1,That boy is a #knotty child.,0.44204818,-0.942237028,1,1
419,184,14-a,14,taut,nonpun,1,She #taut mathematics to college students.,-0.3744975,-1.172518023,1,1
420,185,15-a,15,marx,nonpun,1,She got high #Marx in high school.,0.1948358,-0.743994898,1,1
421,186,16-a,16,hi,nonpun,1,The statue is ten feet #hi.,0.193048701,-0.917246442,1,1
422,187,17-a,17,daze,nonpun,1,There are seven #daze in a week.,-0.194707351,-1.101305816,1,1
423,188,18-a,18,prose,nonpun,1,What are the #prose and cons of social networking sites?,-0.210992789,-0.587704585,1,1
424,189,19-a,19,plane,nonpun,1,She felt #plane next to her beautiful sister.,-0.517144765,-0.959430579,1,1
425,190,20-a,20,dam,nonpun,1,I do not give a #dam what you say.,-0.217961022,-0.984845021,1,1
426,191,21-a,21,hertz,nonpun,1,I fell and now my leg #hertz.,-0.367634137,-1.018524169,1,1
427,192,22-a,22,role,nonpun,1,She bought a #role of silk to make a dress.,-0.549920934,-0.152611506,1,1
428,193,23-a,23,collar,nonpun,1,The #collar on the phone is from your bank.,-0.169183889,-0.911005718,1,1
429,194,24-a,24,steal,nonpun,1,That ship is made of wood and #steal.,-0.15455779,-0.298614279,1,1
430,195,25-a,25,dye,nonpun,1,He is very scared that he will #dye of a heart attack. ,-0.418605597,-0.92392496,1,1
431,196,26-a,26,waist,nonpun,1,Dealing with him is a #waist of time.,-0.502714869,-1.003328334,1,1
432,197,27-a,27,feet,nonpun,1,Passing that exam without studying was a real #feet!,0.335169145,-1.04813439,1,1
433,198,28-a,28,aloud,nonpun,1,We #aloud our son to use the family car.,-0.484846114,-1.063921133,1,1
434,199,29-a,29,pail,nonpun,1,She looks #pail and sick.,-0.411560037,-0.657528273,1,1
435,200,30-a,30,manor,nonpun,1,There was all #manor of food at the party.,0.053572029,-0.883549679,1,1
436,201,31-a,31,cache,nonpun,1,She bought stocks for ten years and then #cached in her chips.,-0.195773525,-0.735374948,1,1
437,202,32-a,32,reign,nonpun,1,#Reign fell on the city last night.,0.047924725,-0.879166016,1,1
438,203,33-a,33,thyme,nonpun,1,We have #thyme to have lunch before the meeting.,0.07046126,-0.792480052,1,1
439,204,34-a,34,pore,nonpun,1,That family is so #pore they cannot afford to buy food.,-0.504401894,-1.053556195,1,1
440,205,35-a,35,gilt,nonpun,1,A jury decides the #gilt or innocence of an accused person.,-0.601307501,-0.546188779,1,1
441,206,36-a,36,heir,nonpun,1,It is better to #heir on the side of being too safe.,-0.27214044,-1.079355423,1,1
442,207,37-a,37,son,nonpun,1,The #son rises every morning and sets every evening.,-0.371418771,-0.413339741,1,1
443,208,38-a,38,c's,nonpun,1,The ship is in the mid-atlantic on the high #c's.,-0.429284997,-0.690963816,1,1
444,209,39-a,39,watt,nonpun,1,The teacher told the students #watt to do.,0.039588011,-0.736663974,1,1
445,210,40-a,40,razor,nonpun,1,That girl organized a fund #razor at her local church.,0.111377161,-0.855034015,1,1
446,211,41-a,41,knot,nonpun,1,Let's do this at but #knot that.,-0.163105581,-1.336072444,1,1
447,212,42-a,42,wood,nonpun,1,Her father #wood not let her go to the party.,-0.187030814,-0.691880852,1,1
448,213,43-a,43,grader,nonpun,1,The cheese #grader slices the cheese.,-0.379991164,-0.986044767,1,1
449,214,44-a,44,eye,nonpun,1,#Eye don't know the answer.,-0.203699979,-1.206134658,1,1
450,215,45-a,45,cell,nonpun,1,I must #cell my car for a good price.,-0.601307501,-0.996964359,1,1
451,216,46-a,46,scent,nonpun,1,He is so stingy that he would not even let me borrow a #scent.,0.729498271,-0.664872628,1,1
452,217,47-a,47,course,nonpun,1,You have very #course hair.,-0.405910677,0.006656889,1,1
453,218,48-a,48,deer,nonpun,1,You're such a #deer friend.,0.086964851,-0.921975644,1,1
454,219,49-a,49,bee,nonpun,1,I will #bee okay; don't worry.,-0.400395699,-0.852150702,1,1
455,220,50-a,50,brake,nonpun,1,#Brake a leg on your performance.,-0.262978411,-0.482336018,1,1
456,221,51-a,51,flour,nonpun,1,I picked some pretty #flours that were growing among weeds.,-0.48527205,-0.836329409,1,1
457,222,52-a,52,fare,nonpun,1,The rules of this game are not #fare.,-0.187593179,-1.098012259,1,1
458,223,53-a,53,heel,nonpun,1,It just takes time for wounds to #heel.,-0.620942066,-0.413735799,1,1
459,224,54-a,54,hymn,nonpun,1,John likes Sarah but she doesn't like #hymn back.,-0.270819038,-1.194690903,1,1
460,225,55-a,55,no's,nonpun,1,He #no's almost every word in the dictionary.,0.599494375,-1.05666774,1,1
461,226,56-a,56,inn,nonpun,1,Come #inn the room and close the door.,-0.549920934,-1.013698393,1,1
462,227,57-a,57,idol,nonpun,1,You're just sitting there doing nothing; don't be #idol.,0.124595646,-0.638602729,1,1
463,228,58-a,58,maid,nonpun,1,You #maid that cake all by yourself?,-0.104235278,-0.864003953,1,1
464,229,59-a,59,nun,nonpun,1,#Nun of it made any sense.,-0.179451722,-1.039186009,1,1
465,230,60-a,60,mourning,nonpun,1,I woke up in the #mourning and the sun was shining.,-0.37432802,-0.794998333,1,1
466,231,61-a,61,meat,nonpun,1,The two pen pals were finally able to #meat.,-0.186546487,-0.976347525,1,1
467,232,62-a,62,reel,nonpun,1,That diamond is not #reel; it is just a very good counterfeit. ,-0.386163759,-1.096072708,1,1
468,233,63-a,63,pear,nonpun,1,I have a #pear of matching socks.,-0.3146826,-0.943984899,1,1
469,234,64-a,64,pray,nonpun,1,That mouse could easily be the eagle's #pray.,-0.363436558,0.27480789,1,1
470,235,65-a,65,root,nonpun,1,Take the faster #root on your way home.,-0.438644908,-0.987414044,1,1
