phoneticID,homophone,word
63,pear,enough
63,pear,farmer
63,pear,fruit
63,pear,grow
63,pear,matching
63,pear,socks
64,pray,bed
64,pray,birds
64,pray,birds
64,pray,christians
64,pray,customary
64,pray,eagle's
64,pray,easily
64,pray,mouse
64,pray,parish
64,prey,bed
64,prey,birds
64,prey,birds
64,prey,christians
64,prey,customary
64,prey,eagle's
64,prey,easily
64,prey,mouse
64,prey,parish
65,root,better
65,root,different
65,root,farm
65,root,faster
65,root,home
65,root,make
65,root,take
65,root,take
65,root,tree
65,root,tree's
65,root,tripped
65,root,want
65,root,way
65,root,way
65,route,better
65,route,different
65,route,farm
65,route,faster
65,route,home
65,route,make
65,route,take
65,route,take
65,route,tree
65,route,tree's
65,route,tripped
65,route,want
65,route,way
65,route,way

