sentenceID,homophoneID,phoneticID,homophone,sentenceType,isOrig,sentence,funniness,correctness,dummy,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,sum7_8,sentenceLength
117,12-a,12,hare,nonpun,0,The #hare ran rapidly through the fields.,-0.400439814,0.927693554,1,1.979995582,0.428831502,6.51E-06,1.41E-06,1.56E-06,6.05E-07,6.51E-06,4.99E-05,6.51E-06,5.65E-05,7
118,13-a,13,knotty,nonpun,0,That cabin is made of #knotty pine.,-0.186042386,1.037891081,1,0.281887265,0.07745939,9.50E-08,2.61E-08,2.28E-08,1.22E-08,9.50E-08,7.18E-06,9.50E-08,7.27E-06,7
119,14-a,14,taut,nonpun,0,The clothesline hangs #taut between two poles.,-0.566173862,0.530548037,1,2.263706383,0.327849448,1.38E-06,2.00E-07,3.32E-07,8.20E-08,1.38E-06,2.66E-05,1.38E-06,2.80E-05,7
120,15-a,15,marx,nonpun,0,Karl #Marx was a german philosopher.,-0.686663976,0.741885416,1,139.7606034,26.17775054,0.000716972,0.000134292,0.000172145,5.55E-05,0.000716972,3.24E-05,0.000716972,7.49E-04,6
121,16-a,16,hi,nonpun,0,He waved at me to say #hi.,-0.493961971,0.863613431,1,17.19163565,5.663163073,0.001930397,0.0006359,0.000662126,0.00033639,0.001930397,8.75E-05,0.001930397,2.02E-03,7
122,17-a,17,daze,nonpun,0,She was in a #daze after learning the bad news.,-0.548913063,1.00103202,1,0.749048671,0.139546229,9.06E-07,1.69E-07,2.44E-07,7.87E-08,9.06E-07,0.000699327,9.06E-07,7.00E-04,10
123,18-a,18,prose,nonpun,0,Novels and essays are written in #prose.,-0.419635971,0.530624622,1,100.860016,19.18732049,0.00051842,9.86E-05,0.000124473,4.08E-05,0.00051842,5.24E-06,0.00051842,5.24E-04,7
124,19-a,19,plane,nonpun,0,Our #plane landed at the airport.,-0.627515394,1.221819455,1,22.2431065,7.743009791,0.000658396,0.000229193,0.00022583,0.000118844,0.000658396,5.29E-06,0.000658396,6.64E-04,6
125,20-a,20,dam,nonpun,0,That beaver is building a #dam with logs and sticks.,-0.400439814,0.901743833,1,166.2677766,27.25031614,0.002543897,0.00041693,0.000427553,0.000146931,0.002543897,2.50E-05,0.002543897,2.57E-03,10
126,21-a,21,hertz,nonpun,0,This computer has a processing speed of thirty-three mega #hertz.,-0.4801975,0.623008964,1,45.33391745,5.153078134,0.000131922,1.50E-05,2.47E-05,4.51E-06,0.000131922,7.83E-06,0.000131922,1.40E-04,10
127,22-a,22,role,nonpun,0,She plays the leading #role in a television show.,-0.568697608,1.003541636,1,43.34196823,6.410029608,0.005307787,0.000784991,0.00089208,0.000275837,0.005307787,0.000173262,0.005307787,5.48E-03,9
128,23-a,23,collar,nonpun,0,He puts a #collar on his dog before walking it.,-0.624425163,0.989722957,1,33.89073294,6.51946503,0.000423634,8.15E-05,0.000145307,3.82E-05,0.000423634,4.74E-06,0.000423634,4.28E-04,10
129,24-a,24,steal,nonpun,0,The little boy wanted to #steal his friend's candy but decided not to.,-0.05194632,0.834391999,1,3.061718458,0.284847809,3.18E-05,2.96E-06,6.94E-06,8.47E-07,3.18E-05,0.000154192,3.18E-05,1.86E-04,13
130,25-a,25,dye,nonpun,0,Some people do not like to #dye their hair.,-0.597783895,0.875343224,1,14.80365923,2.231867491,0.00011236,1.69E-05,3.54E-05,7.34E-06,0.00011236,0.000862919,0.00011236,9.75E-04,9
131,26-a,26,waist,nonpun,0,She must have a small #waist; look how tiny her belt is!,-0.284472946,0.855105528,1,66.61868216,8.571827109,0.000554934,7.14E-05,0.00013324,2.68E-05,0.000554934,7.50E-05,0.000554934,6.30E-04,12
132,27-a,27,feet,nonpun,0,These new shoes are hurting my #feet.,-0.627515394,0.920323005,1,23.01741982,3.898104332,0.002186655,0.00037032,0.000657795,0.000151928,0.002186655,9.34E-06,0.002186655,2.20E-03,7
133,28-a,28,aloud,nonpun,0,The student read her poem #aloud in class.,-0.535863964,0.748040053,1,5.742574509,1.027234316,3.57E-05,6.39E-06,1.01E-05,2.60E-06,3.57E-05,7.37E-05,3.57E-05,1.09E-04,8
134,29-a,29,pail,nonpun,0,A worker filled a #pail with water to clean the floor.,-0.52197268,1.030913863,1,34.94864275,5.903670267,3.15E-05,5.33E-06,7.48E-06,1.65E-06,3.15E-05,1.48E-05,3.15E-05,4.63E-05,11
135,30-a,30,manor,nonpun,0,Those wealthy people live in a huge #manor.,-0.239700056,0.744139918,1,70.06198554,7.611345683,0.000826731,8.98E-05,0.000194632,2.77E-05,0.000826731,8.89E-05,0.000826731,9.16E-04,8
136,31-a,31,cache,nonpun,0,#Cached copies of the web pages are stored in the database.,-0.624425163,1.024366887,1,30.57691473,4.046213632,0.000654346,8.66E-05,0.000127994,2.57E-05,0.000654346,4.72E-07,0.000654346,6.55E-04,11
137,32-a,32,reign,nonpun,0,The king's #reign ended and his heir took over.,-0.549920934,0.97071001,1,51.68516962,11.82796368,0.000301325,6.90E-05,0.000102566,2.59E-05,0.000301325,5.38E-05,0.000301325,3.55E-04,9
138,33-a,33,thyme,nonpun,0,One of my favorite meals is chicken in a creamy sauce flavored with #thyme.,-0.619153218,0.950598929,1,61.95860922,4.031131845,0.000103471,6.73E-06,1.56E-05,1.71E-06,0.000103471,0.008995694,0.000103471,9.10E-03,14
139,34-a,34,pore,nonpun,0,A #pore is a very small opening on the surface of your skin.,-0.439063741,1.426599268,1,344.924641,29.11881916,0.000738139,6.23E-05,0.000124059,1.83E-05,0.000738139,0.000142961,0.000738139,8.81E-04,13
140,35-a,35,gilt,nonpun,0,She covered the frame with #gilt.,0.02380242,-0.126803349,1,0.185082886,0.061636303,3.55E-07,1.18E-07,1.74E-07,7.07E-08,3.55E-07,7.76E-07,3.55E-07,1.13E-06,6
141,36-a,36,heir,nonpun,0,Prince William is #heir to the british throne.,-0.406641634,0.611516678,1,353.1185426,46.37779081,0.000790986,0.000103886,0.000132941,3.54E-05,0.000790986,7.69E-06,0.000790986,7.99E-04,8
142,37-a,37,son,nonpun,0,They have a #son and a daughter.,-0.601307501,1.200724929,1,0,0,0,0,0,0,0,0,0,0.00E+00,7
143,38-a,38,c's,nonpun,0,It is hard even for a soprano to sing the high #C's.,-0.277035692,0.428617662,1,1.980879319,0.198384509,6.40E-05,6.41E-06,1.07E-05,2.18E-06,6.40E-05,6.71E-05,6.40E-05,1.31E-04,12
144,39-a,39,watt,nonpun,0,My desk lamp uses a sixty #watt light bulb.,-0.489417904,1.179233145,1,2930.376088,178.6666443,0.03926704,0.002394133,0.006295817,0.000546793,0.03926704,0.003592536,0.03926704,4.29E-02,9
145,40-a,40,razor,nonpun,0,He used a #razor to shave his beard.,-0.549920934,0.924680888,1,145.2934755,29.15726962,0.00083689,0.000167946,0.000200937,7.20E-05,0.00083689,7.30E-07,0.00083689,8.38E-04,8
146,41-a,41,knot,nonpun,0,It's easy to tie a double #knot.,-0.470142255,0.883126973,1,37.04001276,7.682645364,0.000183348,3.80E-05,6.29E-05,1.78E-05,0.000183348,0.005097924,0.000183348,5.28E-03,7
147,42-a,42,wood,nonpun,0,We get our #wood from trees.,-0.326085081,1.115440636,1,19.71363962,7.28467233,0.001675659,0.000619197,0.000821073,0.000364692,0.001675659,0.000182252,0.001675659,1.86E-03,6
148,43-a,43,grader,nonpun,0,A #grader was hired to score all of the tests.,-0.616442572,1.051573684,1,40.50135831,8.083747937,6.12E-05,1.22E-05,2.10E-05,5.50E-06,6.12E-05,2.61E-07,6.12E-05,6.14E-05,10
149,44-a,44,eye,nonpun,0,I was poked in the #eye.,-0.345549609,0.610126478,1,0,0,0,0,0,0,0,0,0,0.00E+00,6
150,45-a,45,cell,nonpun,0,We learned about how a #cell works in biology.,-0.537912493,0.969330733,1,15.47255138,4.580339349,0.002907478,0.000860701,0.001262186,0.000433044,0.002907478,0.000342579,0.002907478,3.25E-03,9
151,46-a,46,scent,nonpun,0,That #scent is unpleasant.,-0.416754042,1.079412209,1,0,0,0,0,0,0,0,0,0,0.00E+00,4
152,47-a,47,course,nonpun,0,I took a #course in school.,-0.4801975,1.16169485,1,11.29797923,3.746979099,0.003341716,0.001108281,0.001146209,0.00059755,0.003341716,7.90E-07,0.003341716,3.34E-03,6
153,48-a,48,deer,nonpun,0,There are #deer in the forest.,-0.680097469,1.027887363,1,0,0,0,0,0,0,0,0,0,0.00E+00,6
154,49-a,49,bee,nonpun,0,He tried to steal honey but was stung by an angry #bee.,0.227042762,1.014425202,1,246.4398773,25.51739955,0.003548734,0.000367451,0.000808379,0.000117517,0.003548734,0.008228754,0.003548734,1.18E-02,12
155,50-a,50,brake,nonpun,0,Cars should #brake slowly.,-0.549920934,1.115440636,1,20.92210936,6.905416512,0.000324293,0.000107034,0.000111232,5.64E-05,0.000324293,4.38E-06,0.000324293,3.29E-04,4
156,51-a,51,flour,nonpun,0,We use different kinds of #flours in baking.,-0.751501589,1.23686549,1,7.858536445,1.315120528,1.94E-06,3.25E-07,6.56E-07,1.39E-07,1.94E-06,0.000120819,1.94E-06,1.23E-04,8
157,52-a,52,fare,nonpun,0,The #fare had to be paid.,-0.656157197,1.137845114,1,0,0,0,0,0,0,0,0,0,0.00E+00,6
158,53-a,53,heel,nonpun,0,His #heel was bruised from walking too much.,-0.627515394,0.976780812,1,9.663861015,3.480985843,8.78E-05,3.16E-05,3.01E-05,1.76E-05,8.78E-05,1.58E-05,8.78E-05,1.04E-04,8
159,54-a,54,hymn,nonpun,0,We sang a #hymn in church.,-0.566763693,0.854851513,1,35.83810872,15.16607413,0.000100347,4.25E-05,3.44E-05,2.17E-05,0.000100347,0.000256394,0.000100347,3.57E-04,6
160,55-a,55,no's,nonpun,0,I answered with a string of #no's.,-0.366838698,0.392692489,1,1.149627202,0.399916643,8.39E-06,2.92E-06,4.11E-06,1.73E-06,8.39E-06,0.000251117,8.39E-06,2.60E-04,7
161,56-a,56,inn,nonpun,0,We stayed at an #inn.,-0.724466457,1.02773368,1,0,0,0,0,0,0,0,0,0,0.00E+00,5
162,57-a,57,idol,nonpun,0,That famous movie star is my #idol.,-0.558676472,1.061138366,1,204.3804457,38.36116635,0.001890519,0.000354841,0.000453914,0.000145598,0.001890519,2.91E-06,0.001890519,1.89E-03,7
163,58-a,58,maid,nonpun,0,I hired a #maid to clean.,-0.425598017,0.92545471,1,11.75277008,4.166762717,8.30E-05,2.94E-05,2.85E-05,1.52E-05,8.30E-05,1.64E-05,8.30E-05,9.94E-05,6
164,59-a,59,nun,nonpun,0,The #nun was very pious and kind.,-0.613731926,1.106489544,1,10.49386986,1.834367072,2.71E-05,4.73E-06,9.29E-06,2.26E-06,2.71E-05,7.21E-05,2.71E-05,9.92E-05,7
165,60-a,60,mourning,nonpun,0,We were in #mourning after our loved one died.,-0.565341044,1.284722164,1,13.92637891,4.596901942,3.89E-05,1.28E-05,1.33E-05,6.78E-06,3.89E-05,1.71E-05,3.89E-05,5.59E-05,9
166,61-a,61,meat,nonpun,0,Vegetarians don't like #meat.,-0.459630503,0.640908759,1,1.157448073,0.384901995,3.39E-05,1.13E-05,1.66E-05,6.74E-06,3.39E-05,5.77E-05,3.39E-05,9.17E-05,4
167,62-a,62,reel,nonpun,0,You need to #reel in the fish.,-0.356100683,0.835489817,1,11.28031961,3.68069287,0.000125212,4.09E-05,6.14E-05,2.45E-05,0.000125212,4.97E-05,0.000125212,1.75E-04,7
168,63-a,63,pear,nonpun,0,She ate a #pear and two apples.,-0.52197268,0.976615934,1,10.4029501,4.28002298,7.48E-05,3.08E-05,2.57E-05,1.58E-05,7.48E-05,1.18E-05,7.48E-05,8.66E-05,7
169,64-a,64,pray,nonpun,0,It is customary for Christians to #pray before bed.,-0.680097469,0.731502716,1,18.09059721,5.085410435,0.000256886,7.22E-05,8.81E-05,3.49E-05,0.000256886,2.64E-06,0.000256886,2.60E-04,9
170,65-a,65,root,nonpun,0,He tripped over a tree's #root.,0.248859652,0.896128373,1,8.687999183,3.372503172,0.000603816,0.000234389,0.00029587,0.000137182,0.000603816,7.04E-06,0.000603816,6.11E-04,6
171,1-b,1,profit,nonpun,0,That business made one million dollars in #profit last year.,-0.63337994,0.687852002,1,3358.446173,257.5342674,0.194118189,0.014885481,0.022837811,0.00384739,0.194118189,1.10E-05,0.194118189,1.94E-01,10
172,2-b,2,pie,nonpun,0,Would you like some apple #pie for dessert?,-0.627515394,1.274960696,1,108.3283388,24.35607502,0.001744086,0.000392133,0.000598222,0.000172935,0.001744086,1.20E-05,0.001744086,1.76E-03,8
173,3-b,3,need,nonpun,0,The company has a #need for computer programmers.,-0.598788105,1.115684626,1,0.212031278,0.041323458,0.000112544,2.19E-05,3.86E-05,1.05E-05,0.000112544,2.16E-07,0.000112544,1.13E-04,8
174,4-b,4,or,nonpun,0,Take care of your car #or else you will have problems.,-0.559532321,1.087674402,1,0.992338591,0.178912551,0.004272502,0.000770306,0.000718079,0.000303902,0.004272502,1.60E-06,0.004272502,4.27E-03,11
175,5-b,5,tears,nonpun,0,#Tears ran down her cheeks as she watched a sad movie.,-0.568697608,0.89481787,1,118.6131897,21.4910829,0.001826643,0.000330963,0.000434559,9.98E-05,0.001826643,2.23E-06,0.001826643,1.83E-03,11
176,6-b,6,pole,nonpun,0,She raised a flag up the #pole. ,-0.321161094,0.91242187,1,10.36676133,3.514292944,0.000161721,5.48E-05,5.55E-05,2.60E-05,0.000161721,5.29E-05,0.000161721,2.15E-04,8
177,7-b,7,board,nonpun,0,He has a meeting with the company's #board of directors.,-0.549920934,1.020432041,1,76.92862508,15.31003619,0.027150266,0.00540334,0.006518779,0.002233709,0.027150266,1.55E-05,0.027150266,2.72E-02,10
178,8-b,8,grease,nonpun,0,There was too much #grease on the plate.,-0.488917613,1.007856626,1,0,0,0,0,0,0,0,0,0,0.00E+00,8
179,9-b,9,sign,nonpun,0,The #sign on our store says the clothes boutique.,-0.515691038,-0.092797683,1,25.49519411,3.209104889,0.010266252,0.001292223,0.002464927,0.000492481,0.010266252,2.88E-06,0.010266252,1.03E-02,9
180,10-b,10,principle,nonpun,0,I believe in the #principle of physics.,-0.537912493,0.870011141,1,1.52213792,0.561915198,4.20E-05,1.55E-05,1.44E-05,7.99E-06,4.20E-05,1.37E-05,4.20E-05,5.57E-05,7
181,11-b,11,seedy,nonpun,0,The #seedy bar was full of drunken and unwashed people.,0.275131224,0.442015753,1,4.059298588,0.478368235,1.94E-06,2.29E-07,4.34E-07,7.66E-08,1.94E-06,0.000714545,1.94E-06,7.16E-04,10
182,12-b,12,hair,nonpun,0,Most people have lots of #hair on their heads.,-0.342560376,0.60493539,1,59.64038096,14.80436708,0.00595211,0.001477476,0.001995829,0.000661551,0.00595211,2.04E-06,0.00595211,5.95E-03,9
183,13-b,13,naughty,nonpun,0,That boy is a #naughty child.,-0.476507921,0.968212429,1,0.219650743,0.093039093,2.50E-06,1.06E-06,8.59E-07,5.43E-07,2.50E-06,4.95E-08,2.50E-06,2.55E-06,6
184,14-b,14,taught,nonpun,0,She #taught mathematics to college students.,-0.181733713,1.095944783,1,78.18163795,14.94367833,0.00208745,0.000398996,0.000501197,0.000167046,0.00208745,4.02E-07,0.00208745,2.09E-03,6
185,15-b,15,marks,nonpun,0,She got high #marks in high school.,-0.382044045,0.893577123,1,32.24408211,3.68267213,0.001057606,0.000120792,0.000253931,4.52E-05,0.001057606,6.02E-06,0.001057606,1.06E-03,7
186,16-b,16,high,nonpun,0,The statue is ten feet #high.,-0.754212236,1.092600317,1,1.555741727,0.421069455,0.000893094,0.00024172,0.000222073,0.000111447,0.000893094,6.08E-05,0.000893094,9.54E-04,6
187,17-b,17,days,nonpun,0,There are seven #days in a week.,-0.701418837,1.507024032,1,25.9792243,8.603243767,0.013174974,0.004363006,0.004519016,0.002293235,0.013174974,2.89E-07,0.013174974,1.32E-02,7
188,18-b,18,pros,nonpun,0,What are the #pros and cons of social networking sites?,-0.537912493,1.06734619,1,11.26196556,2.422473455,0.000156541,3.37E-05,5.79E-05,1.43E-05,0.000156541,6.31E-06,0.000156541,1.63E-04,10
189,19-b,19,plain,nonpun,0,She felt #plain next to her beautiful sister.,-0.417965881,0.842433038,1,1.762389677,0.348250799,6.96E-05,1.38E-05,2.39E-05,6.94E-06,6.96E-05,2.97E-05,6.96E-05,9.93E-05,8
190,20-b,20,damn,nonpun,0,I do not give a #damn what you say.,-0.383947317,1.118894814,1,0.356801636,0.121976873,6.53E-06,2.23E-06,1.85E-06,1.06E-06,6.53E-06,1.23E-05,6.53E-06,1.89E-05,9
191,21-b,21,hurts,nonpun,0,I fell and now my leg #hurts.,-0.611155033,0.902724202,1,3.874641139,1.516027882,1.90E-05,7.44E-06,6.93E-06,4.21E-06,1.90E-05,5.64E-07,1.90E-05,1.96E-05,7
192,22-b,22,roll,nonpun,0,She bought a #roll of silk to make a dress.,-0.574167486,0.950995922,1,0.751820578,0.142624217,3.82E-05,7.25E-06,1.01E-05,2.89E-06,3.82E-05,0.000105953,3.82E-05,1.44E-04,10
193,23-b,23,caller,nonpun,0,The #caller on the phone is from your bank.,-0.549920934,0.830602441,1,13.31267525,4.855257093,0.000106635,3.89E-05,3.66E-05,2.17E-05,0.000106635,2.19E-06,0.000106635,1.09E-04,9
194,24-b,24,steel,nonpun,0,That ship is made of wood and #steel.,-0.816320452,1.170737624,1,2.184617357,0.590073087,0.000179576,4.85E-05,4.74E-05,2.24E-05,0.000179576,6.12E-06,0.000179576,1.86E-04,8
195,25-b,25,die,nonpun,0,He is very scared that he will #die of a heart attack. ,-0.701418837,0.730422751,1,34.60636678,4.099077953,0.002688915,0.000318498,0.000645608,0.000120596,0.002688915,9.69E-06,0.002688915,2.70E-03,13
196,26-b,26,waste,nonpun,0,Dealing with him is a #waste of time.,-0.478259045,1.014204949,1,2.049438428,0.677391878,0.000139977,4.63E-05,6.86E-05,2.77E-05,0.000139977,1.62E-06,0.000139977,1.42E-04,8
197,27-b,27,feat,nonpun,0,Passing that exam without studying was a real #feat!,-0.279133275,0.847435057,1,0.701261768,0.095254488,6.26E-06,8.50E-07,1.50E-06,3.36E-07,6.26E-06,7.85E-05,6.26E-06,8.47E-05,9
198,28-b,28,allowed,nonpun,0,We #allowed our son to use the family car.,-0.683086216,0.713604644,1,1.631399821,0.208681451,0.000120724,1.54E-05,3.03E-05,6.42E-06,0.000120724,5.48E-06,0.000120724,1.26E-04,9
199,29-b,29,pale,nonpun,0,She looks #pale and sick.,-0.724466457,1.063837888,1,4.076297579,1.363249292,3.81E-05,1.27E-05,1.31E-05,6.89E-06,3.81E-05,7.90E-07,3.81E-05,3.89E-05,5
200,30-b,30,manner,nonpun,0,There was all #manner of food at the party.,-0.508418795,0.793749858,1,0.153398628,0.051790228,7.21E-06,2.43E-06,3.53E-06,1.45E-06,7.21E-06,6.70E-07,7.21E-06,7.88E-06,9
201,31-b,31,cash,nonpun,0,She bought stocks for ten years and then #cashed in her chips.,-0.316755813,0.428157761,1,241.0026603,19.10402719,0.000135443,1.07E-05,2.28E-05,3.07E-06,0.000135443,3.29E-05,0.000135443,1.68E-04,12
202,32-b,32,rain,nonpun,0,#Rain fell on the city last night.,-0.481383555,0.624999617,1,1.368026188,0.341010174,6.01E-05,1.50E-05,2.35E-05,7.39E-06,6.01E-05,3.78E-06,6.01E-05,6.38E-05,7
203,33-b,33,time,nonpun,0,We have #time to have lunch before the meeting.,-0.529309294,1.103851308,1,3.573135813,1.575176668,0.005396171,0.002378841,0.001850887,0.001217976,0.005396171,4.86E-07,0.005396171,5.40E-03,9
204,34-b,34,poor,nonpun,0,That family is so #poor they cannot afford to buy food.,-0.537912493,1.053129838,1,3.304962048,0.561131932,0.000264066,4.48E-05,7.17E-05,1.43E-05,0.000264066,3.29E-06,0.000264066,2.67E-04,11
205,35-b,35,guilt,nonpun,0,A jury decides the #guilt or innocence of an accused person.,-0.598788105,0.97324538,1,143.3473857,15.61858999,0.000862951,9.40E-05,0.000145036,2.71E-05,0.000862951,2.80E-06,0.000862951,8.66E-04,11
206,36-b,36,err,nonpun,0,It is better to #err on the side of being too safe.,-0.43842232,-0.106981937,1,1.03865426,0.147421495,7.16E-06,1.02E-06,1.45E-06,4.01E-07,7.16E-06,1.79E-06,7.16E-06,8.94E-06,12
207,37-b,37,sun,nonpun,0,The #sun rises every morning and sets every evening.,-0.724466457,1.011017639,1,577.3817004,67.54271516,0.116319895,0.013607223,0.019549885,0.004465303,0.116319895,9.62E-05,0.116319895,1.16E-01,9
208,38-b,38,seas,nonpun,0,The ship is in the mid-atlantic on the high #seas.,-0.430688967,0.822720799,1,139.5284088,27.86463237,0.001219478,0.000243537,0.000292797,0.000100186,0.001219478,1.42E-09,0.001219478,1.22E-03,10
209,39-b,39,what,nonpun,0,The teacher told the students #what to do.,-0.549920934,1.026210173,1,0.49124627,0.091916321,0.000663259,0.000124101,0.000160435,5.69E-05,0.000663259,7.08E-06,0.000663259,6.70E-04,8
210,40-b,40,raiser,nonpun,0,That girl organized a fund #raiser at her local church.,-0.619153218,0.883354612,1,5.266949871,0.607919118,7.53E-06,8.69E-07,2.07E-06,3.06E-07,7.53E-06,1.46E-05,7.53E-06,2.22E-05,10
211,41-b,41,not,nonpun,0,Let's do this at but #not that.,-0.549920934,-1.328965503,1,0,0,0,0,0,0,0,0,0,0.00E+00,7
212,42-b,42,would,nonpun,0,Her father #would not let her go to the party.,-0.751501589,1.064130893,1,2.702304201,0.284591852,0.002571715,0.000270839,0.000448371,9.27E-05,0.002571715,0.000126219,0.002571715,2.70E-03,10
213,43-b,43,grater,nonpun,0,The cheese #grater slices the cheese.,-0.537709317,1.031998128,1,169.3117437,31.55673239,6.04E-05,1.13E-05,1.45E-05,4.72E-06,6.04E-05,7.00E-08,6.04E-05,6.05E-05,6
214,44-b,44,i,nonpun,0,#I don't know the answer.,-0.537912493,1.165361647,1,0.233125618,0.08329173,0.001195683,0.000427197,0.000585885,0.000252735,0.001195683,1.56E-05,0.001195683,1.21E-03,5
215,45-b,45,sell,nonpun,0,I must #sell my car for a good price.,-0.531638371,0.974288669,1,39.42015137,8.355146522,0.009020829,0.001911975,0.002165901,0.00083439,0.009020829,8.98E-05,0.009020829,9.11E-03,9
216,46-b,46,cent,nonpun,0,He is so stingy that he would not even let me borrow a #cent.,-0.52197268,0.864750905,1,10.70101537,0.981436361,0.000547892,5.02E-05,0.000112008,1.73E-05,0.000547892,1.02E-05,0.000547892,5.58E-04,14
217,47-b,47,coarse,nonpun,0,You have very #coarse hair.,-0.610624523,1.027887363,1,0.854468413,0.368398825,3.93E-06,1.69E-06,1.93E-06,9.79E-07,3.93E-06,7.40E-05,3.93E-06,7.79E-05,5
218,48-b,48,dear,nonpun,0,You're such a #dear friend.,-0.442670104,0.993737341,1,0,0,0,0,0,0,0,0,0,0.00E+00,5
219,49-b,49,be,nonpun,0,I will #be okay; don't worry.,-0.440726864,0.37910482,1,0.148734998,0.058034371,0.000592915,0.000231347,0.00020337,0.000118785,0.000592915,3.36E-06,0.000592915,5.96E-04,6
220,50-b,50,break,nonpun,0,#Break a leg on your performance.,-0.088060548,-0.021360594,1,2.954198783,1.147337086,0.000251698,9.78E-05,8.97E-05,5.53E-05,0.000251698,1.34E-05,0.000251698,2.65E-04,6
221,51-b,51,flower,nonpun,0,I picked some pretty #flowers that were growing among weeds.,-0.240292798,0.739284307,1,1065.460912,71.44026402,0.103349709,0.006929706,0.017369986,0.001940602,0.103349709,4.09E-07,0.103349709,1.03E-01,10
222,52-b,52,fair,nonpun,0,The rules of this game are not #fair.,-0.537912493,1.06734619,1,14.97392856,2.935606463,0.001232354,0.0002416,0.000295888,0.000105092,0.001232354,6.84E-06,0.001232354,1.24E-03,8
223,53-b,53,heal,nonpun,0,It just takes time for wounds to #heal.,-0.536651619,0.847243672,1,32.44903831,4.726295821,0.000203455,2.96E-05,5.80E-05,1.21E-05,0.000203455,1.63E-05,0.000203455,2.20E-04,8
224,54-b,54,him,nonpun,0,John likes Sarah but she doesn't like #him back.,-0.766636577,0.965006887,1,2.993943353,0.285281293,0.001092265,0.000104078,0.000221861,3.61E-05,0.001092265,5.55E-06,0.001092265,1.10E-03,9
225,55-b,55,knows,nonpun,0,He #knows almost every word in the dictionary.,-0.637640044,0.803093451,1,1.164607807,0.326243159,4.77E-05,1.34E-05,1.75E-05,6.51E-06,4.77E-05,1.69E-12,4.77E-05,4.77E-05,8
226,56-b,56,in,nonpun,0,Come #in the room and close the door.,-0.620915285,1.006567668,1,14.02943203,2.313152357,0.197465645,0.032557848,0.042650522,0.011933983,0.197465645,0.001757042,0.197465645,1.99E-01,8
227,57-b,57,idle,nonpun,0,You're just sitting there doing nothing; don't be #idle.,-0.328808938,0.418843535,1,2.878016489,1.35489825,2.83E-05,1.33E-05,1.32E-05,6.44E-06,2.83E-05,7.48E-06,2.83E-05,3.58E-05,9
228,58-b,58,made,nonpun,0,You #made that cake all by yourself?,-0.819031098,0.929480114,1,0,0,0,0,0,0,0,0,0,0.00E+00,7
229,59-b,59,none,nonpun,0,#None of it made any sense.,-0.45866472,0.884868819,1,0.183076447,0.073318427,2.60E-05,1.04E-05,1.01E-05,5.92E-06,2.60E-05,6.48E-07,2.60E-05,2.67E-05,6
230,60-b,60,morning,nonpun,0,I woke up in the #morning and the sun was shining.,-0.537912493,0.99908817,1,671.6403894,79.78515738,0.059641667,0.007084922,0.010023975,0.002328561,0.059641667,2.20E-06,0.059641667,5.96E-02,11
231,61-b,61,meet,nonpun,0,The two pen pals were finally able to #meet.,-0.598788105,0.763713927,1,3.210595283,0.528401436,0.000497703,8.19E-05,0.000129552,3.28E-05,0.000497703,3.09E-05,0.000497703,5.29E-04,9
232,62-b,62,real,nonpun,0,That diamond is not #real; it is just a very good counterfeit. ,-0.475063397,0.678371837,1,20.20324834,2.252401379,0.009995456,0.001114364,0.001726091,0.00028718,0.009995456,2.15E-05,0.009995456,1.00E-02,13
233,63-b,63,pair,nonpun,0,I have a #pair of matching socks.,-0.686697483,1.10398311,1,53.33458051,20.7472502,0.002309387,0.000898356,0.00079212,0.000461024,0.002309387,1.14E-06,0.002309387,2.31E-03,7
234,64-b,64,prey,nonpun,0,That mouse could easily be the eagle's #prey.,-0.499406276,1.253591393,1,22.45037419,4.889806054,0.000128192,2.79E-05,3.98E-05,1.24E-05,0.000128192,7.05E-06,0.000128192,1.35E-04,8
235,65-b,65,route,nonpun,0,Take the faster #route on your way home.,-0.440726864,0.561281527,1,44.31085256,7.80269129,0.002317458,0.000408081,0.000389495,0.00014742,0.002317458,9.87E-05,0.002317458,2.42E-03,8
