uniqueID	sentenceID	homophoneID	phoneticID	homophone	sentenceType	isOrig	sentence
348	113	8-b	8	grease	nonpun	1	"""#grease is a country in the the southern portion of europe."""
349	114	9-b	9	sign	nonpun	1	"""in mathematics"""
350	115	10-b	10	principle	nonpun	1	"""ms. wu is the #principle of our local high school."""
351	116	11-b	11	seedy	nonpun	1	"""i bought a new #seedy today with classical music."""
352	117	12-b	12	hair	nonpun	1	"""the #hair ran rapidly through the fields."""
353	118	13-b	13	naughty	nonpun	1	"""that cabin is made of #naughty pine."""
354	119	14-b	14	taught	nonpun	1	"""the clothesline hangs #taught between two poles."""
355	120	15-b	15	marks	nonpun	1	"""karl #marks was a german philosopher."""
356	121	16-b	16	high	nonpun	1	"""#high"""
357	122	17-b	17	days	nonpun	1	"""she was in a #days after learning the bad news."""
358	123	18-b	18	pros	nonpun	1	"""novels and essays are written in #pros."""
359	124	19-b	19	plain	nonpun	1	"""our #plain landed at the airport."""
360	125	20-b	20	damn	nonpun	1	"""that beaver is building a #damn with logs and sticks."""
361	126	21-b	21	hurts	nonpun	1	"""this computer has a processing speed of 33 mega #hurts."""
362	127	22-b	22	roll	nonpun	1	"""she plays the leading #roll in a television show."""
363	128	23-b	23	caller	nonpun	1	"""he puts a #caller on his dog before walking it."""
364	129	24-b	24	steel	nonpun	1	"""the little boy wanted to #steel his friend''s candy but decided not to."""
365	130	25-b	25	die	nonpun	1	"""some people do not like to #die their hair."""
366	131	26-b	26	waste	nonpun	1	"""she must have a small #waste; look how tiny her belt is!"""
367	132	27-b	27	feat	nonpun	1	"""these new shoes are hurting my #feat."""
368	133	28-b	28	allowed	nonpun	1	"""the student read her poem #allowed in class."""
369	134	29-b	29	pale	nonpun	1	"""a worker filled a #pale with water to clean the floor."""
370	135	30-b	30	manner	nonpun	1	"""those wealthy people live in a huge #manner."""
371	136	31-b	31	cash	nonpun	1	"""#cashd copies of the web pages are stored in the database."""
372	137	32-b	32	rain	nonpun	1	"""the #rain of louis xiv of france ended in 1715."""
373	138	33-b	33	time	nonpun	1	"""one of my favorite meals is chicken in a creamy sauce flavored with #time."""
374	139	34-b	34	poor	nonpun	1	"""a #poor is a very small opening on the surface of your skin."""
375	140	35-b	35	guilt	nonpun	1	"""she covered the frame with #guilt."""
376	141	36-b	36	err	nonpun	1	"""prince william is #err to the british throne."""
377	142	37-b	37	sun	nonpun	1	"""they have a #sun and a daughter."""
378	143	38-b	38	seas	nonpun	1	"""it is hard even for a saprano to sing the high #cs."""
379	144	39-b	39	what	nonpun	1	"""my desk lamp uses a 60 #what light bulb."""
380	145	40-b	40	raiser	nonpun	1	"""he used a #raiser to shave his beard."""
381	146	41-b	41	not	nonpun	1	"""its easy to tie a double #not."""
382	147	42-b	42	would	nonpun	1	"""we get our #would from trees."""
383	148	43-b	43	grater	nonpun	1	"""a #grater was hired to score all of the tests."""
384	149	44-b	44	i	nonpun	1	"""i was poked in the #i."""
385	150	45-b	45	sell	nonpun	1	"""we learn about how a single #sell works in biology."""
386	151	46-b	46	cent	nonpun	1	"""that #cent is unpleasant."""
387	152	47-b	47	coarse	nonpun	1	"""i took a #coarse in school."""
388	153	48-b	48	dear	nonpun	1	"""there are #dear in the forest."""
389	154	49-b	49	be	nonpun	1	"""he tried to steal honey but was stung by an angree #be."""
390	155	50-b	50	break	nonpun	1	"""cars should #break slowly."""
391	156	51-b	51	flower	nonpun	1	"""we use #flower in baking."""
392	157	52-b	52	fair	nonpun	1	"""the #fair had to be paid."""
393	158	53-b	53	heal	nonpun	1	"""his #heal was bruised from walking too much."""
394	159	54-b	54	him	nonpun	1	"""we sang a #him in church."""
395	160	55-b	55	knows	nonpun	1	"""i answered with a string of #knows."""
396	161	56-b	56	in	nonpun	1	"""we stayed at an #in."""
397	162	57-b	57	idle	nonpun	1	"""that famous movie star is my #idle."""
398	163	58-b	58	made	nonpun	1	"""i hired a #made to clean."""
399	164	59-b	59	none	nonpun	1	"""the #none was very kind."""
400	165	60-b	60	morning	nonpun	1	"""after our loved one died"""
401	166	61-b	61	meet	nonpun	1	"""vegitarians don't like #meet."""
402	167	62-b	62	real	nonpun	1	"""you need to #real in the fish."""
403	168	63-b	63	pair	nonpun	1	"""she ate a #pair and two apples."""
404	169	64-b	64	prey	nonpun	1	"""it is customary for christians to #prey before bed."""
405	170	65-b	65	route	nonpun	1	"""bernard tripped on a #route in the ground."""
406	171	1-a	1	prophet	nonpun	1	"""that business made one million dollars in #prophet last year."""
407	172	2-a	2	pi	nonpun	1	"""would you like some apple #pi for dessert?"""
408	173	3-a	3	knead	nonpun	1	"""the company has a #knead for computer programmers."""
409	174	4-a	4	oar	nonpun	1	"""take care of your car #oar else you will have problems."""
410	175	5-a	5	tiers	nonpun	1	"""#tiers ran down her cheeks as she watched a sad movie."""
411	176	6-a	6	poll	nonpun	1	"""she raised a flag up the #poll. """
412	177	7-a	7	bored	nonpun	1	"""he has a meeting with the company's #bored of directors."""
413	178	8-a	8	greece	nonpun	1	"""there was too much #greece on the plate."""
414	179	9-a	9	sine	nonpun	1	"""the #sine on our store says """"the clothes boutique."""""""""
415	180	10-a	10	principal	nonpun	1	"""i believe in the #principal of physics."""
416	181	11-a	11	cd	nonpun	1	"""the #cd bar was full of drunken"""
417	182	12-a	12	hare	nonpun	1	"""most people have lots of #hare on their heads."""
418	183	13-a	13	knotty	nonpun	1	"""that boy is a #knotty child."""
419	184	14-a	14	taut	nonpun	1	"""she #taut mathematics to college students."""
420	185	15-a	15	marx	nonpun	1	"""she got high #marx in high school."""
421	186	16-a	16	hi	nonpun	1	"""the statue is 10 feet #hi."""
422	187	17-a	17	daze	nonpun	1	"""there are seven #daze in a week."""
423	188	18-a	18	prose	nonpun	1	"""what are the #prose and cons of social networking sites?"""
424	189	19-a	19	plane	nonpun	1	"""she felt #plane next to her beautiful sister."""
425	190	20-a	20	dam	nonpun	1	"""i do not give a #dam what you say."""
426	191	21-a	21	hertz	nonpun	1	"""i fell"""
427	192	22-a	22	role	nonpun	1	"""she bought a #role of silk to make a dress."""
428	193	23-a	23	collar	nonpun	1	"""the #collar on the phone is from your bank."""
429	194	24-a	24	steal	nonpun	1	"""that ship is made of wood and #steal."""
430	195	25-a	25	dye	nonpun	1	"""he is very scared that he will #dye of a heart attack. """
431	196	26-a	26	waist	nonpun	1	"""he is too difficult"""
432	197	27-a	27	feet	nonpun	1	"""passing that exam without studying was a real #feet!"""
433	198	28-a	28	aloud	nonpun	1	"""we #aloud our son to use the family car."""
434	199	29-a	29	pail	nonpun	1	"""she looks #pail and sick."""
435	200	30-a	30	manor	nonpun	1	"""there was all #manor of food at the party."""
436	201	31-a	31	cache	nonpun	1	"""she bought stocks for 10 years"""
437	202	32-a	32	reign	nonpun	1	"""#reign fell on the city last night."""
438	203	33-a	33	thyme	nonpun	1	"""we have #thyme to have lunch before the meeting."""
439	204	34-a	34	pore	nonpun	1	"""that family is so #pore"""
440	205	35-a	35	gilt	nonpun	1	"""a jury decides the #gilt or innocence of an accused person."""
441	206	36-a	36	heir	nonpun	1	"""it is better to #heir on the side of being too safe."""
442	207	37-a	37	son	nonpun	1	"""the #son rises every morning and sets every evening."""
443	208	38-a	38	c's	nonpun	1	"""the ship is in the mid-atlantic on the high #c's."""
444	209	39-a	39	watt	nonpun	1	"""the teacher told the students #watt to do."""
445	210	40-a	40	razor	nonpun	1	"""that girl organized a fund #razor at her local church."""
446	211	41-a	41	knot	nonpun	1	"""let's do this"""
447	212	42-a	42	wood	nonpun	1	"""her father #wood not let her go to the party."""
448	213	43-a	43	grader	nonpun	1	"""the cheese #grader slices the cheese."""
449	214	44-a	44	eye	nonpun	1	"""#eye don't know the answer."""
450	215	45-a	45	cell	nonpun	1	"""i must #cell my car for a good price."""
451	216	46-a	46	scent	nonpun	1	"""he is so stingy that he would not even let me borrow a #scent."""
452	217	47-a	47	course	nonpun	1	"""you have very #course hair."""
453	218	48-a	48	deer	nonpun	1	"""you're such a #deer friend."""
454	219	49-a	49	bee	nonpun	1	"""i will #bee okay"""
455	220	50-a	50	brake	nonpun	1	"""#brake a leg on your performance."""
456	221	51-a	51	flour	nonpun	1	"""i picked a pretty #flour that was growing among weeds."""
457	222	52-a	52	fare	nonpun	1	"""the rules of this game are not #fare."""
458	223	53-a	53	heel	nonpun	1	"""it just takes time for wounds to #heel."""
459	224	54-a	54	hymn	nonpun	1	"""john likes sarah"""
460	225	55-a	55	no's	nonpun	1	"""he #no's almost every word in the dictionary."""
461	226	56-a	56	inn	nonpun	1	"""come #inn the room and close the door."""
462	227	57-a	57	idol	nonpun	1	"""you're just sitting there doing nothing; don't be #idol."""
463	228	58-a	58	maid	nonpun	1	"""you #maid that cake all by yourself?"""
464	229	59-a	59	nun	nonpun	1	"""#nun of it made any sense."""
465	230	60-a	60	mourning	nonpun	1	"""i woke up in the #mourning and the sun was shining."""
466	231	61-a	61	meat	nonpun	1	"""the two pen pals were finally able to #meat."""
467	232	62-a	62	reel	nonpun	1	"""that daimond is not #reel; it is just a very good counterfeit. """
468	233	63-a	63	pear	nonpun	1	"""i have a #pear of matching socks."""
469	234	64-a	64	pray	nonpun	1	"""that mouse could easily be the eagle's #pray."""
470	235	65-a	65	root	nonpun	1	"""take the faster #root on your way home."""
