uniqueID,sentenceID,homophoneID,phoneticID,sentenceType,isOrig,homophone,word,h1_relatedness,h2_relatedness,h1_ngramProb,h2_ngramProb
56,56,56-a,56,pun,0,inn,hotel,1.902320928,-0.065879193,0.002790458,0.002790458
56,56,56-a,56,pun,0,inn,made,-0.564564491,-0.071033816,0.001835369,0.001835369
56,56,56-a,56,pun,0,inn,sleep,1.426429404,-0.208159509,0.001873984,0.001873984
56,56,56-a,56,pun,0,inn,stayed,0.708630598,0.302022196,0.000206465,0.000206465
56,56,56-a,56,pun,0,inn,sure,-0.796065211,-0.314133727,0.022913108,0.022913108
57,57,57-a,57,pun,0,idol,idol,3,-2,7.76E-09,3.18E-06
57,57,57-a,57,pun,0,idol,celebrity,1.630079064,-0.497385494,8.57E-06,8.57E-06
57,57,57-a,57,pun,0,idol,looking,-0.237904966,-0.067710448,0.002844868,0.002844868
57,57,57-a,57,pun,0,idol,realized,-0.382846755,-0.71578071,0.005427062,0.005427062
57,57,57-a,57,pun,0,idol,spent,-0.810311842,-0.533821451,4.94E-05,4.94E-05
57,57,57-a,57,pun,0,idol,time,-0.582583342,0.693466411,0.752342955,0.752342955
57,57,57-a,57,pun,0,idol,want,0.125242085,-0.65285615,0.094877583,0.094877583
58,58,58-a,58,pun,0,maid,maid,3,-2,1.64E-08,0.001269567
58,58,58-a,58,pun,0,maid,clean,1.43335711,-0.217471608,0.000297567,0.000297567
58,58,58-a,58,pun,0,maid,up,-0.636687235,0.028415389,0.295078978,0.295078978
58,58,58-a,58,pun,0,maid,want,-0.346160818,-0.390418074,0.05757843,0.05757843
59,59,59-a,59,pun,0,nun,nun,3,-2,0.000318878,0.000318878
59,59,59-a,59,pun,0,nun,cared,0.258241812,-0.719476434,0.000101944,0.000101944
59,59,59-a,59,pun,0,nun,church,1.511023217,-0.661351908,0.000700956,0.000700956
59,59,59-a,59,pun,0,nun,new,-0.512519397,-0.636518895,0.004308022,0.004308022
59,59,59-a,59,pun,0,nun,opened,-0.725367293,-0.694379985,0.00077689,0.00077689
60,60,60-a,60,pun,0,mourning,mourning,3,-2,1.72E-08,8.23E-05
60,60,60-a,60,pun,0,mourning,cried,1.519026606,-0.622012371,7.23E-06,7.23E-06
60,60,60-a,60,pun,0,mourning,up,-0.130271793,0.98398147,0.696966825,0.696966825
60,60,60-a,60,pun,0,mourning,woke,-0.343863179,1.54108883,0.001046846,0.001046846
61,61,61-a,61,pun,0,meat,meat,3,-2,8.89E-08,0.003162543
61,61,61-a,61,pun,0,meat,butcher,1.86152445,-0.480239123,3.75E-06,3.75E-06
61,61,61-a,61,pun,0,meat,glad,-0.624577141,0.214778506,0.004279714,0.004279714
61,61,61-a,61,pun,0,meat,very,-0.750802155,-0.635296521,0.000376648,0.000376648
62,62,62-a,62,pun,0,reel,reel,3,-2,9.66E-07,0.000718373
62,62,62-a,62,pun,0,reel,believe,-0.517334344,0.857271047,1,1
62,62,62-a,62,pun,0,reel,caught,0.309116965,-0.65036339,4.22E-05,4.22E-05
62,62,62-a,62,pun,0,reel,fisherman,1.367889734,-0.26450889,4.10E-06,4.10E-06
62,62,62-a,62,pun,0,reel,think,-0.575037021,-0.281010289,0.012842711,0.012842711
63,63,63-a,63,pun,0,pear,pear,3,-2,3.11E-06,0.019924376
63,63,63-a,63,pun,0,pear,brave,-0.784706099,-0.727246795,0.00025496,0.00025496
63,63,63-a,63,pun,0,pear,enough,-0.742273829,-0.415330884,0.365254088,0.365254088
63,63,63-a,63,pun,0,pear,farmer,0.818799098,-0.57056734,0.001818072,0.001818072
63,63,63-a,63,pun,0,pear,fruit,1.888157498,-0.064065931,2.69E-05,2.69E-05
63,63,63-a,63,pun,0,pear,grow,0.684217304,-0.085698222,0.000129635,0.000129635
64,64,64-a,64,pun,0,pray,pray,3,-2,0.00177326,0.248367529
64,64,64-a,64,pun,0,pray,birds,-0.31666961,0.980555011,0.000139082,0.000139082
64,64,64-a,64,pun,0,pray,birds,-0.31666961,0.980555011,0.000139082,0.000139082
64,64,64-a,64,pun,0,pray,parish,1.555833381,-0.329569116,0.000146848,0.000146848
65,65,65-a,65,pun,0,root,root,3,-2,0.000210505,0.003023252
65,65,65-a,65,pun,0,root,better,-0.653153598,-0.074700608,0.020751253,0.020751253
65,65,65-a,65,pun,0,root,different,-0.628259539,0.072262058,0.004299861,0.004299861
65,65,65-a,65,pun,0,root,farm,0.785424192,-0.324646459,0.002357994,0.002357994
65,65,65-a,65,pun,0,root,make,-0.640564017,-0.136643945,0.026557031,0.026557031
65,65,65-a,65,pun,0,root,take,-0.599633919,0.425023793,0.017305067,0.017305067
65,65,65-a,65,pun,0,root,tree,1.261934181,-0.493103037,0.000496442,0.000496442
65,65,65-a,65,pun,0,root,want,-0.821371667,-0.533964192,0.055206048,0.055206048
65,65,65-a,65,pun,0,root,way,-0.54305294,1.57234326,0.040802401,0.040802401
66,66,1-a,1,depunned,0,prophet,prophet,3,-2,7.65E-06,0.008212017
66,66,1-a,1,depunned,0,prophet,nationalism,-0.058351208,-0.021314378,2.89E-06,2.89E-06
66,66,1-a,1,depunned,0,prophet,non,-0.650018431,0.76452703,0.004594684,0.004594684
66,66,1-a,1,depunned,0,prophet,organization,0.123608176,1.344302809,0.0041841,0.186085554
67,67,2-a,2,depunned,0,pi,pi,3,-2,5.99E-08,3.02E-05
67,67,2-a,2,depunned,0,pi,get,-0.532050103,-0.213873793,0.001007091,0.001007091
67,67,2-a,2,depunned,0,pi,large,-0.196874277,0.203214357,7.97E-05,7.97E-05
67,67,2-a,2,depunned,0,pi,waistline,-0.7108886,0.520186144,1.72E-05,1.72E-05
68,68,3-a,3,depunned,0,knead,knead,3,-2,4.51E-06,0.000354314
68,68,3-a,3,depunned,0,knead,basis,-0.724020559,0.363879125,0.000406952,0.000406952
68,68,3-a,3,depunned,0,knead,cake,0.12823403,-0.555317628,1,1
68,68,3-a,3,depunned,0,knead,know,-0.664626706,-0.08894483,0.144296655,0.04996604
68,68,3-a,3,depunned,0,knead,mothers,-0.548335746,0.424642178,1.55E-05,1.55E-05
68,68,3-a,3,depunned,0,knead,recipes,1.004924966,-0.181518542,0.004878049,0.004878049
68,68,3-a,3,depunned,0,knead,trade,-0.58008783,0.499910519,0.000182953,0.000182953
69,69,4-a,4,depunned,0,oar,oar,3,-2,6.38E-06,0.006624374
69,69,4-a,4,depunned,0,oar,choose,-0.51196844,1.166963655,0.000435279,0.000435279
69,69,4-a,4,depunned,0,oar,customer,-0.718695956,-0.604678545,0.001567398,0.001567398
69,69,4-a,4,depunned,0,oar,either,-0.745201312,1.802274457,0.002043225,0.002043225
69,69,4-a,4,depunned,0,oar,indecisive,-0.736316505,0.924511546,2.59E-07,2.59E-07
69,69,4-a,4,depunned,0,oar,not,-0.73898887,0.061294261,0.091544261,0.091544261
70,70,5-a,5,depunned,0,tiers,tiers,3,-2,9.29E-06,0.001616521
70,70,5-a,5,depunned,0,tiers,emotional,-0.093719285,1.613409237,0.00184464,0.00184464
70,70,5-a,5,depunned,0,tiers,even,-0.21256834,-0.643260403,0.002463054,0.002463054
70,70,5-a,5,depunned,0,tiers,mother-in-law,-0.581648779,0.008489572,3.54E-07,3.54E-07
70,70,5-a,5,depunned,0,tiers,wedding,0.363679868,1.167013135,0.000108909,0.000108909
71,71,6-a,6,depunned,0,poll,poll,3,-2,0.553571429,0.00255102
71,71,6-a,6,depunned,0,poll,conduct,0.79637133,-0.131050615,0.001688519,0.001688519
71,71,6-a,6,depunned,0,poll,country,-0.020817463,-0.441639232,0.000281747,0.000281747
71,71,6-a,6,depunned,0,poll,decided,0.888379398,-0.438823318,4.32E-06,4.32E-06
71,71,6-a,6,depunned,0,poll,gallup,0.685861504,0.133668179,4.41E-07,4.41E-07
71,71,6-a,6,depunned,0,poll,new,-0.30941208,-0.573021617,0.00257802,0.00257802
72,72,7-a,7,depunned,0,bored,bored,3,-2,1.59E-06,0.000906885
72,72,7-a,7,depunned,0,bored,chairman,-0.257766851,1.891566794,3.27E-06,3.27E-06
72,72,7-a,7,depunned,0,bored,executive,-0.232066116,1.514850716,1.23E-06,1.23E-06
72,72,7-a,7,depunned,0,bored,galas,-0.687181246,-0.540874047,0.000112435,0.000112435
73,73,8-a,8,depunned,0,greece,greece,3,-2,3.54E-05,3.54E-05
73,73,8-a,8,depunned,0,greece,dolmas,0.557215052,-0.274341775,3.71E-08,3.71E-08
73,73,8-a,8,depunned,0,greece,know,-0.577456692,-0.669045928,0.41771103,0.41771103
73,73,8-a,8,depunned,0,greece,made,-0.564552226,-0.586369571,0.017022944,0.017022944
74,74,9-a,9,depunned,0,sine,sine,3,-2,5.01E-06,0.00028678
74,74,9-a,9,depunned,0,sine,above,-0.539975973,-0.011263401,0.002057613,0.025008522
74,74,9-a,9,depunned,0,sine,biology,-0.500066547,-0.394003312,1.12E-06,1.12E-06
74,74,9-a,9,depunned,0,sine,hoping,-0.763760078,-0.145123348,0.00705997,0.00705997
74,74,9-a,9,depunned,0,sine,prayed,-0.781460533,0.347605059,0.000189712,0.000189712
74,74,9-a,9,depunned,0,sine,tests,-0.122511114,-0.19480109,7.57E-05,7.57E-05
75,75,10-a,10,depunned,0,principal,principal,3,-2,0.000103273,0.000160723
75,75,10-a,10,depunned,0,principal,church,-0.313258918,0.263537248,5.44E-06,5.44E-06
75,75,10-a,10,depunned,0,principal,disliked,-0.136515567,0.099790292,0.003875969,0.003875969
75,75,10-a,10,depunned,0,principal,john,-0.059251367,-0.438655141,9.99E-05,9.99E-05
75,75,10-a,10,depunned,0,principal,just,0.366797927,1.030609819,0.013383341,0.013383341
75,75,10-a,10,depunned,0,principal,not,-0.750032,-0.574541502,0.066361031,0.066361031
76,76,11-a,11,depunned,0,cd,cd,3,-2,0.000183862,4.05E-05
76,76,11-a,11,depunned,0,cd,grocery,-0.812398877,-0.325687241,1.61E-05,1.61E-05
76,76,11-a,11,depunned,0,cd,part,-0.422293117,-0.118107336,1.77E-05,0.030030785
76,76,11-a,11,depunned,0,cd,stores,0.803521617,-0.392169307,0.627388535,0.627388535
76,76,11-a,11,depunned,0,cd,town,-0.67697029,-0.143891918,0.00152454,0.00152454
77,77,12-a,12,depunned,0,hare,hare,3,-2,4.27E-06,0.009617602
77,77,12-a,12,depunned,0,hare,got,-0.805884849,-0.523207923,0.001603048,0.001603048
77,77,12-a,12,depunned,0,hare,mad,-0.399919617,-0.399004337,0.016563766,0.016563766
77,77,12-a,12,depunned,0,hare,out,-0.832510067,-0.341957696,0.001177856,0.016072297
77,77,12-a,12,depunned,0,hare,professor,-0.809929124,-0.50178195,6.74E-05,6.74E-05
77,77,12-a,12,depunned,0,hare,pulled,-0.746881884,0.793711827,0.000107793,0.000107793
78,78,13-a,13,depunned,0,knotty,knotty,3,-2,2.11E-08,2.62E-05
78,78,13-a,13,depunned,0,knotty,admonished,-0.648839231,0.304300529,2.13E-06,2.13E-06
78,78,13-a,13,depunned,0,knotty,apparently,-0.750032,-0.483787797,1.76E-07,1.76E-07
78,78,13-a,13,depunned,0,knotty,boy,-0.524156448,0.340873612,0.014212582,0.014212582
78,78,13-a,13,depunned,0,knotty,father,-0.795986539,-0.415566217,0.027976248,0.027976248
78,78,13-a,13,depunned,0,knotty,young,-0.639578699,0.14893242,0.000226597,0.000226597
79,79,14-a,14,depunned,0,taut,taut,3,-2,8.95E-07,0.000679336
79,79,14-a,14,depunned,0,taut,learn,-0.576975932,1.71226036,0.000298194,0.000298194
79,79,14-a,14,depunned,0,taut,skateboard,-0.758430767,0.04259686,2.07E-07,2.07E-07
79,79,14-a,14,depunned,0,taut,tricks,-0.474706301,0.383502192,0.152877698,0.152877698
80,80,15-a,15,depunned,0,marx,marx,3,-2,6.55E-05,6.55E-05
80,80,15-a,15,depunned,0,marx,class,0.578105668,0.545062066,0.004524255,0.004524255
80,80,15-a,15,depunned,0,marx,dropped,-0.781460533,-0.166436781,2.04E-05,2.04E-05
80,80,15-a,15,depunned,0,marx,lousy,-0.700099018,-0.02914144,2.60E-05,2.60E-05
80,80,15-a,15,depunned,0,marx,math,-0.767959074,0.389682321,1.72E-05,1.72E-05
80,80,15-a,15,depunned,0,marx,out,-0.706776015,-0.468658789,0.080231427,0.080231427
81,81,16-a,16,depunned,0,hi,hi,3,-2,1.91E-07,0.001820567
81,81,16-a,16,depunned,0,hi,boy,-0.417689106,-0.437116177,9.75E-05,9.75E-05
81,81,16-a,16,depunned,0,hi,instinctively,-0.349854622,-0.38716255,1.27E-06,1.27E-06
81,81,16-a,16,depunned,0,hi,natural,-0.689691795,-0.157847829,0.001468838,0.001468838
81,81,16-a,16,depunned,0,hi,risks,-0.304743819,0.459151963,0.003367003,0.003367003
81,81,16-a,16,depunned,0,hi,takes,-0.693282177,-0.668717148,0.000168095,0.000168095
82,82,17-a,17,depunned,0,daze,daze,3,-2,2.48E-06,0.000194323
82,82,17-a,17,depunned,0,daze,end,-0.781159905,-0.001792814,0.000736362,0.000736362
82,82,17-a,17,depunned,0,daze,having,-0.930877055,-0.402625515,0.000401043,0.000401043
82,82,17-a,17,depunned,0,daze,longs,-0.340935657,-0.17518217,3.81E-06,3.81E-06
82,82,17-a,17,depunned,0,daze,school,-0.178407141,0.829777152,0.001206045,0.001206045
82,82,17-a,17,depunned,0,daze,teacher,-0.653580937,-0.010627663,7.98E-05,7.98E-05
82,82,17-a,17,depunned,0,daze,time,-0.436061797,1.575538749,0.095746633,0.095746633
82,82,17-a,17,depunned,0,daze,tough,-0.333186385,0.093878323,0.003277466,0.003277466
83,83,18-a,18,depunned,0,prose,prose,3,-2,1.60E-07,0.00143195
83,83,18-a,18,depunned,0,prose,bankers,-0.691174695,0.022727157,4.12E-06,4.12E-06
83,83,18-a,18,depunned,0,prose,cons,-0.587049833,1.562762916,0.001547663,0.913677266
83,83,18-a,18,depunned,0,prose,jail,-0.696797307,-0.674232177,4.35E-05,4.35E-05
84,84,19-a,19,depunned,0,plane,plane,3,-2,6.49E-07,0.000276311
84,84,19-a,19,depunned,0,plane,driving,-0.083360439,-0.610864636,0.00075173,0.00075173
84,84,19-a,19,depunned,0,plane,eat,-0.144761088,-0.226245133,0.000591484,0.000591484
84,84,19-a,19,depunned,0,plane,expect,-0.382682084,-0.672960552,0.004653195,0.004653195
84,84,19-a,19,depunned,0,plane,fancy,-0.202904824,0.324450008,9.65E-06,9.65E-06
84,84,19-a,19,depunned,0,plane,food,0.151330212,0.23343159,0.000261165,3.40E-06
84,84,19-a,19,depunned,0,plane,not,-0.749886832,-0.288942001,0.004376542,0.004376542
85,85,20-a,20,depunned,0,dam,dam,3,-2,7.80E-06,0.000382615
85,85,20-a,20,depunned,0,dam,best,-0.739470846,-0.310985493,0.023805773,0.023805773
85,85,20-a,20,depunned,0,dam,ever,-0.714138324,-0.570525947,0.014714464,0.014714464
85,85,20-a,20,depunned,0,dam,horror,-0.572337553,0.336131541,8.91E-05,8.91E-05
85,85,20-a,20,depunned,0,dam,movie,-0.735985557,-0.585364406,0.000804505,0.01329138
85,85,20-a,20,depunned,0,dam,movie,-0.735985557,-0.585364406,0.000804505,0.01329138
85,85,20-a,20,depunned,0,dam,night,-0.520710889,-0.514829836,0.619608707,0.619608707
85,85,20-a,20,depunned,0,dam,saw,-0.307453941,-0.763361954,8.07E-05,8.07E-05
85,85,20-a,20,depunned,0,dam,seen,-0.690693545,-0.680358393,0.20609126,0.20609126
86,86,21-a,21,depunned,0,hertz,hertz,3,-2,9.61E-06,0.000653206
86,86,21-a,21,depunned,0,hertz,horse,-0.772358068,-0.473041096,9.72E-05,9.72E-05
86,86,21-a,21,depunned,0,hertz,slow,-0.302989984,-0.470437756,0.002751829,0.002751829
87,87,22-a,22,depunned,0,role,role,3,-2,0.000143047,0.00177263
87,87,22-a,22,depunned,0,role,directors,1.313794948,0.161933505,4.72E-05,4.72E-05
87,87,22-a,22,depunned,0,role,great,-0.283150414,-0.515024286,0.002108573,0.002108573
87,87,22-a,22,depunned,0,role,movie,1.532476003,0.594719169,0.003838163,0.003838163
88,88,23-a,23,depunned,0,collar,collar,3,-2,2.17E-08,2.19E-06
88,88,23-a,23,depunned,0,collar,id,0.40944158,1.368685278,0.001560062,0.662939087
88,88,23-a,23,depunned,0,collar,man,0.233988351,0.085463008,0.000301565,0.000301565
88,88,23-a,23,depunned,0,collar,name,-0.106902364,0.722813874,0.030315812,0.030315812
88,88,23-a,23,depunned,0,collar,pocket,0.491531192,-0.282536407,3.07E-05,3.07E-05
88,88,23-a,23,depunned,0,collar,put,-0.622695174,-0.719297165,0.001099651,0.001099651
88,88,23-a,23,depunned,0,collar,shirt,1.569426463,-0.621766767,0.000598728,0.000598728
89,89,24-a,24,depunned,0,steal,steal,3,-2,3.57E-06,0.002334302
89,89,24-a,24,depunned,0,steal,bodybuilders,-0.649597703,0.250448323,9.74E-07,9.74E-07
89,89,24-a,24,depunned,0,steal,muscles,-0.453849102,-0.143208756,0.001449275,0.001449275
90,90,25-a,25,depunned,0,dye,dye,3,-2,2.07E-05,0.003659832
90,90,25-a,25,depunned,0,dye,actress,-0.191653442,-0.37253657,0.000629431,0.000629431
90,90,25-a,25,depunned,0,dye,saw,-0.701321696,-0.302942596,0.001022445,0.001022445
90,90,25-a,25,depunned,0,dye,thought,-0.82578583,-0.598395341,0.023809524,0.023809524
90,90,25-a,25,depunned,0,dye,wrinkle,-0.271485603,-0.059769336,2.98E-07,2.98E-07
91,91,26-a,26,depunned,0,waist,waist,3,-2,1.10E-05,0.001325203
91,91,26-a,26,depunned,0,waist,cardboard,-0.76867622,0.720292439,4.45E-06,4.45E-06
91,91,26-a,26,depunned,0,waist,fort,-0.700031899,-0.684103355,0.000135538,0.000135538
91,91,26-a,26,depunned,0,waist,paper,-0.586922992,0.715106249,0.001860112,0.005243397
92,92,27-a,27,depunned,0,feet,feet,3,-2,6.83E-05,0.003434645
92,92,27-a,27,depunned,0,feet,able,-0.318576775,0.192267427,0.000181792,0.000181792
92,92,27-a,27,depunned,0,feet,being,-0.606391309,-0.32027531,0.000403493,0.000403493
92,92,27-a,27,depunned,0,feet,fit,-0.037323991,-0.561509507,0.000929975,0.000929975
92,92,27-a,27,depunned,0,feet,fourteen,0.377560615,-0.690051472,0.000128783,0.000128783
92,92,27-a,27,depunned,0,feet,pants,0.112402272,-0.603770822,0.001410437,0.001410437
92,92,27-a,27,depunned,0,feet,quite,-0.593675754,-0.190079146,0.002629551,0.002629551
92,92,27-a,27,depunned,0,feet,size,0.721870727,-0.45251572,0.000210052,0.000210052
93,93,28-a,28,depunned,0,aloud,aloud,3,-2,1.54E-05,0.004214152
93,93,28-a,28,depunned,0,aloud,intern,-0.802449265,-0.329641635,6.07E-06,6.07E-06
93,93,28-a,28,depunned,0,aloud,not,-0.538579436,-0.329427842,0.054371899,0.054371899
93,93,28-a,28,depunned,0,aloud,say,1.335776396,-0.033663658,0.03768227,0.03768227
93,93,28-a,28,depunned,0,aloud,wanted,-0.635801964,0.328884943,1.86E-05,1.86E-05
94,94,29-a,29,depunned,0,pail,pail,3,-2,1.23E-05,1.23E-05
94,94,29-a,29,depunned,0,pail,burdens,-0.494173788,-0.696741771,8.82E-05,8.82E-05
94,94,29-a,29,depunned,0,pail,carry,0.829926254,-0.217803528,0.000565375,0.000565375
94,94,29-a,29,depunned,0,pail,feeling,-0.685825422,-0.256058431,0.022727273,0.022727273
94,94,29-a,29,depunned,0,pail,start,-0.712694931,-0.750168933,0.000230681,0.000230681
94,94,29-a,29,depunned,0,pail,those,-0.716689837,-0.83061309,0.000448742,0.000448742
95,95,30-a,30,depunned,0,manor,manor,3,-2,1.57E-05,1.57E-05
95,95,30-a,30,depunned,0,manor,anchor,-0.544392635,-0.715960213,7.80E-05,7.80E-05
95,95,30-a,30,depunned,0,manor,family,0.646361356,0.026847491,0.000220556,0.000220556
95,95,30-a,30,depunned,0,manor,man's,-0.272675645,-0.295230845,4.64E-08,4.64E-08
95,95,30-a,30,depunned,0,manor,manor,2.17883931,-0.807980869,1.57E-05,1.57E-05
95,95,30-a,30,depunned,0,manor,speaking,-0.458717251,0.646434966,0.012554183,0.012554183
96,96,31-a,31,depunned,0,cache,cache,3,-2,2.14E-05,2.14E-05
96,96,31-a,31,depunned,0,cache,chips,-0.819637414,0.7956559,5.67E-05,5.67E-05
96,96,31-a,31,depunned,0,cache,competitor,-0.568240514,-0.141558575,3.66E-05,3.66E-05
96,96,31-a,31,depunned,0,cache,ended,-0.603802302,-0.454443007,7.43E-07,7.43E-07
96,96,31-a,31,depunned,0,cache,online,1.029892406,-0.181050587,0.000999355,0.000999355
96,96,31-a,31,depunned,0,cache,poker,-0.2132602,1.316488685,0.001892351,0.001892351
96,96,31-a,31,depunned,0,cache,suddenly,-0.675640845,-0.56330868,0.000302024,0.000302024
96,96,31-a,31,depunned,0,cache,tournament,-0.729033819,0.755545695,0.016668651,0.016668651
97,97,32-a,32,depunned,0,reign,reign,3,-2,8.55E-05,2.86E-05
97,97,32-a,32,depunned,0,reign,autumn,-0.481891487,1.09296528,0.000211871,0.000211871
97,97,32-a,32,depunned,0,reign,britain,1.042022668,0.061046913,3.83E-05,3.83E-05
97,97,32-a,32,depunned,0,reign,long,0.642961873,-0.350116242,0.008937778,0.008937778
97,97,32-a,32,depunned,0,reign,place,-0.024887767,-0.136697917,0.001697551,0.001697551
97,97,32-a,32,depunned,0,reign,wet,-0.759895853,2.093230813,3.14E-05,3.14E-05
98,98,33-a,33,depunned,0,thyme,thyme,3,-2,0.001424501,0.001424501
98,98,33-a,33,depunned,0,thyme,extra,-0.718040206,0.421663016,0.00016313,0.00016313
98,98,33-a,33,depunned,0,thyme,gardeners,1.344828955,-0.444254531,2.35E-06,2.35E-06
98,98,33-a,33,depunned,0,thyme,get,-0.459086859,-0.3333092,2.52E-05,2.52E-05
98,98,33-a,33,depunned,0,thyme,tomato,0.508965321,-0.573106796,9.36E-06,9.36E-06
98,98,33-a,33,depunned,0,thyme,work,-0.633998157,0.870582592,0.013544431,0.013544431
99,99,34-a,34,depunned,0,pore,pore,3,-2,7.90E-07,0.000973238
99,99,34-a,34,depunned,0,pore,bad,-0.52912533,0.507396557,0.000908598,0.000908598
99,99,34-a,34,depunned,0,pore,excuse,-0.797260382,0.546949903,2.97E-05,0.008747806
99,99,34-a,34,depunned,0,pore,say,-0.721007352,-0.598910423,0.032560735,0.032560735
99,99,34-a,34,depunned,0,pore,say,-0.721007352,-0.598910423,0.032560735,0.032560735
99,99,34-a,34,depunned,0,pore,teeth,-0.45572585,-0.014939574,0.007209183,0.007209183
100,100,35-a,35,depunned,0,gilt,gilt,3,-2,1.15E-06,7.52E-06
100,100,35-a,35,depunned,0,gilt,complex,-0.330724331,0.662758497,0.002152487,0.058107033
100,100,35-a,35,depunned,0,gilt,like,-0.379747841,-0.621661154,0.013874891,0.013874891
100,100,35-a,35,depunned,0,gilt,paint,-0.023620318,-0.781460533,8.87E-05,8.87E-05
100,100,35-a,35,depunned,0,gilt,people,-0.302710537,0.305665447,0.000798238,0.000798238
100,100,35-a,35,depunned,0,gilt,purple,-0.687010578,-0.803089329,3.94E-05,3.94E-05
101,101,36-a,36,depunned,0,heir,heir,3,-2,2.24E-06,2.24E-06
101,101,36-a,36,depunned,0,heir,careless,-0.407451013,1.378747103,7.69E-05,1.78E-05
102,102,37-a,37,depunned,0,son,son,3,-2,1.54E-05,1.54E-05
102,102,37-a,37,depunned,0,son,got,-0.750504706,-0.646079413,0.009369958,0.009369958
102,102,37-a,37,depunned,0,son,only,0.055293382,-0.665076312,1.37E-05,1.37E-05
102,102,37-a,37,depunned,0,son,parrot,-0.712210007,-0.474117686,6.93E-06,6.93E-06
102,102,37-a,37,depunned,0,son,rest,-0.494602382,-0.515133451,1.67E-06,1.67E-06
103,103,38-a,38,depunned,0,c's,c's,3,-2,2.61E-09,2.61E-09
103,103,38-a,38,depunned,0,c's,cannot,-0.561368366,-0.834120549,2.41E-06,2.41E-06
103,103,38-a,38,depunned,0,c's,choristers,-0.164473832,-0.568711897,1.26E-07,1.26E-07
103,103,38-a,38,depunned,0,c's,high,-0.577071422,1.15987515,0.003584376,0.003584376
103,103,38-a,38,depunned,0,c's,hit,-0.752815211,-0.617809813,0.001358696,0.001358696
103,103,38-a,38,depunned,0,c's,make,-0.583384169,-0.650018431,1,1
103,103,38-a,38,depunned,0,c's,novice,-0.620696349,-0.59044442,5.81E-06,5.81E-06
103,103,38-a,38,depunned,0,c's,singers,-0.351746838,-0.721792247,0.00015706,0.00015706
103,103,38-a,38,depunned,0,c's,terrible,-0.480278263,0.208366564,1,1
104,104,39-a,39,depunned,0,watt,watt,3,-2,5.39E-05,0.009585353
104,104,39-a,39,depunned,0,watt,bright,1.27752717,-0.808464664,0.000229475,0.000229475
104,104,39-a,39,depunned,0,watt,knows,-0.750032,0.249689963,0.001618123,0.001618123
104,104,39-a,39,depunned,0,watt,optometrist,-0.569010045,-0.808577347,5.83E-07,5.83E-07
104,104,39-a,39,depunned,0,watt,spark,0.669217971,-0.667509975,0.001762779,0.001762779
104,104,39-a,39,depunned,0,watt,what's,-0.750032,1.727922581,1.04E-07,1.04E-07
105,105,40-a,40,depunned,0,razor,razor,3,-2,1.04E-06,0.037657472
105,105,40-a,40,depunned,0,razor,balance,-0.528023149,-0.109023983,9.04E-05,9.04E-05
105,105,40-a,40,depunned,0,razor,budget,-0.576139639,-0.304511824,0.088858459,0.088858459
105,105,40-a,40,depunned,0,razor,fund,-0.729274222,0.810271506,0.000170616,0.000170616
105,105,40-a,40,depunned,0,razor,mayor,-0.795271193,-0.482292327,0.000152901,0.000152901
105,105,40-a,40,depunned,0,razor,turned,-0.706402674,-0.628219204,0.000100422,0.000100422
105,105,40-a,40,depunned,0,razor,wanted,-0.461981485,-0.503213354,0.00062293,0.00062293
106,106,1-a,1,nonpun,0,prophet,prophet,3,-2,0.004805646,6.45E-06
106,106,1-a,1,nonpun,0,prophet,biblical,1.588613486,0.00843384,2.26E-05,2.26E-05
106,106,1-a,1,nonpun,0,prophet,daniel,0.940627052,-0.701428367,4.93E-05,4.93E-05
106,106,1-a,1,nonpun,0,prophet,dreams,0.673356808,-0.164648041,0.002766555,0.002766555
106,106,1-a,1,nonpun,0,prophet,interpreting,0.582899177,-0.448113581,2.16E-05,2.16E-05
106,106,1-a,1,nonpun,0,prophet,known,0.192213498,-0.483403419,0.000395257,1
107,107,2-a,2,nonpun,0,pi,pi,3,-2,3.75E-05,1.61E-06
107,107,2-a,2,nonpun,0,pi,decimal,1.946459381,-0.161627302,0.000271252,0.000271252
107,107,2-a,2,nonpun,0,pi,number,2.058125293,-0.251554178,0.002058857,0.002058857
107,107,2-a,2,nonpun,0,pi,places,-0.326949086,-0.808465975,0.376788553,0.376788553
107,107,2-a,2,nonpun,0,pi,recite,-0.258052741,-0.720087113,0.000532561,0.000532561
107,107,2-a,2,nonpun,0,pi,ten,-0.015977827,-0.651001302,0.00259423,0.00259423
107,107,2-a,2,nonpun,0,pi,up,-0.721837908,-0.785131387,0.000282805,0.010526316
108,108,3-a,3,nonpun,0,knead,knead,3,-2,3.97E-07,3.97E-07
108,108,3-a,3,nonpun,0,knead,bakers,1.643374608,-0.430311199,1.84E-06,1.84E-06
108,108,3-a,3,nonpun,0,knead,bread,1.618475041,-0.10745158,0.00013476,0.00013476
108,108,3-a,3,nonpun,0,knead,dough,1.859791531,-0.113527858,0.013202969,0.013202969
108,108,3-a,3,nonpun,0,knead,flour,1.425382654,-0.255373587,1,0.005
108,108,3-a,3,nonpun,0,knead,make,0.636051115,0.120106683,0.056826271,0.056826271
108,108,3-a,3,nonpun,0,knead,milk,-0.418691345,-0.051775025,0.013631924,0.013631924
108,108,3-a,3,nonpun,0,knead,together,0.501225391,-0.104110527,0.00932131,0.00932131
