uniquePairID,uniqueID,sentenceID,homophoneID,phoneticID,sentenceType,isOrig,homophone,word,relatedness,observed
1375,231,231,61-b,61,nonpun,0,meet,pals,0.552091521,0
1376,231,231,61-b,61,nonpun,0,meet,pen,-0.654525921,0
1381,232,232,62-b,62,nonpun,0,real,counterfeit,0.957410112,0
1382,232,232,62-b,62,nonpun,0,real,diamond,0.728779693,0
1385,232,232,62-b,62,nonpun,0,real,good,-0.159518835,0
1386,232,232,62-b,62,nonpun,0,real,just,0.295080021,0
1388,232,232,62-b,62,nonpun,0,real,not,-0.260656712,0
1390,232,232,62-b,62,nonpun,0,real,very,0.162943031,0
1410,233,233,63-b,63,nonpun,0,pair,matching,1.931825623,0
1411,233,233,63-b,63,nonpun,0,pair,socks,1.542811322,0
1433,234,234,64-b,64,nonpun,0,prey,eagle's,1.069484634,0
1434,234,234,64-b,64,nonpun,0,prey,easily,0.06409278,0
1435,234,234,64-b,64,nonpun,0,prey,mouse,1.243436964,0
1452,235,235,65-b,65,nonpun,0,route,faster,0.5684251,0
1453,235,235,65-b,65,nonpun,0,route,home,0.363142717,0
1455,235,235,65-b,65,nonpun,0,route,take,0.425023793,0
1460,235,235,65-b,65,nonpun,0,route,way,1.57234326,0
1,236,1,1-b,1,pun,1,profit,atheism,-0.293007439,0
12,236,1,1-b,1,pun,1,profit,non,0.76452703,0
13,236,1,1-b,1,pun,1,profit,organization,1.344302809,0
43,237,2,2-b,2,pun,1,pie,circumference,1.192320265,0
46,237,2,2-b,2,pun,1,pie,get,-0.213873793,0
47,237,2,2-b,2,pun,1,pie,large,0.203214357,0
71,238,3,3-b,3,pun,1,need,bakers,-0.430311199,0
72,238,3,3-b,3,pun,1,need,basis,0.363879125,0
73,238,3,3-b,3,pun,1,need,bread,-0.10745158,0
79,238,3,3-b,3,pun,1,need,know,-0.08894483,0
84,238,3,3-b,3,pun,1,need,recipes,-0.181518542,0
86,238,3,3-b,3,pun,1,need,trade,0.499910519,0
102,239,4,4-b,4,pun,1,or,choose,1.166963655,0
105,239,4,4-b,4,pun,1,or,either,1.802274457,0
107,239,4,4-b,4,pun,1,or,indecisive,0.924511546,0
108,239,4,4-b,4,pun,1,or,not,0.061294261,0
111,239,4,4-b,4,pun,1,or,rower,-0.722767904,0
114,240,5,5-b,5,pun,1,tears,cake,-0.733195769,0
116,240,5,5-b,5,pun,1,tears,emotional,1.613409237,0
117,240,5,5-b,5,pun,1,tears,even,-0.643260403,0
125,240,5,5-b,5,pun,1,tears,wedding,1.167013135,0
140,241,6,6-b,6,pun,1,pole,conduct,-0.131050615,0
142,241,6,6-b,6,pun,1,pole,country,-0.441639232,0
143,241,6,6-b,6,pun,1,pole,decided,-0.438823318,0
144,241,6,6-b,6,pun,1,pole,flag,1.600043247,0
146,241,6,6-b,6,pun,1,pole,new,-0.573021617,0
166,242,7,7-b,7,pun,1,board,chairman,1.891566794,0
169,242,7,7-b,7,pun,1,board,executive,1.514850716,0
173,242,7,7-b,7,pun,1,board,meetings,0.957355228,0
191,243,8,8-b,8,pun,1,grease,donuts,0.661854871,0
193,243,8,8-b,8,pun,1,grease,know,-0.669045928,0
194,243,8,8-b,8,pun,1,grease,made,-0.586369571,0
207,244,9,9-b,9,pun,1,sign,above,-0.011263401,0
213,244,9,9-b,9,pun,1,sign,hoping,-0.145123348,0
215,244,9,9-b,9,pun,1,sign,prayed,0.347605059,0
218,244,9,9-b,9,pun,1,sign,tests,-0.19480109,0
219,244,9,9-b,9,pun,1,sign,trigonometry,0.636264574,0
247,245,10,10-b,10,pun,1,principle,disliked,0.099790292,0
249,245,10,10-b,10,pun,1,principle,john,-0.438655141,0
250,245,10,10-b,10,pun,1,principle,just,1.030609819,0
253,245,10,10-b,10,pun,1,principle,not,-0.574541502,0
255,245,10,10-b,10,pun,1,principle,school,1.0686167,0
276,246,11,11-b,11,pun,1,seedy,music,-0.31297692,0
278,246,11,11-b,11,pun,1,seedy,part,-0.118107336,0
280,246,11,11-b,11,pun,1,seedy,stores,-0.392169307,0
281,246,11,11-b,11,pun,1,seedy,town,-0.143891918,0
284,247,12,12-b,12,pun,1,hair,got,-0.523207923,0
287,247,12,12-b,12,pun,1,hair,mad,-0.399004337,0
288,247,12,12-b,12,pun,1,hair,magician,-0.520019328,0
289,247,12,12-b,12,pun,1,hair,out,-0.341957696,0
292,247,12,12-b,12,pun,1,hair,pulled,0.793711827,0
317,248,13,13-b,13,pun,1,naughty,admonished,0.304300529,0
318,248,13,13-b,13,pun,1,naughty,apparently,-0.483787797,0
322,248,13,13-b,13,pun,1,naughty,father,-0.415566217,0
324,248,13,13-b,13,pun,1,naughty,pine,-0.793461446,0
325,248,13,13-b,13,pun,1,naughty,sapling,-0.624846796,0
326,248,13,13-b,13,pun,1,naughty,young,0.14893242,0
331,249,14,14-b,14,pun,1,taught,learn,1.71226036,0
334,249,14,14-b,14,pun,1,taught,rope,-0.121058026,0
337,249,14,14-b,14,pun,1,taught,tricks,0.383502192,0
349,250,15,15-b,15,pun,1,marks,class,0.545062066,0
350,250,15,15-b,15,pun,1,marks,communism,-0.606476564,0
351,250,15,15-b,15,pun,1,marks,dropped,-0.166436781,0
356,250,15,15-b,15,pun,1,marks,lousy,-0.02914144,0
358,250,15,15-b,15,pun,1,marks,out,-0.468658789,0
385,251,16,16-b,16,pun,1,high,boy,-0.437116177,0
387,251,16,16-b,16,pun,1,high,instinctively,-0.38716255,0
388,251,16,16-b,16,pun,1,high,natural,-0.157847829,0
389,251,16,16-b,16,pun,1,high,people,-0.059803808,0
396,251,16,16-b,16,pun,1,high,waves,0.804602748,0
398,252,17,17-b,17,pun,1,days,end,-0.001792814,0
399,252,17,17-b,17,pun,1,days,having,-0.402625515,0
401,252,17,17-b,17,pun,1,days,longs,-0.17518217,0
403,252,17,17-b,17,pun,1,days,school,0.829777152,0
405,252,17,17-b,17,pun,1,days,teacher,-0.010627663,0
406,252,17,17-b,17,pun,1,days,time,1.575538749,0
407,252,17,17-b,17,pun,1,days,tough,0.093878323,0
421,253,18,18-b,18,pun,1,pros,authors,0.040325601,0
423,253,18,18-b,18,pun,1,pros,cons,1.562762916,0
425,253,18,18-b,18,pun,1,pros,jail,-0.674232177,0
444,254,19,19-b,19,pun,1,plain,eat,-0.226245133,0
445,254,19,19-b,19,pun,1,plain,expect,-0.672960552,0
446,254,19,19-b,19,pun,1,plain,fancy,0.324450008,0
448,254,19,19-b,19,pun,1,plain,flying,-0.512024581,0
449,254,19,19-b,19,pun,1,plain,food,0.23343159,0
451,254,19,19-b,19,pun,1,plain,not,-0.288942001,0
479,255,20,20-b,20,pun,1,damn,beaver,0.156040259,0
480,255,20,20-b,20,pun,1,damn,best,-0.310985493,0
482,255,20,20-b,20,pun,1,damn,ever,-0.570525947,0
486,255,20,20-b,20,pun,1,damn,movie,-0.585364406,0
486,255,20,20-b,20,pun,1,damn,movie,-0.585364406,0
487,255,20,20-b,20,pun,1,damn,night,-0.514829836,0
489,255,20,20-b,20,pun,1,damn,saw,-0.763361954,0
491,255,20,20-b,20,pun,1,damn,seen,-0.680358393,0
502,256,21,21-b,21,pun,1,hurts,computer,-0.50140918,0
508,256,21,21-b,21,pun,1,hurts,slow,-0.470437756,0
523,257,22,22-b,22,pun,1,roll,actors,-0.305783932,0
527,257,22,22-b,22,pun,1,roll,great,-0.515024286,0
530,257,22,22-b,22,pun,1,roll,movie,0.594719169,0
537,258,23,23-b,23,pun,1,caller,id,1.368685278,0
538,258,23,23-b,23,pun,1,caller,man,0.085463008,0
539,258,23,23-b,23,pun,1,caller,name,0.722813874,0
540,258,23,23-b,23,pun,1,caller,neck,-0.492296779,0
543,258,23,23-b,23,pun,1,caller,put,-0.719297165,0
545,258,23,23-b,23,pun,1,caller,shirt,-0.621766767,0
577,259,24,24-b,24,pun,1,steel,muscles,-0.143208756,0
580,259,24,24-b,24,pun,1,steel,thieves,-0.301460132,0
583,260,25,25-b,25,pun,1,die,actress,-0.37253657,0
585,260,25,25-b,25,pun,1,die,gray,0.011905704,0
586,260,25,25-b,25,pun,1,die,hair,-0.704851099,0
591,260,25,25-b,25,pun,1,die,saw,-0.302942596,0
593,260,25,25-b,25,pun,1,die,strands,-0.437879686,0
594,260,25,25-b,25,pun,1,die,thought,-0.598395341,0
620,261,26,26-b,26,pun,1,waste,belt,-0.347338501,0
621,261,26,26-b,26,pun,1,waste,cardboard,0.720292439,0
625,261,26,26-b,26,pun,1,waste,paper,0.715106249,0
629,262,27,27-b,27,pun,1,feat,able,0.192267427,0
630,262,27,27-b,27,pun,1,feat,being,-0.32027531,0
632,262,27,27-b,27,pun,1,feat,fit,-0.561509507,0
633,262,27,27-b,27,pun,1,feat,fourteen,-0.690051472,0
638,262,27,27-b,27,pun,1,feat,quite,-0.190079146,0
640,262,27,27-b,27,pun,1,feat,shoes,-0.582987908,0
641,262,27,27-b,27,pun,1,feat,size,-0.45251572,0
663,263,28,28-b,28,pun,1,allowed,mime,-0.701130918,0
664,263,28,28-b,28,pun,1,allowed,not,-0.329427842,0
667,263,28,28-b,28,pun,1,allowed,say,-0.033663658,0
671,263,28,28-b,28,pun,1,allowed,wanted,0.328884943,0
698,264,29,29-b,29,pun,1,pale,buckets,-0.029501143,0
700,264,29,29-b,29,pun,1,pale,carry,-0.217803528,0
702,264,29,29-b,29,pun,1,pale,feeling,-0.256058431,0
707,264,29,29-b,29,pun,1,pale,start,-0.750168933,0
708,264,29,29-b,29,pun,1,pale,those,-0.83061309,0
712,265,30,30-b,30,pun,1,manner,castle,0.10552875,0
715,265,30,30-b,30,pun,1,manner,home,-0.345664258,0
718,265,30,30-b,30,pun,1,manner,man's,-0.295230845,0
722,265,30,30-b,30,pun,1,manner,speaking,0.646434966,0
757,266,31,31-b,31,pun,1,cash,chips,0.7956559,0
759,266,31,31-b,31,pun,1,cash,computer,-0.123120412,0
762,266,31,31-b,31,pun,1,cash,ended,-0.454443007,0
763,266,31,31-b,31,pun,1,cash,online,-0.181050587,0
765,266,31,31-b,31,pun,1,cash,poker,1.316488685,0
768,266,31,31-b,31,pun,1,cash,suddenly,-0.56330868,0
770,266,31,31-b,31,pun,1,cash,tournament,0.755545695,0
774,267,32,32-b,32,pun,1,rain,britain,0.061046913,0
780,267,32,32-b,32,pun,1,rain,long,-0.350116242,0
782,267,32,32-b,32,pun,1,rain,place,-0.136697917,0
783,267,32,32-b,32,pun,1,rain,queen,-0.702310804,0
785,267,32,32-b,32,pun,1,rain,wet,2.093230813,0
815,268,33,33-b,33,pun,1,time,extra,0.421663016,0
818,268,33,33-b,33,pun,1,time,gardeners,-0.444254531,0
819,268,33,33-b,33,pun,1,time,get,-0.3333092,0
820,268,33,33-b,33,pun,1,time,herb,-0.532604413,0
826,268,33,33-b,33,pun,1,time,work,0.870582592,0
828,269,34,34-b,34,pun,1,poor,bad,0.507396557,0
831,269,34,34-b,34,pun,1,poor,excuse,0.546949903,0
835,269,34,34-b,34,pun,1,poor,say,-0.598910423,0
835,269,34,34-b,34,pun,1,poor,say,-0.598910423,0
836,269,34,34-b,34,pun,1,poor,skin,-0.24986229,0
869,270,35,35-b,35,pun,1,guilt,complex,0.662758497,0
873,270,35,35-b,35,pun,1,guilt,gold,-0.391441182,0
876,270,35,35-b,35,pun,1,guilt,like,-0.621661154,0
877,270,35,35-b,35,pun,1,guilt,paint,-0.781460533,0
878,270,35,35-b,35,pun,1,guilt,people,0.305665447,0
885,271,36,36-b,36,pun,1,err,human,0.408764856,0
911,272,37,37-b,37,pun,1,sun,boy,-0.761227994,0
914,272,37,37-b,37,pun,1,sun,got,-0.646079413,0
916,272,37,37-b,37,pun,1,sun,only,-0.665076312,0
918,272,37,37-b,37,pun,1,sun,rest,-0.515133451,0
936,273,38,38-b,38,pun,1,seas,cannot,-0.834120549,0
940,273,38,38-b,38,pun,1,seas,high,1.15987515,0
941,273,38,38-b,38,pun,1,seas,hit,-0.617809813,0
942,273,38,38-b,38,pun,1,seas,make,-0.650018431,0
944,273,38,38-b,38,pun,1,seas,novice,-0.59044442,0
945,273,38,38-b,38,pun,1,seas,pirates,1.633184002,0
948,273,38,38-b,38,pun,1,seas,singers,-0.721792247,0
950,273,38,38-b,38,pun,1,seas,terrible,0.208366564,0
966,274,39,39-b,39,pun,1,what,bright,-0.808464664,0
969,274,39,39-b,39,pun,1,what,electrician,-0.565610687,0
970,274,39,39-b,39,pun,1,what,knows,0.249689963,0
975,274,39,39-b,39,pun,1,what,spark,-0.667509975,0
980,274,39,39-b,39,pun,1,what,what's,1.727922581,0
983,275,40,40-b,40,pun,1,raiser,budget,-0.304511824,0
985,275,40,40-b,40,pun,1,raiser,fund,0.810271506,0
988,275,40,40-b,40,pun,1,raiser,mayor,-0.482292327,0
991,275,40,40-b,40,pun,1,raiser,slash,-0.899042296,0
992,275,40,40-b,40,pun,1,raiser,turned,-0.628219204,0
994,275,40,40-b,40,pun,1,raiser,wanted,-0.503213354,0
1016,276,41,41-b,41,pun,1,not,boyscouts,-0.764521658,0
1019,276,41,41-b,41,pun,1,not,know,-0.418404378,0
1021,276,41,41-b,41,pun,1,not,ropes,-0.748587042,0
1022,276,41,41-b,41,pun,1,not,tie,-0.658961115,0
1031,277,42,42-b,42,pun,1,would,ask,0.281509494,0
1031,277,42,42-b,42,pun,1,would,ask,0.281509494,0
1038,277,42,42-b,42,pun,1,would,trees,-0.589968992,0
1051,278,43,43-b,43,pun,1,grater,afraid,-0.660464671,0
1052,278,43,43-b,43,pun,1,grater,cheddar,1.420513106,0
1053,278,43,43-b,43,pun,1,grater,cheese,1.660631265,0
1054,278,43,43-b,43,pun,1,grater,colby,0.304746483,0
1056,278,43,43-b,43,pun,1,grater,jack,-0.583510489,0
1057,278,43,43-b,43,pun,1,grater,jr,-0.812516837,0
1058,278,43,43-b,43,pun,1,grater,person,-0.75143754,0
1059,278,43,43-b,43,pun,1,grater,school,-0.887355743,0
1069,279,44,44-b,44,pun,1,i,blind,-0.682200263,0
1072,279,44,44-b,44,pun,1,i,see,-0.407484277,0
1083,280,45,45-b,45,pun,1,sell,biology,-0.668966778,0
1086,280,45,45-b,45,pun,1,sell,keep,0.284274609,0
1087,280,45,45-b,45,pun,1,sell,know,-0.406087292,0
1090,280,45,45-b,45,pun,1,sell,program,0.163641109,0
1091,280,45,45-b,45,pun,1,sell,whether,-0.557729007,0
1094,281,46,46-b,46,pun,1,cent,cost,1.670044311,0
1096,281,46,46-b,46,pun,1,cent,get,-0.590832723,0
1099,281,46,46-b,46,pun,1,cent,rid,-0.686738689,0
1100,281,46,46-b,46,pun,1,cent,smell,-0.846756795,0
1113,282,47,47-b,47,pun,1,coarse,class,-0.333612223,0
1115,282,47,47-b,47,pun,1,coarse,just,-0.606275298,0
1116,282,47,47-b,47,pun,1,coarse,liking,-0.687722396,0
1117,282,47,47-b,47,pun,1,coarse,rough,1.849272922,0
1119,282,47,47-b,47,pun,1,coarse,stick,-0.381049564,0
1121,282,47,47-b,47,pun,1,coarse,tried,-0.722080095,0
1135,283,48,48-b,48,pun,1,dear,pet,0.1898141,0
1136,283,48,48-b,48,pun,1,dear,very,-0.202505068,0
1142,284,49,49-b,49,pun,1,be,hive,-0.67396499,0
1144,284,49,49-b,49,pun,1,be,long,-0.371411379,0
1149,284,49,49-b,49,pun,1,be,want,-0.212850968,0
1170,285,50,50-b,50,pun,1,break,careful,0.065577869,0
1172,285,50,50-b,50,pun,1,break,fast,0.481797687,0
1174,285,50,50-b,50,pun,1,break,not,-0.585134454,0
1176,285,50,50-b,50,pun,1,break,really,-0.433639757,0
1177,285,50,50-b,50,pun,1,break,run,0.360466076,0
1196,286,51,51-b,51,pun,1,flower,brought,0.069641627,0
1197,286,51,51-b,51,pun,1,flower,chef,-0.748757797,0
1198,286,51,51-b,51,pun,1,flower,day,0.027390137,0
1200,286,51,51-b,51,pun,1,flower,girlfriend,0.549974398,0
1203,286,51,51-b,51,pun,1,flower,pastry,-0.338104018,0
1207,286,51,51-b,51,pun,1,flower,valentine's,1.36529413,0
1209,287,52,52-b,52,pun,1,fair,driver,-0.431253583,0
1211,287,52,52-b,52,pun,1,fair,insisted,-0.061648,0
1215,287,52,52-b,52,pun,1,fair,toll,0.367733434,0
1216,287,52,52-b,52,pun,1,fair,wasn't,-0.035485422,0
1226,288,53,53-b,53,pun,1,heal,foot,-0.087361429,0
1227,288,53,53-b,53,pun,1,heal,injured,1.472511115,0
1228,288,53,53-b,53,pun,1,heal,just,-0.688196532,0
1246,289,54,54-b,54,pun,1,him,perform,0.109566256,0
1247,289,54,54-b,54,pun,1,him,priest,0.835605283,0
1250,289,54,54-b,54,pun,1,him,song,-0.550481657,0
1251,289,54,54-b,54,pun,1,him,wrote,-0.268573499,0
1265,290,55,55-b,55,pun,1,knows,best,0.197022525,0
1267,290,55,55-b,55,pun,1,knows,mother,0.096348478,0
1280,291,56,56-b,56,pun,1,in,hotel,-0.065879193,0
1281,291,56,56-b,56,pun,1,in,made,-0.071033816,0
1283,291,56,56-b,56,pun,1,in,sleep,-0.208159509,0
1284,291,56,56-b,56,pun,1,in,stayed,0.302022196,0
1285,291,56,56-b,56,pun,1,in,sure,-0.314133727,0
1295,292,57,57-b,57,pun,1,idle,celebrity,-0.497385494,0
1299,292,57,57-b,57,pun,1,idle,looking,-0.067710448,0
1301,292,57,57-b,57,pun,1,idle,realized,-0.71578071,0
1303,292,57,57-b,57,pun,1,idle,spent,-0.533821451,0
1305,292,57,57-b,57,pun,1,idle,time,0.693466411,0
1306,292,57,57-b,57,pun,1,idle,want,-0.65285615,0
1320,293,58,58-b,58,pun,1,made,clean,-0.217471608,0
1322,293,58,58-b,58,pun,1,made,up,0.028415389,0
1323,293,58,58-b,58,pun,1,made,want,-0.390418074,0
1329,294,59,59-b,59,pun,1,none,cared,-0.719476434,0
1330,294,59,59-b,59,pun,1,none,church,-0.661351908,0
1333,294,59,59-b,59,pun,1,none,new,-0.636518895,0
1334,294,59,59-b,59,pun,1,none,opened,-0.694379985,0
1347,295,60,60-b,60,pun,1,morning,cried,-0.622012371,0
1352,295,60,60-b,60,pun,1,morning,up,0.98398147,0
1353,295,60,60-b,60,pun,1,morning,woke,1.54108883,0
1371,296,61,61-b,61,pun,1,meet,butcher,-0.480239123,0
1373,296,61,61-b,61,pun,1,meet,glad,0.214778506,0
1378,296,61,61-b,61,pun,1,meet,very,-0.635296521,0
1379,297,62,62-b,62,pun,1,real,believe,0.857271047,0
1380,297,62,62-b,62,pun,1,real,caught,-0.65036339,0
1384,297,62,62-b,62,pun,1,real,fisherman,-0.26450889,0
1389,297,62,62-b,62,pun,1,real,think,-0.281010289,0
1405,298,63,63-b,63,pun,1,pair,brave,-0.727246795,0
1406,298,63,63-b,63,pun,1,pair,enough,-0.415330884,0
1407,298,63,63-b,63,pun,1,pair,farmer,-0.57056734,0
1408,298,63,63-b,63,pun,1,pair,fruit,-0.064065931,0
1409,298,63,63-b,63,pun,1,pair,grow,-0.085698222,0
1430,299,64,64-b,64,pun,1,prey,birds,0.980555011,0
1430,299,64,64-b,64,pun,1,prey,birds,0.980555011,0
1436,299,64,64-b,64,pun,1,prey,parish,-0.329569116,0
1449,300,65,65-b,65,pun,1,route,better,-0.074700608,0
1450,300,65,65-b,65,pun,1,route,different,0.072262058,0
1451,300,65,65-b,65,pun,1,route,farm,-0.324646459,0
1454,300,65,65-b,65,pun,1,route,make,-0.136643945,0
1455,300,65,65-b,65,pun,1,route,take,0.425023793,0
1456,300,65,65-b,65,pun,1,route,tree,-0.493103037,0
1459,300,65,65-b,65,pun,1,route,want,-0.533964192,0
1460,300,65,65-b,65,pun,1,route,way,1.57234326,0
11,301,66,1-b,1,depunned,1,profit,nationalism,-0.021314378,0
12,301,66,1-b,1,depunned,1,profit,non,0.76452703,0
13,301,66,1-b,1,depunned,1,profit,organization,1.344302809,0
46,302,67,2-b,2,depunned,1,pie,get,-0.213873793,0
47,302,67,2-b,2,depunned,1,pie,large,0.203214357,0
54,302,67,2-b,2,depunned,1,pie,waistline,0.520186144,0
72,303,68,3-b,3,depunned,1,need,basis,0.363879125,0
74,303,68,3-b,3,depunned,1,need,cake,-0.555317628,0
79,303,68,3-b,3,depunned,1,need,know,-0.08894483,0
82,303,68,3-b,3,depunned,1,need,mothers,0.424642178,0
84,303,68,3-b,3,depunned,1,need,recipes,-0.181518542,0
86,303,68,3-b,3,depunned,1,need,trade,0.499910519,0
102,304,69,4-b,4,depunned,1,or,choose,1.166963655,0
103,304,69,4-b,4,depunned,1,or,customer,-0.604678545,0
105,304,69,4-b,4,depunned,1,or,either,1.802274457,0
107,304,69,4-b,4,depunned,1,or,indecisive,0.924511546,0
108,304,69,4-b,4,depunned,1,or,not,0.061294261,0
116,305,70,5-b,5,depunned,1,tears,emotional,1.613409237,0
117,305,70,5-b,5,depunned,1,tears,even,-0.643260403,0
118,305,70,5-b,5,depunned,1,tears,mother-in-law,0.008489572,0
125,305,70,5-b,5,depunned,1,tears,wedding,1.167013135,0
140,306,71,6-b,6,depunned,1,pole,conduct,-0.131050615,0
142,306,71,6-b,6,depunned,1,pole,country,-0.441639232,0
143,306,71,6-b,6,depunned,1,pole,decided,-0.438823318,0
145,306,71,6-b,6,depunned,1,pole,gallup,0.133668179,0
146,306,71,6-b,6,depunned,1,pole,new,-0.573021617,0
166,307,72,7-b,7,depunned,1,board,chairman,1.891566794,0
169,307,72,7-b,7,depunned,1,board,executive,1.514850716,0
170,307,72,7-b,7,depunned,1,board,galas,-0.540874047,0
190,308,73,8-b,8,depunned,1,grease,dolmas,-0.274341775,0
193,308,73,8-b,8,depunned,1,grease,know,-0.669045928,0
194,308,73,8-b,8,depunned,1,grease,made,-0.586369571,0
207,309,74,9-b,9,depunned,1,sign,above,-0.011263401,0
209,309,74,9-b,9,depunned,1,sign,biology,-0.394003312,0
213,309,74,9-b,9,depunned,1,sign,hoping,-0.145123348,0
215,309,74,9-b,9,depunned,1,sign,prayed,0.347605059,0
218,309,74,9-b,9,depunned,1,sign,tests,-0.19480109,0
246,310,75,10-b,10,depunned,1,principle,church,0.263537248,0
247,310,75,10-b,10,depunned,1,principle,disliked,0.099790292,0
249,310,75,10-b,10,depunned,1,principle,john,-0.438655141,0
250,310,75,10-b,10,depunned,1,principle,just,1.030609819,0
253,310,75,10-b,10,depunned,1,principle,not,-0.574541502,0
275,311,76,11-b,11,depunned,1,seedy,grocery,-0.325687241,0
278,311,76,11-b,11,depunned,1,seedy,part,-0.118107336,0
280,311,76,11-b,11,depunned,1,seedy,stores,-0.392169307,0
281,311,76,11-b,11,depunned,1,seedy,town,-0.143891918,0
284,312,77,12-b,12,depunned,1,hair,got,-0.523207923,0
287,312,77,12-b,12,depunned,1,hair,mad,-0.399004337,0
289,312,77,12-b,12,depunned,1,hair,out,-0.341957696,0
291,312,77,12-b,12,depunned,1,hair,professor,-0.50178195,0
292,312,77,12-b,12,depunned,1,hair,pulled,0.793711827,0
317,313,78,13-b,13,depunned,1,naughty,admonished,0.304300529,0
318,313,78,13-b,13,depunned,1,naughty,apparently,-0.483787797,0
319,313,78,13-b,13,depunned,1,naughty,boy,0.340873612,0
322,313,78,13-b,13,depunned,1,naughty,father,-0.415566217,0
326,313,78,13-b,13,depunned,1,naughty,young,0.14893242,0
331,314,79,14-b,14,depunned,1,taught,learn,1.71226036,0
335,314,79,14-b,14,depunned,1,taught,skateboard,0.04259686,0
337,314,79,14-b,14,depunned,1,taught,tricks,0.383502192,0
349,315,80,15-b,15,depunned,1,marks,class,0.545062066,0
351,315,80,15-b,15,depunned,1,marks,dropped,-0.166436781,0
356,315,80,15-b,15,depunned,1,marks,lousy,-0.02914144,0
357,315,80,15-b,15,depunned,1,marks,math,0.389682321,0
358,315,80,15-b,15,depunned,1,marks,out,-0.468658789,0
385,316,81,16-b,16,depunned,1,high,boy,-0.437116177,0
387,316,81,16-b,16,depunned,1,high,instinctively,-0.38716255,0
388,316,81,16-b,16,depunned,1,high,natural,-0.157847829,0
390,316,81,16-b,16,depunned,1,high,risks,0.459151963,0
393,316,81,16-b,16,depunned,1,high,takes,-0.668717148,0
398,317,82,17-b,17,depunned,1,days,end,-0.001792814,0
399,317,82,17-b,17,depunned,1,days,having,-0.402625515,0
401,317,82,17-b,17,depunned,1,days,longs,-0.17518217,0
403,317,82,17-b,17,depunned,1,days,school,0.829777152,0
405,317,82,17-b,17,depunned,1,days,teacher,-0.010627663,0
406,317,82,17-b,17,depunned,1,days,time,1.575538749,0
407,317,82,17-b,17,depunned,1,days,tough,0.093878323,0
422,318,83,18-b,18,depunned,1,pros,bankers,0.022727157,0
423,318,83,18-b,18,depunned,1,pros,cons,1.562762916,0
425,318,83,18-b,18,depunned,1,pros,jail,-0.674232177,0
443,319,84,19-b,19,depunned,1,plain,driving,-0.610864636,0
444,319,84,19-b,19,depunned,1,plain,eat,-0.226245133,0
445,319,84,19-b,19,depunned,1,plain,expect,-0.672960552,0
446,319,84,19-b,19,depunned,1,plain,fancy,0.324450008,0
449,319,84,19-b,19,depunned,1,plain,food,0.23343159,0
451,319,84,19-b,19,depunned,1,plain,not,-0.288942001,0
480,320,85,20-b,20,depunned,1,damn,best,-0.310985493,0
482,320,85,20-b,20,depunned,1,damn,ever,-0.570525947,0
484,320,85,20-b,20,depunned,1,damn,horror,0.336131541,0
486,320,85,20-b,20,depunned,1,damn,movie,-0.585364406,0
486,320,85,20-b,20,depunned,1,damn,movie,-0.585364406,0
487,320,85,20-b,20,depunned,1,damn,night,-0.514829836,0
489,320,85,20-b,20,depunned,1,damn,saw,-0.763361954,0
491,320,85,20-b,20,depunned,1,damn,seen,-0.680358393,0
504,321,86,21-b,21,depunned,1,hurts,horse,-0.473041096,0
508,321,86,21-b,21,depunned,1,hurts,slow,-0.470437756,0
525,322,87,22-b,22,depunned,1,roll,directors,0.161933505,0
527,322,87,22-b,22,depunned,1,roll,great,-0.515024286,0
530,322,87,22-b,22,depunned,1,roll,movie,0.594719169,0
537,323,88,23-b,23,depunned,1,caller,id,1.368685278,0
538,323,88,23-b,23,depunned,1,caller,man,0.085463008,0
539,323,88,23-b,23,depunned,1,caller,name,0.722813874,0
542,323,88,23-b,23,depunned,1,caller,pocket,-0.282536407,0
543,323,88,23-b,23,depunned,1,caller,put,-0.719297165,0
545,323,88,23-b,23,depunned,1,caller,shirt,-0.621766767,0
571,324,89,24-b,24,depunned,1,steel,bodybuilders,0.250448323,0
577,324,89,24-b,24,depunned,1,steel,muscles,-0.143208756,0
583,325,90,25-b,25,depunned,1,die,actress,-0.37253657,0
591,325,90,25-b,25,depunned,1,die,saw,-0.302942596,0
594,325,90,25-b,25,depunned,1,die,thought,-0.598395341,0
596,325,90,25-b,25,depunned,1,die,wrinkle,-0.059769336,0
621,326,91,26-b,26,depunned,1,waste,cardboard,0.720292439,0
623,326,91,26-b,26,depunned,1,waste,fort,-0.684103355,0
625,326,91,26-b,26,depunned,1,waste,paper,0.715106249,0
629,327,92,27-b,27,depunned,1,feat,able,0.192267427,0
630,327,92,27-b,27,depunned,1,feat,being,-0.32027531,0
632,327,92,27-b,27,depunned,1,feat,fit,-0.561509507,0
633,327,92,27-b,27,depunned,1,feat,fourteen,-0.690051472,0
636,327,92,27-b,27,depunned,1,feat,pants,-0.603770822,0
638,327,92,27-b,27,depunned,1,feat,quite,-0.190079146,0
641,327,92,27-b,27,depunned,1,feat,size,-0.45251572,0
662,328,93,28-b,28,depunned,1,allowed,intern,-0.329641635,0
664,328,93,28-b,28,depunned,1,allowed,not,-0.329427842,0
667,328,93,28-b,28,depunned,1,allowed,say,-0.033663658,0
671,328,93,28-b,28,depunned,1,allowed,wanted,0.328884943,0
699,329,94,29-b,29,depunned,1,pale,burdens,-0.696741771,0
